Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekday,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type
105.08,38.41,0.0,0.05,93.92,100.0,56700,1,0,0,0,0,0,0,1,0,Maximum_Load
96.77,33.05,0.0,0.04,94.63,100.0,57600,1,0,0,0,0,0,0,1,0,Maximum_Load
82.76,30.6,0.0,0.04,93.79,100.0,58500,1,0,0,0,0,0,0,1,0,Maximum_Load
109.66,39.56,0.0,0.05,94.07,100.0,59400,1,0,0,0,0,0,0,1,0,Maximum_Load
85.72,30.13,0.0,0.04,94.34,100.0,60300,1,0,0,0,0,0,0,1,0,Maximum_Load
93.71,26.42,0.0,0.04,96.25,100.0,61200,1,0,0,0,0,0,0,1,0,Maximum_Load
84.02,19.69,0.0,0.04,97.36,100.0,62100,1,0,0,0,0,0,0,1,0,Medium_Load
91.84,24.66,0.0,0.04,96.58,100.0,63000,1,0,0,0,0,0,0,1,0,Medium_Load
35.6,2.3,4.86,0.02,99.79,99.08,63900,1,0,0,0,0,0,0,1,0,Medium_Load
30.82,0.0,8.35,0.01,100.0,96.52,64800,1,0,0,0,0,0,0,1,0,Medium_Load
53.75,21.35,0.58,0.02,92.94,99.99,65700,1,0,0,0,0,0,0,1,0,Medium_Load
99.72,46.55,0.0,0.05,90.61,100.0,66600,1,0,0,0,0,0,0,1,0,Medium_Load
86.44,30.42,0.0,0.04,94.33,100.0,67500,1,0,0,0,0,0,0,1,0,Medium_Load
127.4,55.22,0.0,0.06,91.75,100.0,68400,1,0,0,0,0,0,0,1,0,Medium_Load
95.58,41.04,0.0,0.04,91.89,100.0,69300,1,0,0,0,0,0,0,1,0,Medium_Load
127.73,63.86,0.0,0.06,89.44,100.0,70200,1,0,0,0,0,0,0,1,0,Medium_Load
94.64,41.36,0.0,0.04,91.63,100.0,71100,1,0,0,0,0,0,0,1,0,Medium_Load
111.74,45.65,0.0,0.05,92.57,100.0,72000,1,0,0,0,0,0,0,1,0,Medium_Load
89.6,32.72,0.0,0.04,93.93,100.0,72900,1,0,0,0,0,0,0,1,0,Medium_Load
100.33,30.46,0.0,0.05,95.69,100.0,73800,1,0,0,0,0,0,0,1,0,Medium_Load
82.04,13.39,0.25,0.04,98.69,100.0,74700,1,0,0,0,0,0,0,1,0,Medium_Load
35.57,2.74,11.66,0.02,99.7,95.02,75600,1,0,0,0,0,0,0,1,0,Medium_Load
6.44,0.0,25.31,0.0,100.0,24.66,76500,1,0,0,0,0,0,0,1,0,Medium_Load
4.18,0.0,26.28,0.0,100.0,15.71,77400,1,0,0,0,0,0,0,1,0,Medium_Load
4.07,0.0,25.96,0.0,100.0,15.49,78300,1,0,0,0,0,0,0,1,0,Medium_Load
4.75,0.0,26.21,0.0,100.0,17.83,79200,1,0,0,0,0,0,0,1,0,Medium_Load
4.97,1.84,15.01,0.0,93.78,31.43,80100,1,0,0,0,0,0,0,1,0,Medium_Load
4.39,4.54,0.0,0.0,69.51,100.0,81000,1,0,0,0,0,0,0,1,0,Medium_Load
3.67,3.56,0.0,0.0,71.78,100.0,81900,1,0,0,0,0,0,0,1,0,Medium_Load
3.6,3.28,0.0,0.0,73.92,100.0,82800,1,0,0,0,0,0,0,1,0,Medium_Load
3.56,3.17,0.0,0.0,74.68,100.0,83700,1,0,0,0,0,0,0,1,0,Light_Load
3.56,2.95,0.0,0.0,77.0,100.0,84600,1,0,0,0,0,0,0,1,0,Light_Load
3.64,3.49,0.0,0.0,72.18,100.0,85500,1,0,0,0,0,0,0,1,0,Light_Load
3.6,3.38,0.0,0.0,72.9,100.0,0,1,0,0,0,0,0,0,1,0,Light_Load
3.6,3.2,0.0,0.0,74.74,100.0,900,1,0,0,0,0,0,0,0,1,Light_Load
3.64,3.28,0.0,0.0,74.29,100.0,1800,1,0,0,0,0,0,0,0,1,Light_Load
3.6,3.35,0.0,0.0,73.21,100.0,2700,1,0,0,0,0,0,0,0,1,Light_Load
3.67,3.6,0.0,0.0,71.39,100.0,3600,1,0,0,0,0,0,0,0,1,Light_Load
3.71,3.28,0.0,0.0,74.92,100.0,4500,1,0,0,0,0,0,0,0,1,Light_Load
3.6,3.28,0.0,0.0,73.92,100.0,5400,1,0,0,0,0,0,0,0,1,Light_Load
3.67,3.42,0.0,0.0,73.16,100.0,6300,1,0,0,0,0,0,0,0,1,Light_Load
3.64,3.49,0.0,0.0,72.18,100.0,7200,1,0,0,0,0,0,0,0,1,Light_Load
4.75,4.86,0.0,0.0,69.9,100.0,8100,1,0,0,0,0,0,0,0,1,Light_Load
4.72,4.72,0.0,0.0,70.71,100.0,9000,1,0,0,0,0,0,0,0,1,Light_Load
3.64,3.2,0.0,0.0,75.1,100.0,9900,1,0,0,0,0,0,0,0,1,Light_Load
3.6,3.2,0.0,0.0,74.74,100.0,10800,1,0,0,0,0,0,0,0,1,Light_Load
3.64,3.74,0.0,0.0,69.75,100.0,11700,1,0,0,0,0,0,0,0,1,Light_Load
3.64,3.53,0.0,0.0,71.79,100.0,12600,1,0,0,0,0,0,0,0,1,Light_Load
3.67,3.13,0.0,0.0,76.09,100.0,13500,1,0,0,0,0,0,0,0,1,Light_Load
3.35,3.2,0.0,0.0,72.31,100.0,14400,1,0,0,0,0,0,0,0,1,Light_Load
3.02,3.28,0.0,0.0,67.73,100.0,15300,1,0,0,0,0,0,0,0,1,Light_Load
3.1,3.35,0.0,0.0,67.92,100.0,16200,1,0,0,0,0,0,0,0,1,Light_Load
3.02,3.06,0.0,0.0,70.24,100.0,17100,1,0,0,0,0,0,0,0,1,Light_Load
3.1,3.28,0.0,0.0,68.69,100.0,18000,1,0,0,0,0,0,0,0,1,Light_Load
3.1,3.2,0.0,0.0,69.58,100.0,18900,1,0,0,0,0,0,0,0,1,Light_Load
3.1,3.31,0.0,0.0,68.36,100.0,19800,1,0,0,0,0,0,0,0,1,Light_Load
3.02,3.38,0.0,0.0,66.63,100.0,20700,1,0,0,0,0,0,0,0,1,Light_Load
3.06,3.71,0.0,0.0,63.63,100.0,21600,1,0,0,0,0,0,0,0,1,Light_Load
3.1,3.67,0.0,0.0,64.53,100.0,22500,1,0,0,0,0,0,0,0,1,Light_Load
3.06,3.6,0.0,0.0,64.76,100.0,23400,1,0,0,0,0,0,0,0,1,Light_Load
3.49,3.35,0.0,0.0,72.14,100.0,24300,1,0,0,0,0,0,0,0,1,Light_Load
3.17,3.53,0.0,0.0,66.81,100.0,25200,1,0,0,0,0,0,0,0,1,Light_Load
3.49,4.03,0.0,0.0,65.46,100.0,26100,1,0,0,0,0,0,0,0,1,Light_Load
4.03,4.36,0.0,0.0,67.88,100.0,27000,1,0,0,0,0,0,0,0,1,Light_Load
3.89,3.02,0.0,0.0,78.99,100.0,27900,1,0,0,0,0,0,0,0,1,Light_Load
3.71,2.84,0.0,0.0,79.41,100.0,28800,1,0,0,0,0,0,0,0,1,Light_Load
54.58,37.73,0.0,0.03,82.26,100.0,29700,1,0,0,0,0,0,0,0,1,Light_Load
113.9,71.5,0.0,0.05,84.7,100.0,30600,1,0,0,0,0,0,0,0,1,Light_Load
117.65,80.82,0.0,0.05,82.43,100.0,31500,1,0,0,0,0,0,0,0,1,Light_Load
111.64,58.39,0.0,0.05,88.61,100.0,32400,1,0,0,0,0,0,0,0,1,Light_Load
115.78,46.8,0.0,0.05,92.71,100.0,33300,1,0,0,0,0,0,0,0,1,Medium_Load
121.18,52.96,0.0,0.06,91.63,100.0,34200,1,0,0,0,0,0,0,0,1,Medium_Load
78.91,30.78,0.0,0.04,93.16,100.0,35100,1,0,0,0,0,0,0,0,1,Medium_Load
109.55,33.44,0.0,0.05,95.64,100.0,36000,1,0,0,0,0,0,0,0,1,Medium_Load
96.84,34.13,0.0,0.04,94.31,100.0,36900,1,0,0,0,0,0,0,0,1,Maximum_Load
81.76,38.59,0.0,0.04,90.43,100.0,37800,1,0,0,0,0,0,0,0,1,Maximum_Load
79.02,33.05,0.0,0.04,92.26,100.0,38700,1,0,0,0,0,0,0,0,1,Maximum_Load
100.08,44.39,0.0,0.05,91.41,100.0,39600,1,0,0,0,0,0,0,0,1,Maximum_Load
94.03,57.28,0.0,0.04,85.4,100.0,40500,1,0,0,0,0,0,0,0,1,Maximum_Load
83.09,47.77,0.0,0.04,86.69,100.0,41400,1,0,0,0,0,0,0,0,1,Maximum_Load
99.18,52.02,0.0,0.05,88.56,100.0,42300,1,0,0,0,0,0,0,0,1,Maximum_Load
114.84,62.75,0.0,0.05,87.75,100.0,43200,1,0,0,0,0,0,0,0,1,Maximum_Load
16.02,3.56,19.51,0.01,97.62,63.46,44100,1,0,0,0,0,0,0,0,1,Medium_Load
5.72,0.0,25.92,0.0,100.0,21.55,45000,1,0,0,0,0,0,0,0,1,Medium_Load
6.19,0.0,25.13,0.0,100.0,23.92,45900,1,0,0,0,0,0,0,0,1,Medium_Load
5.87,0.0,25.38,0.0,100.0,22.53,46800,1,0,0,0,0,0,0,0,1,Medium_Load
60.88,22.75,2.59,0.03,93.67,99.91,47700,1,0,0,0,0,0,0,0,1,Maximum_Load
92.05,37.37,0.0,0.04,92.66,100.0,48600,1,0,0,0,0,0,0,0,1,Maximum_Load
70.92,29.77,0.0,0.03,92.21,100.0,49500,1,0,0,0,0,0,0,0,1,Maximum_Load
99.79,41.4,0.0,0.05,92.37,100.0,50400,1,0,0,0,0,0,0,0,1,Maximum_Load
97.27,41.08,0.0,0.04,92.12,100.0,51300,1,0,0,0,0,0,0,0,1,Maximum_Load
50.08,20.2,0.0,0.02,92.74,100.0,52200,1,0,0,0,0,0,0,0,1,Maximum_Load
53.86,23.4,0.0,0.02,91.72,100.0,53100,1,0,0,0,0,0,0,0,1,Maximum_Load
53.68,23.36,0.0,0.02,91.69,100.0,54000,1,0,0,0,0,0,0,0,1,Maximum_Load
59.87,30.1,0.0,0.03,89.34,100.0,54900,1,0,0,0,0,0,0,0,1,Maximum_Load
50.15,24.8,0.0,0.02,89.64,100.0,55800,1,0,0,0,0,0,0,0,1,Maximum_Load
54.29,27.54,0.0,0.02,89.18,100.0,56700,1,0,0,0,0,0,0,0,1,Maximum_Load
75.46,44.53,0.0,0.03,86.12,100.0,57600,1,0,0,0,0,0,0,0,1,Maximum_Load
55.55,28.33,0.0,0.03,89.08,100.0,58500,1,0,0,0,0,0,0,0,1,Maximum_Load
55.4,28.51,0.0,0.03,88.92,100.0,59400,1,0,0,0,0,0,0,0,1,Maximum_Load
63.76,31.0,0.0,0.03,89.93,100.0,60300,1,0,0,0,0,0,0,0,1,Maximum_Load
66.74,35.78,0.0,0.03,88.13,100.0,61200,1,0,0,0,0,0,0,0,1,Maximum_Load
63.25,34.02,0.0,0.03,88.07,100.0,62100,1,0,0,0,0,0,0,0,1,Medium_Load
71.14,38.99,0.0,0.03,87.69,100.0,63000,1,0,0,0,0,0,0,0,1,Medium_Load
40.68,7.27,0.4,0.02,98.44,100.0,63900,1,0,0,0,0,0,0,0,1,Medium_Load
23.87,0.72,12.49,0.01,99.95,88.6,64800,1,0,0,0,0,0,0,0,1,Medium_Load
7.81,0.0,7.45,0.0,100.0,72.36,65700,1,0,0,0,0,0,0,0,1,Medium_Load
4.07,0.0,6.7,0.0,100.0,51.92,66600,1,0,0,0,0,0,0,0,1,Medium_Load
3.92,0.0,21.53,0.0,100.0,17.91,67500,1,0,0,0,0,0,0,0,1,Medium_Load
4.0,0.0,26.53,0.0,100.0,14.91,68400,1,0,0,0,0,0,0,0,1,Medium_Load
4.0,0.0,26.53,0.0,100.0,14.91,69300,1,0,0,0,0,0,0,0,1,Medium_Load
3.92,0.0,26.42,0.0,100.0,14.68,70200,1,0,0,0,0,0,0,0,1,Medium_Load
3.85,0.0,26.68,0.0,100.0,14.28,71100,1,0,0,0,0,0,0,0,1,Medium_Load
3.92,0.0,26.57,0.0,100.0,14.6,72000,1,0,0,0,0,0,0,0,1,Medium_Load
3.89,0.0,26.71,0.0,100.0,14.41,72900,1,0,0,0,0,0,0,0,1,Medium_Load
3.92,0.0,26.64,0.0,100.0,14.56,73800,1,0,0,0,0,0,0,0,1,Medium_Load
3.89,0.0,26.6,0.0,100.0,14.47,74700,1,0,0,0,0,0,0,0,1,Medium_Load
3.89,0.0,26.64,0.0,100.0,14.45,75600,1,0,0,0,0,0,0,0,1,Medium_Load
4.82,0.0,26.39,0.0,100.0,17.97,76500,1,0,0,0,0,0,0,0,1,Medium_Load
4.86,0.0,26.53,0.0,100.0,18.02,77400,1,0,0,0,0,0,0,0,1,Medium_Load
3.96,0.0,25.85,0.0,100.0,15.14,78300,1,0,0,0,0,0,0,0,1,Medium_Load
3.89,0.0,26.39,0.0,100.0,14.58,79200,1,0,0,0,0,0,0,0,1,Medium_Load
3.82,1.3,14.33,0.0,94.67,25.76,80100,1,0,0,0,0,0,0,0,1,Medium_Load
3.6,3.49,0.0,0.0,71.8,100.0,81000,1,0,0,0,0,0,0,0,1,Medium_Load
3.6,3.42,0.0,0.0,72.5,100.0,81900,1,0,0,0,0,0,0,0,1,Medium_Load
3.64,3.49,0.0,0.0,72.18,100.0,82800,1,0,0,0,0,0,0,0,1,Medium_Load
3.53,3.49,0.0,0.0,71.11,100.0,83700,1,0,0,0,0,0,0,0,1,Light_Load
3.56,3.31,0.0,0.0,73.24,100.0,84600,1,0,0,0,0,0,0,0,1,Light_Load
3.53,3.24,0.0,0.0,73.67,100.0,85500,1,0,0,0,0,0,0,0,1,Light_Load
3.53,3.28,0.0,0.0,73.26,100.0,0,1,0,0,0,0,0,0,0,1,Light_Load
3.64,3.53,0.0,0.0,71.79,100.0,900,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.64,0.0,0.0,64.35,100.0,1800,1,0,0,0,0,0,1,0,0,Light_Load
3.02,3.67,0.0,0.0,63.54,100.0,2700,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.67,0.0,0.0,64.04,100.0,3600,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.74,0.0,0.0,63.32,100.0,4500,1,0,0,0,0,0,1,0,0,Light_Load
3.1,3.89,0.0,0.0,62.32,100.0,5400,1,0,0,0,0,0,1,0,0,Light_Load
3.38,4.18,0.0,0.0,62.88,100.0,6300,1,0,0,0,0,0,1,0,0,Light_Load
3.53,4.14,0.0,0.0,64.88,100.0,7200,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.71,0.0,0.0,63.63,100.0,8100,1,0,0,0,0,0,1,0,0,Light_Load
3.02,3.64,0.0,0.0,63.85,100.0,9000,1,0,0,0,0,0,1,0,0,Light_Load
3.02,3.6,0.0,0.0,64.27,100.0,9900,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.46,0.0,0.0,66.25,100.0,10800,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.67,0.0,0.0,64.04,100.0,11700,1,0,0,0,0,0,1,0,0,Light_Load
3.02,3.67,0.0,0.0,63.54,100.0,12600,1,0,0,0,0,0,1,0,0,Light_Load
3.31,3.56,0.0,0.0,68.09,100.0,13500,1,0,0,0,0,0,1,0,0,Light_Load
3.56,3.49,0.0,0.0,71.41,100.0,14400,1,0,0,0,0,0,1,0,0,Light_Load
3.1,3.56,0.0,0.0,65.67,100.0,15300,1,0,0,0,0,0,1,0,0,Light_Load
2.99,3.6,0.0,0.0,63.89,100.0,16200,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.71,0.0,0.0,63.63,100.0,17100,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.74,0.0,0.0,63.32,100.0,18000,1,0,0,0,0,0,1,0,0,Light_Load
3.06,3.56,0.0,0.0,65.18,100.0,18900,1,0,0,0,0,0,1,0,0,Light_Load
3.53,3.89,0.0,0.0,67.2,100.0,19800,1,0,0,0,0,0,1,0,0,Light_Load
3.56,4.28,0.0,0.0,63.95,100.0,20700,1,0,0,0,0,0,1,0,0,Light_Load
3.02,3.67,0.0,0.0,63.54,100.0,21600,1,0,0,0,0,0,1,0,0,Light_Load
2.99,3.67,0.0,0.0,63.16,100.0,22500,1,0,0,0,0,0,1,0,0,Light_Load
2.99,3.67,0.0,0.0,63.16,100.0,23400,1,0,0,0,0,0,1,0,0,Light_Load
2.95,3.74,0.0,0.0,61.93,100.0,24300,1,0,0,0,0,0,1,0,0,Light_Load
3.1,3.92,0.0,0.0,62.03,100.0,25200,1,0,0,0,0,0,1,0,0,Light_Load
2.99,3.71,0.0,0.0,62.75,100.0,26100,1,0,0,0,0,0,1,0,0,Light_Load
3.6,4.0,0.0,0.0,66.9,100.0,27000,1,0,0,0,0,0,1,0,0,Light_Load
4.57,4.93,0.0,0.0,67.98,100.0,27900,1,0,0,0,0,0,1,0,0,Light_Load
6.41,5.33,0.0,0.0,76.89,100.0,28800,1,0,0,0,0,0,1,0,0,Light_Load
48.53,41.44,0.0,0.02,76.05,100.0,29700,1,0,0,0,0,0,1,0,0,Light_Load
66.64,58.57,0.0,0.03,75.11,100.0,30600,1,0,0,0,0,0,1,0,0,Light_Load
63.47,56.95,0.0,0.03,74.43,100.0,31500,1,0,0,0,0,0,1,0,0,Light_Load
76.18,42.66,0.0,0.03,87.25,100.0,32400,1,0,0,0,0,0,1,0,0,Light_Load
66.96,29.12,0.0,0.03,91.7,100.0,33300,1,0,0,0,0,0,1,0,0,Medium_Load
58.32,25.7,0.0,0.03,91.51,100.0,34200,1,0,0,0,0,0,1,0,0,Medium_Load
74.34,37.01,0.0,0.03,89.52,100.0,35100,1,0,0,0,0,0,1,0,0,Medium_Load
57.2,24.52,0.0,0.03,91.91,100.0,36000,1,0,0,0,0,0,1,0,0,Medium_Load
58.03,21.24,0.0,0.03,93.91,100.0,36900,1,0,0,0,0,0,1,0,0,Maximum_Load
56.95,22.43,0.0,0.03,93.04,100.0,37800,1,0,0,0,0,0,1,0,0,Maximum_Load
74.95,37.94,0.0,0.03,89.22,100.0,38700,1,0,0,0,0,0,1,0,0,Maximum_Load
66.2,34.56,0.0,0.03,88.65,100.0,39600,1,0,0,0,0,0,1,0,0,Maximum_Load
49.03,34.78,0.0,0.02,81.56,100.0,40500,1,0,0,0,0,0,1,0,0,Maximum_Load
59.36,46.84,0.0,0.03,78.5,100.0,41400,1,0,0,0,0,0,1,0,0,Maximum_Load
52.06,35.96,0.0,0.02,82.28,100.0,42300,1,0,0,0,0,0,1,0,0,Maximum_Load
59.54,41.51,0.0,0.03,82.03,100.0,43200,1,0,0,0,0,0,1,0,0,Maximum_Load
11.12,3.85,18.0,0.01,94.5,52.56,44100,1,0,0,0,0,0,1,0,0,Medium_Load
4.18,0.0,16.92,0.0,100.0,23.98,45000,1,0,0,0,0,0,1,0,0,Medium_Load
4.46,0.0,16.74,0.0,100.0,25.74,45900,1,0,0,0,0,0,1,0,0,Medium_Load
4.36,0.0,16.7,0.0,100.0,25.26,46800,1,0,0,0,0,0,1,0,0,Medium_Load
41.0,15.19,3.42,0.02,93.77,99.65,47700,1,0,0,0,0,0,1,0,0,Maximum_Load
61.99,29.34,0.0,0.03,90.39,100.0,48600,1,0,0,0,0,0,1,0,0,Maximum_Load
64.87,31.5,0.0,0.03,89.96,100.0,49500,1,0,0,0,0,0,1,0,0,Maximum_Load
64.12,30.89,0.0,0.03,90.09,100.0,50400,1,0,0,0,0,0,1,0,0,Maximum_Load
56.81,23.22,0.0,0.03,92.57,100.0,51300,1,0,0,0,0,0,1,0,0,Maximum_Load
51.16,25.85,0.0,0.02,89.25,100.0,52200,1,0,0,0,0,0,1,0,0,Maximum_Load
58.54,28.98,0.0,0.03,89.62,100.0,53100,1,0,0,0,0,0,1,0,0,Maximum_Load
69.52,36.97,0.0,0.03,88.29,100.0,54000,1,0,0,0,0,0,1,0,0,Maximum_Load
54.65,25.2,0.0,0.03,90.81,100.0,54900,1,0,0,0,0,0,1,0,0,Maximum_Load
66.06,33.23,0.0,0.03,89.33,100.0,55800,1,0,0,0,0,0,1,0,0,Maximum_Load
55.69,25.31,0.0,0.03,91.04,100.0,56700,1,0,0,0,0,0,1,0,0,Maximum_Load
74.81,42.05,0.0,0.03,87.17,100.0,57600,1,0,0,0,0,0,1,0,0,Maximum_Load
61.24,30.2,0.0,0.03,89.69,100.0,58500,1,0,0,0,0,0,1,0,0,Maximum_Load
74.45,52.42,0.0,0.03,81.77,100.0,59400,1,0,0,0,0,0,1,0,0,Maximum_Load
52.88,25.85,0.0,0.02,89.84,100.0,60300,1,0,0,0,0,0,1,0,0,Maximum_Load
46.3,17.93,0.0,0.02,93.25,100.0,61200,1,0,0,0,0,0,1,0,0,Maximum_Load
66.74,33.23,0.0,0.03,89.52,100.0,62100,1,0,0,0,0,0,1,0,0,Medium_Load
51.16,19.66,0.18,0.02,93.34,100.0,63000,1,0,0,0,0,0,1,0,0,Medium_Load
29.52,0.04,9.47,0.01,100.0,95.22,63900,1,0,0,0,0,0,1,0,0,Medium_Load
29.7,0.0,9.11,0.01,100.0,95.6,64800,1,0,0,0,0,0,1,0,0,Medium_Load
31.72,13.68,0.65,0.01,91.82,99.98,65700,1,0,0,0,0,0,1,0,0,Medium_Load
46.55,32.76,0.0,0.02,81.78,100.0,66600,1,0,0,0,0,0,1,0,0,Medium_Load
50.11,21.64,0.0,0.02,91.81,100.0,67500,1,0,0,0,0,0,1,0,0,Medium_Load
40.39,2.81,0.58,0.02,99.76,99.99,68400,1,0,0,0,0,0,1,0,0,Medium_Load
41.4,3.78,0.0,0.02,99.59,100.0,69300,1,0,0,0,0,0,1,0,0,Medium_Load
40.1,3.13,0.4,0.02,99.7,100.0,70200,1,0,0,0,0,0,1,0,0,Medium_Load
41.98,6.34,0.14,0.02,98.88,100.0,71100,1,0,0,0,0,0,1,0,0,Medium_Load
42.44,7.38,0.0,0.02,98.52,100.0,72000,1,0,0,0,0,0,1,0,0,Medium_Load
39.82,3.92,0.58,0.02,99.52,99.99,72900,1,0,0,0,0,0,1,0,0,Medium_Load
40.75,2.38,0.18,0.02,99.83,100.0,73800,1,0,0,0,0,0,1,0,0,Medium_Load
38.45,1.33,1.44,0.02,99.94,99.93,74700,1,0,0,0,0,0,1,0,0,Medium_Load
13.93,0.07,20.3,0.01,100.0,56.58,75600,1,0,0,0,0,0,1,0,0,Medium_Load
5.4,0.0,26.28,0.0,100.0,20.13,76500,1,0,0,0,0,0,1,0,0,Medium_Load
5.15,0.0,26.32,0.0,100.0,19.2,77400,1,0,0,0,0,0,1,0,0,Medium_Load
4.68,0.0,26.35,0.0,100.0,17.49,78300,1,0,0,0,0,0,1,0,0,Medium_Load
4.03,0.0,26.28,0.0,100.0,15.16,79200,1,0,0,0,0,0,1,0,0,Medium_Load
3.92,1.3,14.26,0.0,94.92,26.51,80100,1,0,0,0,0,0,1,0,0,Medium_Load
3.56,3.42,0.0,0.0,72.11,100.0,81000,1,0,0,0,0,0,1,0,0,Medium_Load
3.56,3.53,0.0,0.0,71.01,100.0,81900,1,0,0,0,0,0,1,0,0,Medium_Load
3.6,3.71,0.0,0.0,69.64,100.0,82800,1,0,0,0,0,0,1,0,0,Medium_Load
3.53,3.31,0.0,0.0,72.95,100.0,83700,1,0,0,0,0,0,1,0,0,Light_Load
3.56,3.2,0.0,0.0,74.37,100.0,84600,1,0,0,0,0,0,1,0,0,Light_Load
3.53,3.2,0.0,0.0,74.09,100.0,85500,1,0,0,0,0,0,1,0,0,Light_Load
3.6,3.56,0.0,0.0,71.1,100.0,0,1,0,0,0,0,0,1,0,0,Light_Load
3.53,3.6,0.0,0.0,70.01,100.0,900,1,0,1,0,0,0,0,0,0,Light_Load
3.56,3.42,0.0,0.0,72.11,100.0,1800,1,0,1,0,0,0,0,0,0,Light_Load
3.56,3.53,0.0,0.0,71.01,100.0,2700,1,0,1,0,0,0,0,0,0,Light_Load
3.67,3.53,0.0,0.0,72.07,100.0,3600,1,0,1,0,0,0,0,0,0,Light_Load
3.6,3.78,0.0,0.0,68.97,100.0,4500,1,0,1,0,0,0,0,0,0,Light_Load
3.56,3.67,0.0,0.0,69.63,100.0,5400,1,0,1,0,0,0,0,0,0,Light_Load
4.03,4.18,0.0,0.0,69.41,100.0,6300,1,0,1,0,0,0,0,0,0,Light_Load
4.46,5.18,0.0,0.0,65.25,100.0,7200,1,0,1,0,0,0,0,0,0,Light_Load
3.2,3.74,0.0,0.0,65.01,100.0,8100,1,0,1,0,0,0,0,0,0,Light_Load
3.06,3.78,0.0,0.0,62.92,100.0,9000,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.74,0.0,0.0,62.82,100.0,9900,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.74,0.0,0.0,62.82,100.0,10800,1,0,1,0,0,0,0,0,0,Light_Load
2.99,3.56,0.0,0.0,64.31,100.0,11700,1,0,1,0,0,0,0,0,0,Light_Load
3.06,3.6,0.0,0.0,64.76,100.0,12600,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.67,0.0,0.0,63.54,100.0,13500,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.67,0.0,0.0,63.54,100.0,14400,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.67,0.0,0.0,63.54,100.0,15300,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.64,0.0,0.0,63.85,100.0,16200,1,0,1,0,0,0,0,0,0,Light_Load
3.06,3.56,0.0,0.0,65.18,100.0,17100,1,0,1,0,0,0,0,0,0,Light_Load
3.06,3.71,0.0,0.0,63.63,100.0,18000,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.74,0.0,0.0,62.82,100.0,18900,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.85,0.0,0.0,61.72,100.0,19800,1,0,1,0,0,0,0,0,0,Light_Load
2.99,3.74,0.0,0.0,62.44,100.0,20700,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.85,0.0,0.0,61.72,100.0,21600,1,0,1,0,0,0,0,0,0,Light_Load
3.38,4.18,0.0,0.0,62.88,100.0,22500,1,0,1,0,0,0,0,0,0,Light_Load
3.71,4.5,0.0,0.0,63.61,100.0,23400,1,0,1,0,0,0,0,0,0,Light_Load
3.82,4.03,0.0,0.0,68.79,100.0,24300,1,0,1,0,0,0,0,0,0,Light_Load
3.02,3.74,0.0,0.0,62.82,100.0,25200,1,0,1,0,0,0,0,0,0,Light_Load
2.95,3.74,0.0,0.0,61.93,100.0,26100,1,0,1,0,0,0,0,0,0,Light_Load
3.53,3.6,0.0,0.0,70.01,100.0,27000,1,0,1,0,0,0,0,0,0,Light_Load
3.78,3.56,0.0,0.0,72.8,100.0,27900,1,0,1,0,0,0,0,0,0,Light_Load
4.1,4.43,0.0,0.0,67.92,100.0,28800,1,0,1,0,0,0,0,0,0,Light_Load
37.33,34.49,0.0,0.02,73.45,100.0,29700,1,0,1,0,0,0,0,0,0,Light_Load
48.92,46.26,0.0,0.02,72.66,100.0,30600,1,0,1,0,0,0,0,0,0,Light_Load
53.96,51.55,0.0,0.02,72.31,100.0,31500,1,0,1,0,0,0,0,0,0,Light_Load
52.27,24.95,0.0,0.02,90.25,100.0,32400,1,0,1,0,0,0,0,0,0,Light_Load
74.38,37.33,0.0,0.03,89.38,100.0,33300,1,0,1,0,0,0,0,0,0,Medium_Load
71.39,34.96,0.0,0.03,89.81,100.0,34200,1,0,1,0,0,0,0,0,0,Medium_Load
62.03,30.64,0.0,0.03,89.66,100.0,35100,1,0,1,0,0,0,0,0,0,Medium_Load
74.2,36.68,0.0,0.03,89.64,100.0,36000,1,0,1,0,0,0,0,0,0,Medium_Load
