Age,No_of_orders_placed,is_premium_member,Women’s_Clothing,Men’s_Clothing,Kid’s_Clothing,Home_&_Living,Beauty,Electronics,Gender_Female,Gender_Male,Gender_Not_Specified,Preferred_Theme
26.0,10.0,0,8.59451551,3.961789042,6.620405454,,5.0,0.805309119,1,0,0,New_UI
17.0,10.0,0,4.130071685,7.688604679,0.741666398,4.233149238,3.0,9.180657042,0,1,0,New_UI
31.0,9.0,0,2.432182251,8.234126204,5.353376965,2.931559966,4.015266178,0.0,0,1,0,New_UI
29.0,10.0,0,2.360442254,2.0,1.56930224,4.345384985,1.011525138,8.85062783,0,1,0,New_UI
17.0,9.0,0,5.875792608,3.338602192,5.321318235,5.701795465,9.413968937,4.0,1,0,0,New_UI
25.0,13.0,1,1.647482549,1.702215977,6.065396909,5.750236795,3.0,3.469906192,0,0,1,Old_UI
35.0,13.0,1,-55.0,8.189804443,4.430034222,1.524322764,0.346686714,6.971372516,0,1,0,Old_UI
23.0,10.0,0,6.458703657,3.509150344,5.862351271,4.559482383,9.638878944,4.474946779,1,0,0,New_UI
35.0,10.0,0,8.530643223,2.709867068,9.457253096,7.978394286,0.0,3.0,1,0,0,Old_UI
26.0,5.0,0,3.296114489,1.0,1.117782541,5.891345016,0.498177532,7.830939757,0,1,0,New_UI
,10.0,0,3.704414323,5.033737909,5.686461359,6.504831693,0.359242284,8.17179334,0,1,0,New_UI
23.0,6.0,0,6.727920029,2.902660051,4.84044034,6.84278282,2.0,4.942823797,1,0,0,Old_UI
,12.0,1,3.991667828,1.418799737,6.199389499,0.05187093,3.300181818,6.733411785,0,0,1,Old_UI
30.0,12.0,1,2.338286929,2.645889894,,3.98640981,1.468843099,4.023544205,0,0,1,New_UI
29.0,8.0,0,9.230645508,3.0,2.0,,0.0,3.69071072,1,0,0,New_UI
23.0,7.0,0,4.561775471,1.0,0.638568371,2.374679219,3.004154889,8.112751327,0,1,0,New_UI
23.0,3.0,0,6.417659792,2.9014258,5.915454423,7.25464371,9.329544932,2.001757478,1,0,0,New_UI
18.0,12.0,1,4.414210033,4.15090455,5.578126384,4.190691924,3.646344184,5.155628621,0,0,1,New_UI
24.0,9.0,0,6.852228431,0.633356975,7.057117042,4.761498832,8.51613814,3.688784028,1,0,0,New_UI
27.0,13.0,1,-99.0,2.414425037,4.870098253,0.559647485,3.329964974,4.07013891,0,0,1,New_UI
28.0,1.0,1,3.320871083,6.74695546,2.317473871,6.536076457,2.043583699,7.654790605,0,1,0,Old_UI
15.0,3.0,0,1.931982369,5.77000826,0.296833066,5.583390018,1.144553001,9.912913383,0,1,0,New_UI
31.0,8.0,0,9.704207014,1.0,9.804471559,7.517051563,9.296956956,2.0,1,0,0,Old_UI
31.0,10.0,0,8.456235557,2.310115842,5.0,8.266465795,8.608730544,0.577609004,1,0,0,Old_UI
23.0,8.0,0,5.0,0.039663465,3.440810859,7.028999804,9.602583529,0.164972148,1,0,0,Old_UI
32.0,,0,3.0,9.193079521,8.259966294,7.458115502,4.0,7.573125148,0,1,0,New_UI
24.0,,0,-1.0,0.930855537,4.569319345,1.0,8.324663969,2.542906024,1,0,0,New_UI
30.0,3.0,0,1.852471927,0.0,6.696052929,0.558066076,3.102043934,9.043040824,0,1,0,Old_UI
33.0,4.0,0,2.352781015,4.0,3.258099225,3.694700646,12.03136408,8.45055235,0,1,0,New_UI
38.0,7.0,0,9.695125595,3.0,0.0,6.239529928,9.730306789,1.646873397,1,0,0,New_UI
36.0,7.0,0,4.774094573,0.0,4.797279335,0.089275321,2.856147716,6.128094665,0,1,0,New_UI
40.0,14.0,1,6.400667551,2.213062033,7.29324989,9.681271205,7.756598855,2.613293055,1,0,0,Old_UI
20.0,7.0,0,9.677973774,2.409573455,7.460622123,8.649074467,6.999386063,2.950124595,1,0,0,New_UI
24.0,,1,1.567900733,6.675488469,1.040982417,0.472253118,1.57183959,3.0,0,1,0,New_UI
,14.0,1,4.374489009,4.316722987,6.74070993,6.086433532,7.421436735,3.132056979,0,0,1,New_UI
42.0,2.0,1,4.132426915,0.489934558,7.795649647,9.809038234,8.544719081,3.930251846,1,0,0,Old_UI
24.0,3.0,0,1.0,9.659487225,0.243556111,4.197431347,0.022029143,-33.0,0,1,0,New_UI
31.0,5.0,0,1.513736018,0.0,3.534395577,2.201845366,1.229600542,8.016950223,0,1,0,New_UI
38.0,3.0,0,1.554340189,7.329375993,5.813718738,,2.722522895,7.333069153,0,1,0,New_UI
35.0,4.0,0,4.818799306,4.0,8.001761419,2.096114367,2.0,3.969079778,0,1,0,New_UI
37.0,8.0,0,3.809273953,9.653973919,5.63084598,2.976043606,1.876389648,5.750369504,0,1,0,Old_UI
29.0,4.0,0,7.627355355,2.705411819,1.064516883,7.292929669,4.0,4.0,1,0,0,Old_UI
15.0,6.0,0,6.89540276,5.103124708,3.117100365,7.012261221,9.58590498,2.108792862,1,0,0,Old_UI
23.0,11.0,1,2.337166931,1.304993499,6.805355529,1.829760245,-7.79190994,6.625584749,0,0,1,Old_UI
26.0,4.0,0,3.12836379,5.0,0.318083845,2.594037293,3.0,8.53513774,0,1,0,New_UI
35.0,6.0,1,2.34830273,3.761283513,4.696222814,2.885913225,-9.133940337,2.954206287,0,1,0,New_UI
18.0,,0,7.836058915,3.472826457,8.321502549,8.301271519,0.0,1.0,1,0,0,Old_UI
15.0,8.0,0,7.170244346,1.51971489,5.713921318,6.998472861,2.0,1.119657179,1,0,0,Old_UI
31.0,,1,4.966254965,5.081905529,4.151638982,2.705496086,5.096247911,5.983893098,0,0,1,Old_UI
26.0,15.0,1,3.664731196,2.779933053,5.913502489,3.800449158,1.518810556,6.659870196,0,0,1,New_UI
24.0,,0,4.520378539,7.91913582,1.28251154,3.0,0.408668133,7.837634067,0,1,0,New_UI
29.0,7.0,0,6.207209037,0.94738155,1.571064071,8.170777644,7.686616036,3.833115227,1,0,0,New_UI
37.0,6.0,0,0.186599293,1.0,4.995560945,2.101984183,0.883678387,5.295817404,0,1,0,Old_UI
29.0,11.0,1,3.227975382,2.588287522,6.893055598,2.681997988,3.508205892,4.394156289,0,0,1,Old_UI
37.0,9.0,0,-77.0,9.779397386,4.241120977,3.892164797,1.550775769,5.658137975,0,1,0,New_UI
39.0,3.0,0,1.712091739,3.0,6.557187027,,3.920131616,7.649960882,0,1,0,New_UI
23.0,5.0,0,3.0,3.057253209,6.798976254,9.587757386,9.166726898,1.220662076,1,0,0,New_UI
31.0,4.0,0,1.873130363,1.0,6.634633974,2.380540128,0.743681752,7.551798153,0,1,0,New_UI
28.0,3.0,0,1.0,9.464631387,2.087622987,3.438412802,0.292642922,7.868529999,0,1,0,New_UI
30.0,3.0,0,0.0,1.33741844,2.0,6.631711387,8.012129012,4.384350397,1,0,0,New_UI
20.0,14.0,1,2.251493882,2.294994439,6.985602762,0.361685296,1.069201392,5.491815707,0,0,1,Old_UI
28.0,9.0,0,8.906067865,3.577969308,7.704658949,6.367754546,7.798392851,2.0,1,0,0,Old_UI
36.0,7.0,0,7.665373118,0.660039881,9.664976885,5.041063078,7.37052732,4.798877025,1,0,0,New_UI
39.0,10.0,0,9.737711078,0.964801554,9.299385463,5.784354743,5.0,4.0,1,0,0,Old_UI
47.0,9.0,1,-66.0,2.813369785,9.218990549,8.378475535,8.294816313,1.116373242,1,0,0,Old_UI
20.0,15.0,1,1.775411782,1.664486519,6.534006399,3.155692533,1.878533627,8.419852344,0,0,1,New_UI
19.0,3.0,1,7.52887159,5.268801353,,9.679491449,9.895331598,4.299758047,1,0,0,Old_UI
29.0,13.0,1,3.612500239,4.095251292,5.571445812,5.229154543,4.229343241,5.614944709,0,0,1,New_UI
19.0,1.0,1,0.300063893,6.644429269,1.0,3.486245355,2.372612862,9.056636556,0,1,0,New_UI
29.0,12.0,1,3.335846469,2.834267321,5.533664775,,0.961408323,4.667019449,0,0,1,Old_UI
22.0,10.0,0,1.345382502,9.45372079,,3.165053346,2.00487169,4.0,0,1,0,New_UI
47.0,10.0,0,4.236393118,3.0,7.889546281,6.440156793,7.943125496,1.0,1,0,0,Old_UI
45.0,11.0,1,3.0,6.718848425,4.51651977,2.2184642,3.613188636,8.997191814,0,1,0,Old_UI
21.0,6.0,0,5.106594755,0.829122827,4.991838225,7.547888951,8.88195324,2.135578758,1,0,0,Old_UI
,8.0,0,0.849668457,2.0,3.289005511,3.316394358,2.0,-44.0,0,1,0,New_UI
21.0,4.0,0,1.597017714,6.199209968,1.261721349,0.209129068,1.983072317,8.594506894,0,1,0,New_UI
17.0,4.0,0,2.045693286,8.943524016,1.847869083,3.462274104,1.0,8.352735029,0,1,0,New_UI
50.0,4.0,0,1.310550265,4.42666892,3.481055666,1.265559704,4.0,7.563362739,0,1,0,New_UI
,2.0,1,6.93792578,0.574204152,5.0,,7.540488174,0.569844872,1,0,0,Old_UI
23.0,5.0,0,1.493387982,6.001789684,2.0,4.842255775,1.935788768,7.466642906,0,1,0,Old_UI
20.0,8.0,0,0.0,0.362009869,,4.704814796,5.0,4.1014815,1,0,0,New_UI
44.0,13.0,1,1.389250751,7.437051597,5.318121327,3.661210779,0.689047342,9.705843326,0,1,0,Old_UI
16.0,13.0,1,4.854162744,2.464664375,6.215614794,3.632253482,3.561696616,4.684642498,0,0,1,New_UI
18.0,4.0,0,7.573535828,4.267513843,4.359905905,,6.521517515,0.482544568,1,0,0,New_UI
17.0,10.0,0,2.0,6.061464168,1.192113412,3.630031554,1.551921464,8.048922723,0,1,0,New_UI
23.0,3.0,0,4.384713616,9.587418771,1.027111484,3.0,0.88144693,7.993570651,0,1,0,New_UI
34.0,10.0,0,0.770512448,9.228676074,,1.359404363,1.44522438,8.330464427,0,1,0,New_UI
20.0,8.0,0,6.59040931,4.150335585,7.895232267,7.413030854,7.573278421,4.071546166,1,0,0,Old_UI
22.0,12.0,1,5.463145712,3.296934602,6.834069413,2.0,3.834579834,5.555159022,0,0,1,New_UI
,4.0,0,2.690160432,8.412038707,1.009382453,4.638577618,1.879946681,1.0,0,1,0,New_UI
40.0,4.0,1,8.921147411,3.0,,7.647002226,8.538358488,1.371205061,1,0,0,Old_UI
,6.0,0,6.98669465,1.285718585,0.0,-1.0,8.788181078,4.146045877,1,0,0,New_UI
24.0,4.0,0,9.434076731,3.902299684,3.941201095,6.455057123,9.330096004,1.989983939,1,0,0,New_UI
24.0,7.0,0,9.316380116,1.69596341,5.605480031,7.670784278,9.671205222,2.965809652,1,0,0,Old_UI
35.0,3.0,0,6.62220451,4.723326136,7.692431741,7.421583858,8.717797167,3.127871453,1,0,0,New_UI
36.0,10.0,0,9.386052611,3.656297352,8.36568438,8.91594039,6.717612846,0.370817802,1,0,0,Old_UI
26.0,3.0,0,7.90543975,1.715084128,7.055274237,8.252670377,7.71162224,1.048021009,1,0,0,Old_UI
30.0,9.0,0,1.594489067,7.117570943,3.649804234,0.790327796,3.0,9.490253351,0,1,0,New_UI
25.0,6.0,0,8.796991083,3.705857063,5.446767769,7.884830279,9.331318496,2.921984918,1,0,0,New_UI
17.0,9.0,0,7.451584774,0.992021528,6.932084773,5.929874977,3.0,1.205148376,1,0,0,Old_UI
34.0,6.0,0,2.626348501,4.893781368,4.415915382,0.841391509,2.051756643,7.900434951,0,1,0,Old_UI
36.0,9.0,0,7.614760651,1.279887966,,7.769308597,9.728549445,1.285673797,1,0,0,Old_UI
,7.0,1,7.790392007,0.548863943,5.015960053,9.176389711,8.843020932,1.0,1,0,0,Old_UI
34.0,4.0,1,6.849801701,3.0,2.0,9.304075058,5.0,4.823470896,1,0,0,Old_UI
35.0,7.0,0,5.696581091,9.588411441,,,3.0,5.172939441,0,1,0,New_UI
22.0,15.0,1,2.415695695,1.612640481,5.484560166,5.406537042,2.475976546,2.395854077,0,0,1,Old_UI
,14.0,1,3.537052654,2.331944174,6.818277155,0.658390513,5.06323591,4.71565538,0,0,1,Old_UI
33.0,9.0,0,3.0,9.292312912,5.976157541,2.648203918,0.054715261,7.937246653,0,1,0,New_UI
26.0,7.0,0,2.733756447,1.0,2.0,1.329721258,0.402806961,8.503022039,0,1,0,New_UI
33.0,9.0,0,8.71795162,2.431723971,8.961932476,7.2591982,6.571925329,3.260041721,1,0,0,Old_UI
20.0,10.0,0,3.669687323,9.26234222,2.493435438,1.0,2.0,8.238997755,0,1,0,New_UI
33.0,10.0,0,0.006299649,9.327021043,7.962023979,3.694645798,1.350279211,9.340335574,0,1,0,New_UI
34.0,12.0,1,4.458217164,3.176856165,6.677077493,5.388224764,6.031248025,7.021035867,0,0,1,Old_UI
33.0,8.0,0,1.654042743,8.767819047,6.51665896,1.201910172,4.0,7.932310064,0,1,0,New_UI
35.0,,1,2.79011878,2.137162452,5.053858689,2.603454522,2.0,6.423720521,0,0,1,New_UI
35.0,6.0,0,1.0,-1.0,2.712836763,4.73579808,3.516687786,7.774933636,0,1,0,New_UI
28.0,4.0,0,6.44102769,1.957695815,4.040111799,5.783380841,15.39921624,1.010215792,1,0,0,New_UI
27.0,12.0,1,3.338834113,1.908509684,6.041870233,2.387918211,2.875745702,3.861131601,0,0,1,New_UI
22.0,7.0,0,9.672334103,3.381946158,4.021706497,,7.570102322,3.297083597,1,0,0,Old_UI
32.0,6.0,0,8.471202938,3.403110598,8.537548979,5.147750849,9.996678954,4.613960981,1,0,0,New_UI
22.0,14.0,1,1.012445081,4.420749531,,1.254133763,1.795170905,4.291423272,0,0,1,Old_UI
21.0,9.0,0,7.297067189,3.200855394,4.322667749,5.868176877,8.687693495,3.96108767,1,0,0,New_UI
48.0,11.0,1,1.743089143,6.180914328,4.532660793,1.749157759,2.138165059,5.918629839,0,1,0,New_UI
,6.0,0,2.0,5.0,,1.063012859,1.538124969,8.48534078,0,1,0,Old_UI
42.0,7.0,0,7.595093412,5.018171052,8.231486532,7.575754203,7.53904036,5.063626996,1,0,0,Old_UI
31.0,4.0,0,9.93084055,0.877952915,9.623043969,7.403339715,6.435549585,0.955352058,1,0,0,Old_UI
29.0,11.0,1,4.411365033,0.033283071,2.317156381,9.342019617,5.0,2.111031224,1,0,0,Old_UI
22.0,8.0,0,7.881199139,1.0,5.465339876,8.434746514,8.535601734,1.234674485,1,0,0,Old_UI
,5.0,0,2.281512308,6.560229548,3.761296108,5.199074347,1.171269017,3.746776504,0,1,0,New_UI
32.0,4.0,0,-77.0,2.009841217,0.0,6.317356744,0.0,4.998244256,1,0,0,New_UI
26.0,9.0,0,9.921898456,2.687099748,5.150181159,6.194167097,9.219036164,0.992629169,1,0,0,Old_UI
25.0,8.0,0,0.289309347,2.0,0.701832179,4.371384965,2.730393716,8.515162366,0,1,0,New_UI
32.0,7.0,0,2.419469339,8.909070946,4.339769178,,2.0,9.525263412,0,1,0,New_UI
20.0,4.0,0,2.828130311,3.623562411,1.230000731,3.123606284,0.800833793,9.156208804,0,1,0,New_UI
19.0,11.0,1,1.071671062,0.974505844,,3.013561359,7.061228964,4.43252544,0,0,1,Old_UI
23.0,6.0,0,8.519343149,4.331609031,6.254488898,9.444889633,8.188965045,1.107741186,1,0,0,Old_UI
39.0,10.0,0,-33.0,8.587500228,5.633599223,0.46428348,0.400700403,-33.0,0,1,0,New_UI
35.0,11.0,1,2.163202182,2.806605775,6.474876519,0.957221972,5.941333246,4.422110453,0,0,1,Old_UI
27.0,6.0,0,2.232057355,9.886570898,1.238549508,3.492704086,0.56224941,7.489230332,0,1,0,New_UI
49.0,13.0,1,-33.0,6.517949106,4.616417985,4.397124196,0.883084626,5.835408304,0,1,0,Old_UI
25.0,5.0,0,2.0,4.771146491,5.434335572,6.7223093,2.0,3.0,1,0,0,New_UI
18.0,11.0,1,6.550857282,3.411935462,4.061200631,9.271396536,8.741928859,1.137327313,1,0,0,Old_UI
29.0,10.0,0,0.624168593,4.0,0.681195036,1.0,2.304783966,7.492547951,0,1,0,New_UI
39.0,8.0,0,3.721210443,9.682391774,7.972800302,4.085666622,1.212305291,7.519684622,0,1,0,New_UI
30.0,5.0,0,1.622392743,5.11930165,3.317249531,7.602872578,0.978409451,1.0,0,1,0,New_UI
31.0,10.0,0,4.0,3.0,6.393861575,6.790449156,8.501213167,1.288759815,1,0,0,New_UI
26.0,8.0,0,7.823592115,2.537929853,3.80543837,7.249132119,9.074076952,3.79964874,1,0,0,Old_UI
31.0,4.0,0,1.038672073,9.944010405,6.035206439,2.0,1.814390003,8.604888424,0,1,0,New_UI
25.0,5.0,0,6.353077604,3.534191132,4.847813448,5.404460852,4.0,3.997071788,1,0,0,New_UI
33.0,6.0,0,5.781168038,4.759410887,4.0,6.716658384,9.510158498,4.42032943,1,0,0,Old_UI
21.0,,0,8.846285785,3.42777457,4.613940011,6.321160819,2.0,1.795975043,1,0,0,Old_UI
29.0,5.0,0,5.123378231,9.853224378,3.995544635,3.0,4.0,5.0,0,1,0,New_UI
25.0,12.0,1,1.594341364,3.234810875,4.546206937,1.0,3.964208183,3.379218013,0,0,1,New_UI
31.0,15.0,1,0.989881157,1.50846811,4.19729451,3.975457701,1.68304629,5.775782892,0,0,1,Old_UI
18.0,15.0,1,2.213358337,2.285242459,5.806886965,3.389637814,4.537890421,6.977813776,0,0,1,New_UI
20.0,6.0,1,8.710743062,2.980886075,,9.84705854,6.760702046,3.09818915,1,0,0,Old_UI
35.0,5.0,0,7.701923051,0.821750768,1.0,8.569482764,9.131206909,1.061516215,1,0,0,Old_UI
27.0,15.0,1,3.823094359,2.588861208,6.668805988,1.0,5.998510624,5.803154452,0,0,1,Old_UI
31.0,5.0,0,1.234671715,0.0,6.408141847,0.441836017,1.169450887,7.190161405,0,1,0,Old_UI
39.0,6.0,0,1.898210631,8.120380645,3.903197202,0.007645043,-6.948154441,4.579135837,0,1,0,New_UI
30.0,9.0,0,2.341105516,8.866514173,6.822388374,,2.123100785,-77.0,0,1,0,New_UI
,15.0,1,3.871590583,4.654353288,8.40331457,2.098689407,1.287736002,4.887994339,0,0,1,Old_UI
43.0,4.0,1,6.661695534,2.0,8.03453826,5.0,7.856275377,4.016515246,1,0,0,Old_UI
20.0,15.0,1,0.43000117,8.814744311,1.100599164,0.664499857,1.985642953,9.505182949,0,1,0,Old_UI
48.0,14.0,1,6.22430213,0.877972511,7.921883459,7.105187819,5.0,0.376882729,1,0,0,Old_UI
40.0,9.0,0,3.307413095,9.008124793,5.248955955,4.399980695,1.566864555,7.901555797,0,1,0,New_UI
22.0,6.0,1,6.337791113,2.0,6.819134352,4.0,7.564544638,3.436207402,1,0,0,Old_UI
,13.0,1,1.159500652,1.054888858,,1.857733476,3.200719264,3.518864198,0,0,1,New_UI
33.0,11.0,1,1.063807316,6.670059404,4.419509981,2.92654731,1.35208888,8.329373651,0,1,0,Old_UI
48.0,10.0,0,3.0,5.341235456,6.623207768,,0.510345844,9.537609627,0,1,0,Old_UI
24.0,13.0,1,2.332467628,5.824974299,3.715383914,4.0,3.512231013,5.57045785,0,0,1,New_UI
23.0,14.0,1,2.980030347,2.496357164,5.641105234,1.263172085,1.173368295,5.560383702,0,0,1,Old_UI
24.0,4.0,0,7.349107754,2.971945053,6.879759892,4.271895414,9.929250464,4.678024862,1,0,0,New_UI
27.0,14.0,1,2.248577975,3.798708366,6.569864097,2.054343557,0.41566142,5.745908072,0,0,1,New_UI
37.0,3.0,0,0.636438167,9.286757221,7.015745517,2.997029562,12.48169228,7.207428109,0,1,0,New_UI
28.0,10.0,0,7.888557,0.061328379,4.078117356,8.098469002,8.302437501,3.032239667,1,0,0,New_UI
45.0,15.0,1,8.298836295,3.501026288,4.0,5.0,0.0,-99.0,1,0,0,Old_UI
45.0,13.0,1,0.563751786,7.286888634,4.014685869,6.994569217,0.519431986,5.00642909,0,1,0,Old_UI
38.0,7.0,0,9.367055869,2.799006476,8.884967802,7.735978835,-1.0,2.112246396,1,0,0,Old_UI
41.0,15.0,1,-22.0,8.089031163,6.097953067,0.575199176,2.213447939,6.553030959,0,1,0,Old_UI
16.0,7.0,0,9.023081843,4.486900246,5.211767109,5.052859972,9.998683667,0.493649252,1,0,0,New_UI
39.0,8.0,0,8.100438764,1.721253411,5.0,8.554360017,7.906297071,5.522236474,1,0,0,Old_UI
19.0,12.0,1,2.029448959,1.871400391,,1.548809145,2.080001382,7.263734282,0,0,1,New_UI
22.0,9.0,0,1.383586381,5.059063062,2.834183394,3.643210066,2.971870192,3.0,0,1,0,New_UI
18.0,6.0,1,3.148853054,4.856477208,0.835691677,1.755561684,1.714604645,8.18142102,0,1,0,Old_UI
26.0,4.0,0,8.765716442,2.986667118,3.729997035,6.041199712,7.460356929,2.0,1,0,0,New_UI
19.0,4.0,0,7.694468424,4.468642884,2.919725429,9.091922006,9.332707457,5.242312628,1,0,0,New_UI
22.0,3.0,0,1.0,2.0,,5.174352428,17.79539713,2.480576227,1,0,0,New_UI
47.0,13.0,1,4.577851371,9.783817302,6.169925116,2.793177776,1.154442641,8.316457329,0,1,0,Old_UI
34.0,15.0,1,3.553529083,3.280096145,3.665658383,2.868111355,3.0,5.611989776,0,0,1,Old_UI
23.0,4.0,1,2.930568243,8.790231102,0.387950496,3.137774735,0.448260597,8.650943033,0,1,0,Old_UI
29.0,13.0,1,1.666096701,2.358104878,4.472899254,4.146456852,3.414464592,5.663927522,0,0,1,New_UI
22.0,13.0,1,1.823225488,3.21646438,3.466641673,5.253191571,4.673145732,2.757415796,0,0,1,New_UI
43.0,8.0,1,6.674905049,2.59967053,8.459668994,,8.076698971,4.170771599,1,0,0,Old_UI
20.0,15.0,1,2.932154847,1.241559361,5.527265131,6.237377162,1.1936072,6.946004602,0,0,1,Old_UI
30.0,10.0,0,8.398970967,1.0,7.146196933,8.025990903,-1.0,2.71489639,1,0,0,Old_UI
47.0,15.0,1,1.408074691,5.834999529,7.603794006,,-9.462011215,6.994512624,0,1,0,Old_UI
37.0,8.0,0,0.952404549,-1.0,4.313027897,2.200891534,2.0,4.802407084,0,1,0,New_UI
21.0,6.0,0,2.81052525,9.467351711,4.380944717,4.552300115,0.716586893,2.0,0,1,0,New_UI
48.0,9.0,0,2.919530418,8.27773225,5.788481976,0.148327947,0.948716416,8.558801303,0,1,0,Old_UI
25.0,9.0,0,2.440096164,9.262526621,3.0,0.387274355,1.078604148,9.195109076,0,1,0,New_UI
37.0,4.0,0,5.0,1.943842635,9.682331234,7.507269313,7.710784473,3.875030026,1,0,0,New_UI
28.0,3.0,0,3.136980138,9.175893326,3.0,1.105556222,2.165378808,9.599787564,0,1,0,New_UI
21.0,13.0,1,0.963220464,3.935248114,5.23042929,3.122565968,1.0,1.966451883,0,0,1,Old_UI
22.0,6.0,0,2.0,8.721092987,0.744135797,5.269620768,1.355016169,9.456783191,0,1,0,New_UI
25.0,6.0,0,7.783785989,3.266491147,,6.411562233,8.181282707,-77.0,1,0,0,New_UI
28.0,10.0,0,1.0,9.937733652,3.723923289,1.0,2.0,1.0,0,1,0,New_UI
25.0,9.0,0,1.0,1.961689343,4.906272812,8.099421204,-1.0,3.417995728,1,0,0,New_UI
,4.0,1,4.74436477,3.073275409,3.73824862,3.0,0.0,3.096658002,1,0,0,New_UI
,6.0,0,9.626209017,4.712176053,4.605587151,6.653545655,2.0,3.510402447,1,0,0,New_UI
41.0,13.0,1,5.08346571,0.536457854,8.494164102,8.661618325,8.411441771,4.63679145,1,0,0,New_UI
38.0,10.0,0,1.0,5.0,4.652856574,3.869787548,2.751785197,6.539826204,0,1,0,Old_UI
,10.0,0,0.246413427,9.313514682,0.628219878,4.620708881,0.078248914,1.0,0,1,0,New_UI
16.0,10.0,1,3.539301608,4.83479651,0.537911674,1.051857452,2.357804164,0.0,0,1,0,New_UI
40.0,,0,7.536838676,3.902241978,4.0,,5.0,1.890504858,1,0,0,Old_UI
,3.0,1,7.750408088,0.781260485,7.470646456,9.35272328,8.316990081,0.53293844,1,0,0,Old_UI
18.0,15.0,1,-99.0,3.379371858,6.063326669,0.766729858,4.624946758,6.215117999,0,0,1,Old_UI
29.0,4.0,0,1.782594514,8.576907407,3.318660046,2.994430405,2.050596963,2.0,0,1,0,Old_UI
24.0,12.0,1,1.941756094,2.732574674,5.47114112,5.823287422,7.55608695,4.452237442,0,0,1,New_UI
35.0,14.0,1,5.203075289,1.424145112,9.382899781,8.162410367,1.0,2.467841468,1,0,0,Old_UI
35.0,,1,2.575701314,3.190171191,8.424244932,0.260522943,3.0,7.474401392,0,0,1,New_UI
35.0,4.0,0,3.0,9.585950691,7.900681173,5.520076654,1.992287227,5.563451095,0,1,0,Old_UI
18.0,4.0,1,7.717327065,3.323604334,,8.003910269,3.0,3.0,1,0,0,Old_UI
24.0,7.0,0,4.634049518,2.360677999,4.046149584,6.502935912,8.215341261,3.259922883,1,0,0,Old_UI
29.0,6.0,0,7.407489516,1.640139115,2.420040081,7.747637012,1.0,0.077681515,1,0,0,Old_UI
20.0,3.0,0,7.987208856,0.249794954,6.784334555,8.305354668,7.078560713,0.420466416,1,0,0,New_UI
45.0,4.0,0,6.256137852,1.154943842,3.0,9.537394316,0.0,4.224012463,1,0,0,Old_UI
38.0,3.0,0,4.402148715,9.571978824,5.186515346,3.059475188,1.058366712,6.797214582,0,1,0,New_UI
,7.0,0,1.996271803,9.967435796,4.218416193,1.389840847,3.0,7.707154882,0,1,0,New_UI
36.0,6.0,0,3.656260753,3.0,3.406517469,1.053660206,4.0,5.211188368,0,1,0,Old_UI
28.0,11.0,1,3.252931499,2.148457265,8.508819231,4.670110121,0.594003919,4.554979527,0,0,1,Old_UI
23.0,8.0,0,-44.0,8.622618529,1.501042865,4.056985786,0.448683506,8.107206286,0,1,0,New_UI
18.0,6.0,0,8.364416709,4.002580099,4.231301549,7.788277904,4.0,3.606727877,1,0,0,New_UI
22.0,15.0,1,4.428943539,2.004264629,5.186842742,3.0,6.985477663,5.827234904,0,0,1,Old_UI
22.0,10.0,0,7.299715734,1.0,6.688238113,7.434321778,9.045084172,2.0,1,0,0,Old_UI
35.0,10.0,0,1.003336597,1.0,3.973446829,,2.03568928,3.984897291,0,1,0,New_UI
24.0,11.0,1,1.433251869,4.997209341,4.3376684,4.901160358,4.712311549,5.611813253,0,0,1,New_UI
,8.0,0,3.636052321,2.0,3.484680019,7.087342759,2.401430278,7.986651936,0,1,0,New_UI
26.0,14.0,1,3.97551851,3.458266779,6.845559623,3.0,6.842926921,6.655472155,0,0,1,Old_UI
24.0,8.0,0,6.561598671,3.0,4.465895692,6.010724616,9.057496702,0.741169242,1,0,0,New_UI
35.0,13.0,1,2.166041078,2.062996395,4.791348664,1.441310313,4.946858108,4.981096146,0,0,1,New_UI
32.0,11.0,1,2.481202227,5.199536597,4.898120646,4.0,2.0,4.106121419,0,0,1,Old_UI
25.0,15.0,1,3.177918897,4.003143059,4.802687187,1.034684919,2.252020222,4.379391922,0,0,1,New_UI
24.0,7.0,0,7.202406869,2.486841152,6.572083001,7.447621054,1.0,2.619920786,1,0,0,Old_UI
35.0,11.0,1,3.613146143,0.799270046,7.208943473,1.0,4.0,7.169244677,0,0,1,Old_UI
36.0,7.0,0,9.606088318,1.0,8.987279672,5.771291297,8.439708867,2.411960978,1,0,0,New_UI
27.0,3.0,0,8.948394259,2.869883598,,4.939839901,9.483197889,3.792599872,1,0,0,Old_UI
26.0,6.0,0,2.0,1.935027188,4.32595706,,5.0,3.186053668,1,0,0,New_UI
20.0,13.0,1,2.0,6.881214384,2.689106324,1.011137271,2.671255538,7.322256055,0,1,0,Old_UI
29.0,11.0,1,3.801902833,3.562982438,7.131831711,4.817573414,1.033920219,4.39542138,0,0,1,Old_UI
50.0,0.0,1,0.17678808,7.52492013,5.461781579,3.160415241,2.0,6.940938829,0,1,0,New_UI
35.0,6.0,0,9.249954925,0.276514396,5.0,8.620376576,8.834171368,5.161341621,1,0,0,Old_UI
27.0,6.0,0,4.0,1.084299575,7.93584387,4.838363012,-0.957919482,2.033378076,1,0,0,New_UI
