Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Orbiting Body,Equinox,Hazardous
22.8,0.073207399,0.163696721,73.20739893,163.6967205,0.045488955,0.101716395,240.1817627,537.0627484,1.29E+12,8.146492954,29327.37464,18222.89009,0.346652605,134.8478546,51858492,32223372,2,0.0022475,5.818,2458000.5,0.280223996,1.049625503,2.982998673,2.156764453,392.7805631,0.755495251,273.0910359,1.343755756,2458121.332,249.252073,0.916542298,1,1,0
20.7,0.192555078,0.430566244,192.5550782,430.5662442,0.119648142,0.267541378,631.7424027,1412.618957,1.29E+12,18.43287419,66358.34709,41232.49628,0.248496378,96.66509247,37174532,23099182,2,0.0584728,4.83,2458000.5,0.368667531,1.275380784,35.46024224,84.13764519,526.0878001,0.8051893,267.5508265,1.745572268,2458092.02,297.3732523,0.684296423,1,1,0
26.2,0.015295194,0.034201093,15.29519353,34.20109247,0.00950399,0.021251567,50.18108276,112.2083122,1.29E+12,8.960711761,32258.56234,20044.21614,0.077003468,29.95434761,11519554,7157919,7,0.00220122,5.224,2458000.5,0.389985302,1.198615065,2.030700645,253.6462483,479.3116939,0.731172807,261.6917656,1.666057323,2458009.63,353.1429374,0.751077023,1,1,0
22.9,0.069912523,0.156329154,69.91252322,156.3291544,0.043441615,0.097138403,229.3718027,512.890943,1.29E+12,17.27174307,62178.27504,38635.16207,0.430502369,167.4654236,64402236,40017696,5,0.0652282,4.323,2458000.5,0.349333158,1.579645631,4.461420782,260.1567548,725.1668338,1.027823035,128.9514239,2.131468228,2457689.375,154.4541246,0.496437486,1,1,0
19,0.421264611,0.941976306,421.2646106,941.9763057,0.261761612,0.585316759,1382.101785,3090.473543,1.29E+12,10.94422795,39399.22063,24481.14351,0.455635116,177.2420654,68162048,42353932,1,0.449524,3.266,2458000.5,0.468401709,2.422324189,21.98431211,46.64653273,1377.040857,1.287703399,68.0191182,3.556944979,2458332.562,273.1890107,0.261430152,1,1,0
18.6,0.506471459,1.132504611,506.4714588,1132.504611,0.314706677,0.703705522,1661.651821,3715.566427,1.29E+12,14.87352891,53544.70407,33270.59681,0.392699904,152.7602539,58747068,36503736,0,0.254724,6.019,2458000.5,0.332838177,0.98324929,27.55217937,99.84970603,356.1179699,0.655986389,159.9468997,1.310512191,2457866.416,135.5459311,1.010900966,1,1,0
23.6,0.050647146,0.113250461,50.64714588,113.2504611,0.031470668,0.070370552,166.1651821,371.5566427,1.29E+12,12.26219889,44143.91601,27429.3127,0.156155056,60.7443161,23360464,14515519,6,0.00828972,6.341,2458000.5,0.522478583,0.924989752,5.152429791,153.3339943,324.9404732,0.441702417,55.61450521,1.408277087,2457888.269,124.3399943,1.107895229,1,1,0
27.1,0.010105434,0.022596438,10.10543415,22.59643771,0.006279224,0.014040771,33.15431259,74.1352967,1.29E+12,7.102275314,25568.19113,15887.07965,0.007195545,2.799066782,1076438.125,668867.625,9,0.00167986,5.298,2455546.5,0.274735741,1.187819671,2.742506307,267.5882533,472.8508747,0.861483154,247.0694297,1.514156189,2455603.986,316.2333135,0.761339397,1,1,0
19.9,0.278326768,0.622357573,278.3267681,622.3575734,0.172944182,0.386714948,913.1455938,2041.855621,1.29E+12,14.21285375,51166.2735,31792.73256,0.325589713,126.6543961,48707528,30265456,0,0.308928,3.974,2458000.5,0.38948812,1.720906335,26.21190007,290.7058737,824.58281,1.050633761,96.28732514,2.391178909,2457957.4,18.8167955,0.436584411,1,1,0
24.6,0.031956189,0.07145621,31.95618867,71.45621017,0.019856649,0.044400817,104.843142,234.4363926,1.29E+12,9.019208736,32469.15145,20175.06802,0.297654909,115.7877579,44528540,27668752,2,0.000579736,6.868,2458000.5,0.210447108,0.856520268,0.63615553,215.5036569,289.5375488,0.676268055,210.7551089,1.036772482,2458145.088,180.2247768,1.243362049,1,1,0
22.1,0.101054342,0.225964377,101.0543415,225.9643771,0.062792237,0.140407711,331.5431259,741.352967,1.29E+12,7.847564912,28251.23368,17554.21795,0.422182104,164.2288361,63157544,39244280,6,0.142919,4.657,2458000.5,0.22304036,1.413167505,16.40040978,316.0343943,613.6050009,1.097974115,49.20691056,1.728360894,2457900.503,58.66806669,0.586696653,1,1,0
19.4,0.350392641,0.783501764,350.3926411,783.5017643,0.217723826,0.486845275,1149.582193,2570.543928,1.29E+12,8.0998846,29159.58456,18118.63186,0.208963002,81.28660584,31260422,19424326,0,0.115951,3.445,2458000.5,0.514973924,2.235038023,6.375851029,241.3206166,1220.466325,1.084051722,213.564949,3.386024325,2458007.541,357.9232334,0.29496922,1,1,0
19.2,0.384197891,0.859092601,384.1978911,859.0926012,0.238729428,0.533815229,1260.491809,2818.54537,1.29E+12,25.83164859,92993.93492,57782.81473,0.208589588,81.14134979,31204558,19389614,0,0.13164,5.195,2458000.5,0.833101194,1.100261591,23.70617095,308.8793229,421.5434596,0.183632346,18.13621485,2.016890836,2458049.287,318.3354906,0.854004473,1,1,0
20.7,0.192555078,0.430566244,192.5550782,430.5662442,0.119648142,0.267541378,631.7424027,1412.618957,1.29E+12,8.326182452,29974.25683,18624.83753,0.279433446,108.6996155,41802652,25974962,0,0.143015,4.911,2458000.5,0.249441069,1.310034736,14.9755113,119.3113638,547.6746556,0.983258271,267.3785245,1.636811201,2458217.785,217.1735398,0.657324556,1,1,0
24.1,0.040230458,0.089958039,40.23045798,89.95803882,0.02499804,0.055897317,131.9896958,295.1379321,1.29E+12,14.55499596,52397.98545,32558.07046,0.430361855,167.4107666,64381220,40004636,0,0.012946,6.101,2458000.5,0.012961256,0.992546269,10.74760092,106.3717238,361.1807278,0.979681623,101.6388261,1.005410915,2458172.58,188.4820622,0.996730922,1,1,0
20.1,0.253837029,0.567596853,253.8370294,567.5968529,0.157726969,0.352688224,832.7986794,1862.194459,1.29E+12,31.04050284,111745.8102,69434.50081,0.321378171,125.0161057,48077492,29873968,2,0.0515351,5.687,2458000.5,0.620506834,1.037485265,16.54562912,105.2363727,385.9858044,0.393718568,224.4401567,1.681251962,2457838.781,150.8319735,0.932676787,1,1,0
23.3,0.058150704,0.130028927,58.15070396,130.028927,0.036133161,0.080796204,190.7831556,426.6041049,1.29E+12,5.610208831,20196.75179,12549.47613,0.219717702,85.47018433,32869300,20424036,2,0.012463,5.946,2458000.5,0.201291134,1.024000042,5.930585319,326.8314685,378.4847527,0.817877913,279.3160873,1.230122171,2457975.16,24.10210151,0.951161169,1,1,0
26.4,0.013949382,0.031191767,13.94938229,31.19176705,0.008667742,0.01938166,45.7656914,102.335197,1.29E+12,16.27035396,58573.27427,36395.15478,0.279488291,108.7209473,41810856,25980060,8,0.00824096,7.215,2457389.5,0.298786524,0.804871097,0.715874127,330.1879753,263.7472409,0.56438646,286.4995865,1.045355734,2457492.031,220.0515022,1.364943189,1,1,0
26.5,0.013321557,0.029787906,13.32155667,29.78790628,0.008277629,0.018509341,43.70589598,97.72935444,1.29E+12,15.49699085,55789.16705,34665.21882,0.42586554,165.6616974,63708576,39586676,7,0.00328393,7.115,2458000.5,0.310917955,0.817325671,6.504633035,246.4456673,269.8926991,0.563204445,207.6090296,1.071446898,2457977.678,30.44090611,1.333863425,1,1,0
22.7,0.076657557,0.171411509,76.65755735,171.4115092,0.047632783,0.106510141,251.5011805,562.3737359,1.30E+12,1.321001559,4755.605611,2954.948386,0.312513113,121.5676041,46751296,29049908,7,0.304207,3.438,2458000.5,0.446048413,2.319897792,1.459931116,356.6837986,1290.629847,1.285111064,112.6024633,3.35468452,2458147.48,319.0023102,0.278933577,1,1,0
24.8,0.029144391,0.065168838,29.14439045,65.16883822,0.018109479,0.040494026,95.61808198,213.8085312,1.30E+12,2.119429577,7629.946478,4740.952021,0.161283596,62.73931885,24127682,14992247,9,0.16126,4.266,2455592.5,0.296081241,1.626329375,2.91793265,119.1821826,757.5497976,1.144803755,354.6139417,2.107854995,2455575.755,7.957588889,0.475216284,1,1,0
20.2,0.242412481,0.542050786,242.4124811,542.0507863,0.150628086,0.336814639,795.3165645,1778.381902,1.30E+12,18.01833966,64866.02278,40305.22399,0.485884615,189.0091095,72687304,45165796,0,0.119386,5.182,2458000.5,0.15829944,1.221222963,15.73210383,105.7172766,492.9363779,1.027904052,64.90665549,1.414541874,2458070.767,308.6824689,0.730317372,1,1,0
25.7,0.019255508,0.043056624,19.25550782,43.05662442,0.011964814,0.026754138,63.17424027,141.2618957,1.30E+12,13.01440936,46851.87371,29111.93231,0.012395327,4.821782112,1854314.5,1152217.625,9,0.00501402,4.625,2455588.5,0.47185788,1.402457015,2.551353035,317.6860606,606.6424059,0.740696621,87.08053512,2.064217409,2455533.2,32.81662784,0.593430325,1,1,0
20.5,0.211132445,0.472106499,211.1324448,472.1064988,0.131191578,0.293353287,692.6917702,1548.905886,1.30E+12,17.29668387,62268.06194,38690.95215,0.189910178,73.87506104,28410158,17653254,0,0.090748,6.554,2458000.5,0.546425327,0.87501596,27.7526366,115.7699322,298.9664045,0.396885078,147.2420224,1.353146842,2458056.264,292.851867,1.204148676,1,1,0
18.8,0.46190746,1.032856481,461.9074603,1032.856481,0.287015901,0.641787064,1515.444472,3388.636855,1.30E+12,14.81426015,53331.33655,33138.01853,0.427212212,166.1855469,63910036,39711856,0,0.106536,4.127,2458000.5,0.412302182,1.609074627,28.20256139,274.1542057,745.5258503,0.945649647,293.7378511,2.272499607,2457910.623,43.4000454,0.48288064,1,1,0
21.1,0.160160338,0.358129403,160.160338,358.129403,0.099518989,0.222531225,525.4604433,1174.965271,1.30E+12,19.10026035,68760.93725,42725.37237,0.321022775,124.877861,48024324,29840932,4,0.179884,6.237,2458000.5,0.294112488,0.944607182,26.56200207,325.6734167,335.3322257,0.666786414,195.9871964,1.22242795,2457950.085,54.12316785,1.073562194,1,1,0
19.7,0.305179233,0.682401509,305.1792326,682.4015094,0.189629525,0.424024508,1001.244233,2238.850168,1.30E+12,14.43927643,51981.39514,32299.21744,0.290637861,113.0581207,43478804,27016476,0,0.0622295,3.596,2457600.5,0.494070973,2.061167921,11.83863626,280.2952915,1080.857621,1.042804681,169.0847268,3.079531162,2457730.045,316.8525131,0.333068846,1,1,0
19.7,0.305179233,0.682401509,305.1792326,682.4015094,0.189629525,0.424024508,1001.244233,2238.850168,1.30E+12,14.43927303,51981.38291,32299.20984,0.29063772,113.058075,43478788,27016466,0,0.0645324,3.596,2458000.5,0.494085738,2.06078378,11.84115604,280.2625239,1080.555475,1.042579906,169.1245475,3.078987654,2457730.089,90.09078299,0.333161979,1,1,0
27.1,0.010105434,0.022596438,10.10543415,22.59643771,0.006279224,0.014040771,33.15431259,74.1352967,1.30E+12,5.175809988,18632.91596,11577.76936,0.03861376,15.02075195,5776536,3589373.25,7,0.0214742,5.511,2458000.5,0.213284068,1.130128049,4.929234468,318.5496545,438.8235313,0.889089742,100.9017662,1.371166357,2458162.657,226.9701807,0.820375332,1,1,0
25.5,0.021113245,0.04721065,21.11324448,47.21064988,0.013119158,0.029335329,69.26917702,154.8905886,1.30E+12,16.39204918,59011.37704,36667.37481,0.011423192,4.443621635,1708885.25,1061852,9,0.00254061,4.588,2455604.5,0.531569334,1.399479187,8.009051359,140.1576929,604.7113122,0.655558968,269.8861465,2.143399406,2455548.559,33.30338085,0.595325394,1,1,0
20.7,0.192555078,0.430566244,192.5550782,430.5662442,0.119648142,0.267541378,631.7424027,1412.618957,1.30E+12,30.05117254,108184.2211,67221.46785,0.446590474,173.7236938,66808984,41513180,2,0.121622,5.22,2458000.5,0.522112736,1.153187967,28.21135035,11.77121763,452.3229047,0.551093842,233.6085697,1.755282092,2457901.598,78.71564926,0.795891599,1,1,0
23.6,0.050647146,0.113250461,50.64714588,113.2504611,0.031470668,0.070370552,166.1651821,371.5566427,1.30E+12,17.86450328,64312.21182,39961.1074,0.338188711,131.5554047,50592312,31436604,7,0.0779894,4.248,2458000.5,0.395939368,1.60150771,11.41076495,316.5654566,740.2731156,0.96740776,123.5107527,2.23560766,2457786.963,103.8446107,0.486307003,1,1,0
24.8,0.029144391,0.065168838,29.14439045,65.16883822,0.018109479,0.040494026,95.61808198,213.8085312,1.30E+12,4.728849426,17023.85793,10577.96328,0.341543203,132.8603058,51094136,31748424,5,0.0378689,5.004,2458000.5,0.188922652,1.292702073,0.976628312,45.26691336,536.8415168,1.048481369,190.6591072,1.536922777,2457869.144,88.08560387,0.67058897,1,1,0
28.2,0.006089126,0.0136157,6.089126221,13.61570015,0.003783606,0.008460401,19.97744887,44.67093369,1.30E+12,7.02347142,25284.49711,15710.80322,0.366963705,142.7488861,54896992,34111408,5,0.0018167,5.355,2458000.5,0.184733661,1.176369255,4.763240379,183.0603731,466.0300542,0.959054256,134.5497636,1.393684254,2458082.406,296.7287913,0.772482368,1,1,0
21.6,0.127219879,0.284472297,127.2198785,284.4722965,0.079050743,0.176762835,417.3880663,933.3080893,1.30E+12,12.5843149,45303.53366,28149.85401,0.426808786,166.0286102,63849684,39674356,6,0.132045,5.021,2458000.5,0.662648212,1.20628913,11.0459883,55.25523357,483.9222028,0.406943795,197.0926745,2.005634465,2458088.679,294.4020422,0.743921229,1,1,0
25.3,0.023150212,0.051765448,23.15021222,51.76544822,0.014384871,0.032165548,75.95214226,169.8341531,1.30E+12,6.60315213,23771.34767,14770.591,0.037229305,14.48220062,5569425,3460680.25,7,0.0381176,4.718,2458000.5,0.279420611,1.391213693,9.926448869,144.8412429,599.3619824,1.002479913,332.081072,1.779947473,2457978.178,13.40773762,0.600638697,1,1,0
18.9,0.4411182,0.986370281,441.1182,986.3702813,0.274098057,0.612901888,1447.238235,3236.123074,1.30E+12,14.12566088,50852.37915,31597.69081,0.339960629,132.2446899,50857388,31601316,1,0.0997003,7.325,2458000.5,0.183030919,0.784678553,24.76551165,311.0263337,253.8844494,0.641058116,318.5676422,0.92829899,2457984.516,22.66428328,1.417967902,1,1,0
24.7,0.030517923,0.068240151,30.51792326,68.24015094,0.018962953,0.042402451,100.1244233,223.8850168,1.30E+12,16.66534275,59995.23392,37278.70521,0.419273825,163.0975189,62722472,38973936,7,0.0175087,6.402,2458000.5,0.12153745,0.935869757,1.526753698,87.59458068,330.6903691,0.822126534,193.2861779,1.049612981,2458010.853,348.729414,1.088631644,1,1,0
22.8,0.073207399,0.163696721,73.20739893,163.6967205,0.045488955,0.101716395,240.1817627,537.0627484,1.30E+12,15.23618809,54850.27713,34081.82914,0.045838278,17.83109093,6857309,4260934,7,0.0364887,4.942,2458000.5,0.454885617,1.27088699,15.6897343,154.2645579,523.3097513,0.692778777,261.458977,1.848995202,2458166.147,246.0465319,0.687929088,1,1,0
26.4,0.013949382,0.031191767,13.94938229,31.19176705,0.008667742,0.01938166,45.7656914,102.335197,1.30E+12,17.75867273,63931.22181,39724.37502,0.29502979,114.7665863,44135828,27424732,7,0.00429634,4.362,2458000.5,0.424151168,1.539086225,4.977256578,20.27554847,697.417521,0.886281005,54.04989827,2.191891445,2458348.973,180.1214523,0.516190071,1,1,0
25.8,0.018388867,0.041118757,18.38886721,41.1187571,0.011426309,0.025550003,60.33093109,134.9040631,1.30E+12,12.8992663,46437.35867,28854.36878,0.236387126,91.95458984,35363008,21973556,6,0.0424494,6.642,2458000.5,0.193236277,0.891445511,7.580553673,127.6942725,307.4260258,0.719185899,156.422464,1.063705124,2457847.732,178.893467,1.171013414,1,1,0
22.4,0.088014652,0.196806745,88.01465209,196.8067451,0.054689752,0.122290004,288.7619912,645.6914416,1.30E+12,26.65049842,95941.7943,59614.49991,0.280742684,109.2089005,41998508,26096662,1,0.0200593,5.873,2458000.5,0.573712652,1.009860541,2.758826626,117.2995073,370.6726401,0.430490772,262.0696373,1.589230309,2458159.381,205.6934071,0.97120737,1,1,0
25.8,0.018388867,0.041118757,18.38886721,41.1187571,0.011426309,0.025550003,60.33093109,134.9040631,1.30E+12,5.81645962,20939.25463,13010.83852,0.037523187,14.59652042,5613389,3487998.25,8,0.0373314,5.33,2455617.5,0.132493913,1.182270207,10.58432917,152.1383266,469.5410267,1.025626601,7.221442858,1.338913813,2455621.168,357.1876765,0.766706165,1,1,0
23.6,0.050647146,0.113250461,50.64714588,113.2504611,0.031470668,0.070370552,166.1651821,371.5566427,1.30E+12,14.96040568,53857.46045,33464.93147,0.284808305,110.7904282,42606716,26474586,7,0.0861491,5.954,2458000.5,0.123992554,1.008238435,24.77533427,175.8704579,369.7799002,0.883224376,320.1370433,1.133252494,2458175.428,189.6989617,0.973552104,1,1,0
27.197,0.009663957,0.021609264,9.663956727,21.60926417,0.006004903,0.01342737,31.70589579,70.89653827,1.30E+12,8.348806716,30055.70418,18675.44574,0.291599122,113.4320602,43622608,27105832,6,0.00223976,6.091,2458000.5,0.345840444,0.986420174,2.500098601,6.21929447,357.8420271,0.645276183,294.9074533,1.327564165,2457913.918,87.10404937,1.006030518,1,1,0
23.6,0.050647146,0.113250461,50.64714588,113.2504611,0.031470668,0.070370552,166.1651821,371.5566427,1.30E+12,4.502404747,16208.65709,10071.42918,0.031305325,12.17777157,4683210,2910011.75,5,0.000861835,5.897,2458000.5,0.052467091,1.037713305,8.271725233,156.3156794,386.1130715,0.983267507,336.1852345,1.092159103,2457909.681,84.67708482,0.932369367,1,1,0
17.6,0.802703167,1.794898848,802.7031673,1794.898848,0.49877647,1.115298092,2633.540659,5888.775936,1.30E+12,25.17089439,90615.21979,56304.77365,0.306013748,119.0393524,45779008,28445756,0,0.133291,6.688,2458000.5,0.594731535,0.859374479,14.2877407,208.3532418,290.986007,0.348277376,172.4492029,1.370471582,2457905.357,117.7079358,1.237172893,1,1,0
19.6,0.319561887,0.714562102,319.5618867,714.5621017,0.198566489,0.444008168,1048.43142,2344.363926,1.30E+12,10.02871984,36103.39142,22433.24341,0.477937403,185.9176483,71498416,44427056,0,0.292795,4.613,2458000.5,0.135880403,1.432795125,19.23280526,13.69456966,626.4329159,1.238106346,54.54049814,1.627483904,2457990.124,5.963160809,0.574682445,1,1,0
25.8,0.018388867,0.041118757,18.38886721,41.1187571,0.011426309,0.025550003,60.33093109,134.9040631,1.30E+12,15.25128639,54904.631,34115.60252,0.008559282,3.329560757,1280450.375,795634.9375,7,0.0037088,5.922,2458000.5,0.450953384,1.010080132,11.55872816,346.5641377,370.7935494,0.554581078,295.8057358,1.465579187,2457916.757,81.30548334,0.970890676,1,1,0
28,0.006676594,0.014929318,6.676594135,14.92931834,0.004148642,0.009276646,21.9048371,48.9807048,1.30E+12,10.79064286,38846.31431,24137.58902,0.001615819,0.628553391,241723,150199.7188,7,0.00121086,5.396,2458000.5,0.371409591,1.150372391,0.556305389,174.1611315,450.6673568,0.723113052,262.8366535,1.57763173,2457821.336,143.119186,0.798815345,1,1,0
26.4,0.013949382,0.031191767,13.94938229,31.19176705,0.008667742,0.01938166,45.7656914,102.335197,1.30E+12,17.8676102,64323.39672,39968.05726,0.008441431,3.283716917,1262820.125,784680.0625,8,0.00668416,3.103,2455632.5,0.706334616,2.438661078,1.351465068,188.1764093,1390.99509,0.716150343,267.9603007,4.161171813,2455586.461,11.91519769,0.258807527,1,1,0
23.2,0.060891262,0.136157002,60.89126221,136.1570015,0.037836065,0.084604012,199.7744887,446.7093369,1.30E+12,13.47690539,48516.85939,30146.48966,0.013715636,5.335382462,2051830,1274948,7,0.00619496,4.28,2458000.5,0.508018869,1.558818245,2.085689092,336.6146842,710.8723911,0.766909163,119.1652284,2.350727327,2457714.543,144.8143307,0.506420005,1,1,0
25.7,0.019255508,0.043056624,19.25550782,43.05662442,0.011964814,0.026754138,63.17424027,141.2618957,1.30E+12,11.06174236,39822.2725,24744.01149,0.339409246,132.0301971,50774900,31550060,7,0.0170424,5.15,2458000.5,0.206478956,1.221434288,20.16126436,180.9268504,493.0643327,0.969233811,225.2692037,1.473634764,2457952.78,34.84162895,0.730127848,1,1,0
21.4,0.139493823,0.311917671,139.4938229,311.9176705,0.086677416,0.193816595,457.656914,1023.35197,1.30E+12,17.44218557,62791.86805,39016.4249,0.455713306,177.2724762,68173744,42361200,4,0.169559,6.488,2458000.5,0.665818135,0.878230535,23.31873919,317.6105666,300.6154011,0.293488718,13.85060967,1.462972353,2458143.242,189.060643,1.197543435,1,1,0
23.779,0.046639617,0.104289354,46.63961713,104.2893544,0.028980506,0.06480238,153.0171215,342.1566853,1.30E+12,7.035845197,25329.04271,15738.48212,0.196197572,76.32085419,29350738,18237704,6,0.0562518,5.526,2458000.5,0.060961404,1.12655832,12.50919345,172.6253935,436.7460097,1.057881742,200.4818497,1.195234897,2458066.897,305.2703419,0.824277708,1,1,0
27.5,0.008405334,0.018794898,8.405334021,18.79489824,0.005222831,0.011678605,27.57655607,61.66305395,1.30E+12,8.758598393,31530.95421,19592.10875,0.165681622,64.45014954,24785618,15401068,6,0.017912,6.665,2458000.5,0.158516791,0.888550792,7.298970346,189.1403376,305.9298222,0.747700572,200.9260753,1.029401012,2457981.128,22.79601007,1.176740461,1,1,0
23.8,0.046190746,0.103285648,46.19074603,103.2856481,0.02870159,0.064178706,151.5444472,338.8636855,1.30E+12,6.621988475,23839.15851,14812.72602,0.189513485,73.7207489,28350814,17616380,2,0.0401482,6.008,2458000.5,0.204011794,1.011287495,2.393315448,177.6882454,371.4585697,0.804972919,351.9745033,1.21760207,2457859.059,137.0783641,0.969152496,1,1,0
18.6,0.506471459,1.132504611,506.4714588,1132.504611,0.314706677,0.703705522,1661.651821,3715.566427,1.30E+12,13.42088901,48315.20045,30021.18664,0.304026337,118.266243,45481692,28261014,0,0.238722,2.988,2458000.5,0.623558172,2.649205184,23.33962728,145.9344996,1574.968315,0.997271643,74.00451251,4.301138725,2457256.632,170.0304964,0.228576027,1,1,0
22.4,0.088014652,0.196806745,88.01465209,196.8067451,0.054689752,0.122290004,288.7619912,645.6914416,1.30E+12,7.888430822,28398.35096,17645.6309,0.321237346,124.9613342,48056424,29860878,7,0.0926894,5.16,2458000.5,0.195221809,1.226766136,15.36821617,160.5760196,496.2963661,0.987274631,292.882616,1.46625764,2458019.037,346.5538316,0.725373032,1,1,0
26.2,0.015295194,0.034201093,15.29519353,34.20109247,0.00950399,0.021251567,50.18108276,112.2083122,1.30E+12,14.27572176,51392.59833,31933.362,0.281920941,109.667244,42174772,26206188,7,0.000781806,5.996,2458000.5,0.150704739,1.010858826,13.0987731,169.5095114,371.2224115,0.85851761,268.2234193,1.163200041,2458169.094,196.5024014,0.969769036,1,1,0
26,0.016770846,0.037500752,16.77084622,37.50075218,0.010420918,0.02330188,55.0224631,123.0339678,1.30E+12,7.834544122,28204.35884,17525.09175,0.245386959,95.45552826,36709368,22810142,7,0.0177696,6.538,2458000.5,0.197558084,0.909401472,5.496638082,182.091101,316.7611464,0.72974186,36.36752087,1.089061084,2457885.026,131.2364446,1.136503021,1,1,0
26.5,0.013321557,0.029787906,13.32155667,29.78790628,0.008277629,0.018509341,43.70589598,97.72935444,1.30E+12,12.38397323,44582.30364,27701.70972,0.096234524,37.43523026,14396480,8945558,8,0.0487075,6.043,2456009.5,0.066507458,0.991152698,24.34128958,0.594298167,360.4203287,0.925233652,327.3579235,1.057071745,2456150.985,218.6795093,0.998833782,1,1,0
26.8,0.011602591,0.025944182,11.60259082,25.94418179,0.007209514,0.016120962,38.06624407,85.11870939,1.30E+12,8.227977003,29620.71721,18405.16176,0.025404644,9.882406235,3800480.5,2361509.25,7,0.0150687,7.071,2458000.5,0.312003382,0.823324995,6.619093642,9.450614653,272.8697401,0.566444812,27.3754324,1.080205178,2458011.489,345.5021824,1.319310818,1,1,0
28.9,0.004411182,0.009863703,4.411182,9.863702813,0.002740981,0.006129019,14.47238235,32.36123074,1.30E+12,13.83776655,49815.95956,30953.69998,0.052003757,20.22946167,7779651.5,4834051,7,0.000222501,4.502,2458000.5,0.456359282,1.46129853,3.13014201,157.9901682,645.218555,0.794421383,108.924174,2.128175678,2458141.532,281.3110814,0.557950476,1,1,0
16,1.677084622,3.750075218,1677.084622,3750.075218,1.042091748,2.330187988,5502.24631,12303.39678,1.30E+12,31.38846318,112998.4674,70212.85329,0.450605453,175.2855225,67409616,41886392,0,0.160932,6.257,2458000.5,0.455742075,0.929737308,28.57736272,52.90097724,327.4453401,0.506016898,278.0241357,1.353457717,2458001.575,358.8185408,1.099420135,1,1,0
19.2,0.384197891,0.859092601,384.1978911,859.0926012,0.238729428,0.533815229,1260.491809,2818.54537,1.30E+12,23.11772598,83223.81354,51712.04125,0.259591133,100.9809494,38834280,24130504,0,0.224056,4.633,2458000.5,0.217754652,1.314899411,46.44804088,21.75193981,550.7280835,1.028573947,85.46625051,1.601224875,2457765.855,153.3830918,0.653680121,1,1,0
22.2,0.096506147,0.215794305,96.50614696,215.7943048,0.059966121,0.134088323,316.6212272,707.9865871,1.30E+12,6.832088522,24595.51868,15282.69882,0.330038624,128.385025,49373076,30679008,0,0.0187398,5.729,2458000.5,0.221886543,1.073232502,6.27509954,305.927729,406.1057623,0.835096653,78.01704225,1.311368352,2457902.554,86.82603233,0.886468584,1,1,0
21,0.167708462,0.375007522,167.7084622,375.0075218,0.104209175,0.233018799,550.224631,1230.339678,1.30E+12,4.631253527,16672.5127,10359.65101,0.283847561,110.4167023,42462992,26385280,3,0.28135,3.783,2458000.5,0.352396881,1.966102616,8.947614369,174.540823,1006.949518,1.273254186,22.92071197,2.658951046,2457670.129,118.112867,0.35751544,1,1,0
26.1,0.016016034,0.03581294,16.0160338,35.8129403,0.009951899,0.022253123,52.54604433,117.4965271,1.30E+12,15.55542803,55999.54091,34795.93696,0.006845472,2.662888765,1024068.125,636326.4375,7,0.00130659,3.794,2458000.5,0.580217149,1.836729734,6.997042113,18.54184367,909.2144137,0.771027645,247.2371612,2.902431823,2458434.609,188.1163715,0.395946209,1,1,0
24.1,0.040230458,0.089958039,40.23045798,89.95803882,0.02499804,0.055897317,131.9896958,295.1379321,1.30E+12,9.474949713,34109.81897,21194.51501,0.48824289,189.9264832,73040096,45385012,7,0.040617,4.844,2458000.5,0.258846491,1.335485948,14.3870542,39.20818278,563.7121701,0.989800097,38.76258479,1.681171799,2457760.801,153.0776598,0.638623785,1,1,0
16.4,1.394938229,3.119176705,1394.938229,3119.176705,0.866774163,1.938165949,4576.56914,10233.5197,1.30E+12,14.94405117,53798.5842,33428.34805,0.160562034,62.45863342,24019740,14925174,0,0.152107,6.788,2458000.5,0.369482223,0.857901422,16.60418561,234.2660098,290.2381576,0.540922097,94.12029937,1.174880747,2458053.153,294.6917175,1.240360685,1,1,0
20.8,0.183888672,0.411187571,183.8886721,411.187571,0.114263088,0.255500032,603.3093109,1349.040631,1.30E+12,8.821779125,31758.40485,19733.43773,0.360515002,140.2403412,53932276,33511962,2,0.120057,5.756,2458000.5,0.261297622,1.060932779,12.27612069,232.7413945,399.1445729,0.783713567,137.5407797,1.338151992,2457843.686,141.4354226,0.901928836,1,1,0
22.6,0.080270317,0.179489885,80.27031673,179.4898848,0.049877647,0.111529809,263.3540659,588.8775936,1.30E+12,11.29469833,40660.914,25265.1107,0.033248795,12.93378067,4973948.5,3090668.5,4,0.0268535,4.425,2458000.5,0.379930049,1.507087316,12.49489297,22.1466824,675.7811115,0.934499559,231.3226658,2.079675073,2457733.624,142.1695476,0.532716872,1,1,0
