salary,age,elevel,car,credit,zipcode_0,zipcode_1,zipcode_2,zipcode_3,zipcode_4,zipcode_5,zipcode_6,zipcode_7,zipcode_8,brand
149336.5296,22,3,19,281520.5898,0,0,0,0,0,0,1,0,0,1
117428.3865,30,3,2,140641.4634,1,0,0,0,0,0,0,0,0,1
75566.13269,27,2,11,156032.1735,0,0,1,0,0,0,0,0,0,0
62263.21489,30,3,7,18272.96816,0,0,0,0,1,0,0,0,0,0
71614.15381,61,4,3,270820.4041,0,0,0,0,0,0,0,1,0,0
25672.78082,61,3,2,468909.0035,0,0,0,0,0,0,0,1,0,1
142717.0021,27,2,12,68911.35882,0,0,0,0,1,0,0,0,0,1
72619.64172,20,3,13,109427.4759,0,0,0,0,1,0,0,0,0,0
146794.549,55,4,12,194455.6118,1,0,0,0,0,0,0,0,0,1
36110.34595,76,4,12,217917.347,0,0,0,0,0,0,0,1,0,0
41817.06414,31,2,3,435401.6153,0,0,0,0,0,1,0,0,0,1
139996.8423,52,3,8,452956.65,1,0,0,0,0,0,0,0,0,1
124305.9648,29,2,8,305954.1753,0,1,0,0,0,0,0,0,0,1
143086.8136,43,2,15,318647.0644,0,0,0,1,0,0,0,0,0,1
144087.1069,61,0,19,109204.3454,0,0,0,1,0,0,0,0,0,1
107838.0724,41,1,20,433017.0491,0,0,0,0,0,0,0,1,0,0
104668.3155,72,0,8,436946.4421,0,0,0,0,1,0,0,0,0,1
82093.70824,47,2,8,78652.02324,0,0,0,0,0,0,0,0,1,0
64792.29735,34,1,12,287550.9686,0,0,0,1,0,0,0,0,0,0
27452.86363,25,2,12,117197.1821,0,0,0,0,0,0,0,0,1,1
25582.00877,76,4,8,250045.5839,0,0,1,0,0,0,0,0,0,1
42911.34182,53,2,15,393680.5295,0,0,0,1,0,0,0,0,0,1
91627.01752,36,0,12,0.0,1,0,0,0,0,0,0,0,0,0
100615.2955,65,4,16,164936.587,0,0,0,0,1,0,0,0,0,1
115147.8825,49,2,10,391619.6369,0,0,0,0,0,0,1,0,0,0
127196.0438,79,0,20,52576.59204,0,0,0,0,1,0,0,0,0,1
43176.15702,27,2,1,63986.20254,0,0,0,0,0,0,1,0,0,1
36823.4902,53,0,15,414749.6939,0,0,0,0,0,0,0,1,0,1
141797.4231,66,1,6,201759.1378,0,0,0,0,0,0,0,0,1,1
77404.47374,30,4,15,165381.1625,0,0,0,1,0,0,0,0,0,0
95001.80019,66,1,16,0.0,0,1,0,0,0,0,0,0,0,1
64706.13303,24,3,8,467867.7005,0,0,0,0,0,1,0,0,0,0
87499.36909,54,2,6,138287.7893,0,0,0,0,1,0,0,0,0,0
116114.2996,22,2,8,392248.1124,0,0,0,0,0,0,1,0,0,1
114418.2283,55,4,13,500000.0,0,0,0,0,0,0,1,0,0,0
34501.83392,74,1,16,77400.00309,0,0,0,0,0,1,0,0,0,0
137379.6185,55,2,7,42670.02955,0,0,0,0,0,0,0,1,0,1
31584.04547,45,1,13,232007.0558,0,0,0,0,0,1,0,0,0,1
40190.59884,49,4,17,82299.40053,0,0,1,0,0,0,0,0,0,1
146079.1786,80,3,6,396105.0724,0,0,0,0,0,0,0,1,0,1
138433.2238,79,1,8,171435.1355,0,0,0,0,0,0,1,0,0,1
105844.7148,60,0,20,423797.3808,0,0,0,0,1,0,0,0,0,0
54240.60783,73,0,6,76845.81548,0,0,0,0,0,0,0,0,1,0
71725.28033,78,4,18,116809.8633,0,0,1,0,0,0,0,0,0,0
115216.7937,57,4,15,468273.1665,0,0,1,0,0,0,0,0,0,0
20000.0,49,1,19,139666.4561,0,0,0,1,0,0,0,0,0,1
127560.2551,80,4,15,401086.5304,0,0,0,0,0,1,0,0,0,1
109048.4558,55,4,17,8346.635227,0,0,0,0,0,0,0,0,1,0
20000.0,61,3,5,451899.1348,0,0,0,0,1,0,0,0,0,1
74263.11005,79,1,15,379708.8667,0,1,0,0,0,0,0,0,0,0
24662.06995,76,0,6,436963.586,1,0,0,0,0,0,0,0,0,1
129494.8088,33,4,19,478631.4627,0,0,0,0,0,1,0,0,0,1
38457.28861,73,3,11,412603.509,0,1,0,0,0,0,0,0,0,0
69829.38169,75,2,15,271015.9504,0,0,0,0,1,0,0,0,0,1
55159.77941,64,4,6,220425.448,0,0,0,1,0,0,0,0,0,0
51199.12941,70,2,19,342421.334,0,0,0,0,0,1,0,0,0,0
150000.0,67,2,19,355007.1752,0,0,0,0,0,1,0,0,0,1
126955.9209,46,2,20,27887.97906,0,0,0,0,0,0,1,0,0,1
109592.1563,65,0,10,286520.7596,0,0,0,0,1,0,0,0,0,1
84964.19943,52,4,12,238122.9773,0,0,1,0,0,0,0,0,0,0
105975.8888,45,2,12,38736.05684,0,0,0,0,0,0,1,0,0,0
58686.11753,72,4,16,500000.0,0,0,0,0,0,0,0,0,1,0
38758.37514,77,3,18,215047.1175,0,0,1,0,0,0,0,0,0,0
60784.21953,24,4,14,125639.7857,0,0,1,0,0,0,0,0,0,0
60893.85753,68,1,15,257028.3598,0,0,0,0,0,0,0,1,0,0
109735.9248,60,1,1,194338.5035,0,0,0,1,0,0,0,0,0,1
52306.73354,25,0,2,294734.4099,0,0,0,1,0,0,0,0,0,0
80210.55996,38,1,12,310113.8044,0,0,0,0,0,0,0,0,1,0
104224.064,21,0,18,92823.35003,0,0,0,0,0,1,0,0,0,1
105727.6515,65,2,20,453739.4266,0,0,0,0,0,1,0,0,0,1
66937.6232,62,3,2,65965.25575,0,0,0,0,0,0,0,0,1,0
36716.48243,61,2,10,179183.3019,0,1,0,0,0,0,0,0,0,0
36259.81009,26,0,9,284179.2564,0,0,0,0,1,0,0,0,0,1
140589.2649,67,3,5,317168.8395,0,0,0,0,0,1,0,0,0,1
54581.37701,60,3,14,195896.3368,0,0,0,0,0,0,1,0,0,0
115727.8017,24,3,2,108681.8804,1,0,0,0,0,0,0,0,0,1
113862.8244,40,0,15,322946.961,0,0,0,0,0,1,0,0,0,1
131466.2269,71,2,14,37674.99669,0,0,0,0,1,0,0,0,0,1
46972.91222,68,0,12,89354.77074,0,0,0,1,0,0,0,0,0,0
69350.16161,43,3,15,217644.6558,0,0,1,0,0,0,0,0,0,1
116642.781,40,0,20,474911.79,0,0,0,0,0,0,0,1,0,0
97399.34847,73,1,11,363233.7096,0,0,0,0,0,0,0,1,0,1
140450.6143,59,3,20,279763.9797,0,0,0,0,1,0,0,0,0,1
92097.57419,40,2,2,57820.68488,0,0,0,1,0,0,0,0,0,0
56993.24317,33,4,17,80394.56479,0,0,0,0,0,0,0,0,1,0
32085.56084,49,2,15,359030.7429,0,0,0,0,0,0,0,1,0,1
44333.4814,47,1,19,374859.2226,0,0,0,0,0,1,0,0,0,1
76228.00577,36,4,7,484421.965,0,0,0,0,0,0,1,0,0,0
127542.7206,27,0,9,133780.9246,1,0,0,0,0,0,0,0,0,1
83660.48424,36,0,9,499791.4169,0,0,0,0,0,0,0,0,1,0
60684.49393,75,3,2,265449.6754,0,0,0,1,0,0,0,0,0,0
43065.72807,20,1,9,59124.83384,0,0,0,0,1,0,0,0,0,1
120867.718,60,1,3,106630.9125,0,0,0,0,0,0,0,1,0,1
129646.9078,74,4,9,0.0,0,0,0,0,0,0,0,1,0,1
32587.80632,73,4,2,385707.0363,0,0,1,0,0,0,0,0,0,0
27988.20675,25,4,7,65903.98829,0,0,0,0,0,0,1,0,0,1
69554.91096,55,2,16,483670.2282,0,1,0,0,0,0,0,0,0,1
133635.9203,53,2,2,265492.767,0,1,0,0,0,0,0,0,0,1
23957.06544,64,2,3,109361.0958,1,0,0,0,0,0,0,0,0,0
124233.7006,61,3,2,108143.9745,0,0,0,0,0,1,0,0,0,1
28262.79897,28,2,4,412485.5233,0,0,0,0,0,0,1,0,0,1
24701.56733,35,2,3,255759.7574,0,0,0,0,0,0,0,0,1,1
98006.98725,39,3,9,78684.8784,0,0,1,0,0,0,0,0,0,1
59423.98933,69,2,17,2153.591684,0,0,0,0,0,0,0,0,1,0
94845.98047,53,0,6,57176.44863,0,0,0,1,0,0,0,0,0,0
37527.6249,44,2,18,307367.4254,0,0,0,0,1,0,0,0,0,1
75892.21084,77,4,18,147650.6368,1,0,0,0,0,0,0,0,0,1
61903.83463,53,1,14,110275.1661,0,0,1,0,0,0,0,0,0,1
128183.3726,35,0,18,154450.2982,0,0,0,0,0,0,0,1,0,1
76449.70285,36,0,1,78604.38367,0,0,0,1,0,0,0,0,0,0
46801.29544,33,4,4,500000.0,0,0,0,0,1,0,0,0,0,1
46866.85542,23,4,14,100797.0452,1,0,0,0,0,0,0,0,0,1
96277.10742,36,0,5,399380.8339,0,0,0,0,0,0,0,0,1,0
129515.4774,44,1,18,38615.02721,0,1,0,0,0,0,0,0,0,1
51824.05983,79,0,3,376166.4388,0,0,0,0,0,0,1,0,0,0
137547.452,40,3,10,192411.6773,0,0,1,0,0,0,0,0,0,1
25327.90683,29,0,4,375664.776,1,0,0,0,0,0,0,0,0,1
93789.93704,56,2,8,188203.518,0,0,0,0,0,1,0,0,0,0
129866.6755,31,1,9,291703.6862,0,0,0,1,0,0,0,0,0,1
65123.31363,22,0,11,81485.20953,0,0,0,0,0,1,0,0,0,0
62712.81344,59,0,14,407276.798,0,0,0,0,1,0,0,0,0,1
107016.2099,54,3,8,295236.9422,0,0,0,0,0,0,0,0,1,0
109637.8368,21,3,8,392030.0674,1,0,0,0,0,0,0,0,0,1
117067.1177,33,2,5,495343.9204,0,1,0,0,0,0,0,0,0,1
150000.0,54,0,2,476338.5585,0,0,0,0,0,1,0,0,0,1
122650.4268,72,2,5,226746.3919,0,0,0,1,0,0,0,0,0,1
149919.4439,54,2,14,499136.6651,0,0,0,0,0,1,0,0,0,1
142663.8254,31,2,17,253433.9593,1,0,0,0,0,0,0,0,0,1
67851.57763,23,2,3,365608.0025,1,0,0,0,0,0,0,0,0,0
30133.32888,68,0,15,42461.09884,0,0,0,1,0,0,0,0,0,0
42689.7443,60,0,17,360910.7496,0,1,0,0,0,0,0,0,0,1
78458.12236,70,3,17,292768.9699,0,0,0,0,0,0,0,0,1,0
87138.67642,36,3,6,332876.2505,1,0,0,0,0,0,0,0,0,0
126464.1693,31,2,20,409542.0704,0,0,1,0,0,0,0,0,0,1
65864.77691,25,0,15,288710.9577,0,0,0,0,0,0,0,0,1,0
34956.98471,31,3,13,83686.9287,0,0,1,0,0,0,0,0,0,1
101725.1734,20,4,12,317527.3765,0,0,0,0,0,0,1,0,0,0
124597.3393,50,3,17,27908.87321,0,0,0,0,0,0,0,1,0,0
123729.1136,48,3,4,34589.09859,0,0,0,0,0,1,0,0,0,0
146312.8421,64,3,1,62416.68776,0,1,0,0,0,0,0,0,0,1
118861.6667,70,1,1,215659.4359,0,0,0,0,0,0,1,0,0,1
150000.0,42,0,15,0.0,0,0,0,1,0,0,0,0,0,1
20000.0,40,3,15,253577.5439,0,0,0,1,0,0,0,0,0,1
23207.47479,26,4,13,210940.4122,0,0,0,1,0,0,0,0,0,1
20105.59398,20,2,10,500000.0,0,0,0,0,0,0,0,0,1,1
72730.36902,32,2,15,321204.5135,0,0,1,0,0,0,0,0,0,0
58151.0143,21,0,18,364824.9164,0,0,1,0,0,0,0,0,0,0
83750.968,59,0,2,376355.1611,0,0,0,1,0,0,0,0,0,0
48122.16462,43,2,19,415031.7044,0,0,0,0,1,0,0,0,0,1
140607.5375,67,2,14,331469.5869,0,0,0,0,0,0,0,0,1,1
124230.714,25,3,3,36053.5622,0,1,0,0,0,0,0,0,0,1
63456.75926,25,1,13,411486.71,0,0,0,0,0,0,0,0,1,0
119124.2193,55,3,18,199697.6661,0,1,0,0,0,0,0,0,0,0
83702.02774,57,2,15,110620.7985,0,0,0,0,0,1,0,0,0,0
110267.4524,47,0,13,153272.6151,0,0,0,0,0,0,1,0,0,0
26630.17631,73,2,10,276391.1759,0,0,0,0,0,0,0,0,1,1
66381.33971,75,0,20,16869.51087,0,0,1,0,0,0,0,0,0,0
150000.0,69,2,1,219468.6393,0,1,0,0,0,0,0,0,0,1
120280.5923,48,4,5,491559.7354,0,0,0,0,0,0,1,0,0,0
21536.63117,47,0,17,255610.229,0,1,0,0,0,0,0,0,0,1
20691.16119,20,1,4,436894.0832,1,0,0,0,0,0,0,0,0,1
98159.83879,27,0,2,190149.9672,0,0,0,0,0,0,0,1,0,0
130777.101,42,4,17,39423.28019,0,0,0,0,0,0,0,0,1,1
63737.60551,48,3,9,119845.2265,0,0,0,0,1,0,0,0,0,1
124814.3075,62,4,17,367327.2425,0,0,0,0,1,0,0,0,0,1
75152.19067,69,2,5,410339.1406,0,0,0,0,0,1,0,0,0,1
105454.1651,43,2,14,43090.40242,0,0,0,0,1,0,0,0,0,0
108322.7117,30,1,15,131221.7573,0,0,0,0,0,0,0,1,0,1
34196.485,72,2,19,244626.9537,0,0,0,0,1,0,0,0,0,0
34954.99635,73,4,7,75091.44332,0,1,0,0,0,0,0,0,0,0
71601.25168,43,2,12,101257.7418,0,0,1,0,0,0,0,0,0,1
117534.8229,74,2,2,320684.2763,0,1,0,0,0,0,0,0,0,1
73072.60012,76,2,16,472994.6862,0,0,0,0,0,0,0,0,1,0
129739.5254,20,1,18,76000.05663,0,0,0,0,1,0,0,0,0,1
57705.11221,62,1,15,226538.5347,0,0,0,0,0,0,0,1,0,0
91917.642,78,0,10,0.0,0,0,0,0,0,0,0,0,1,1
55425.99674,64,0,3,172112.0049,0,1,0,0,0,0,0,0,0,0
130810.4295,30,3,8,252241.9071,0,0,0,0,0,0,0,1,0,1
58373.95254,45,2,10,145283.5209,0,0,0,0,0,0,0,0,1,1
63223.8928,65,0,19,165916.0213,0,0,0,0,0,0,0,1,0,0
137177.1412,61,1,20,55422.63423,0,0,0,0,0,0,1,0,0,1
111852.6631,62,3,16,133812.8075,1,0,0,0,0,0,0,0,0,1
30866.15581,61,0,12,364601.4359,1,0,0,0,0,0,0,0,0,0
100497.0073,60,4,3,160414.7712,0,0,0,0,0,0,0,1,0,1
85010.01976,60,0,1,411454.1627,0,0,0,0,0,0,0,0,1,0
143316.3593,45,0,2,319098.9288,0,0,0,1,0,0,0,0,0,1
84133.7293,74,3,12,425462.9341,0,0,0,0,1,0,0,0,0,1
143518.7189,34,4,17,187918.199,0,0,0,0,0,0,1,0,0,1
90426.73018,69,1,14,282208.5033,0,0,0,0,0,0,0,0,1,1
61380.782,75,4,15,390425.8412,1,0,0,0,0,0,0,0,0,0
109492.1653,25,1,15,245075.7779,0,0,0,0,0,0,0,0,1,1
137827.2407,48,2,5,420641.7826,0,0,0,0,0,1,0,0,0,1
81528.09962,59,4,17,275677.6516,0,0,0,0,0,0,0,1,0,0
96467.19575,54,1,1,13908.27861,1,0,0,0,0,0,0,0,0,0
36438.95876,40,2,19,394439.6136,0,0,0,0,0,0,0,0,1,1
48185.85523,52,3,10,180055.5501,0,0,0,0,0,0,0,1,0,1
128721.9488,26,4,5,188017.9954,0,0,0,0,0,1,0,0,0,1
99812.93982,64,4,11,187379.1202,1,0,0,0,0,0,0,0,0,1
133293.4448,55,0,3,418769.0498,0,0,0,0,0,0,0,1,0,1
26667.80192,44,4,1,407395.6569,0,0,0,0,0,0,0,0,1,1
45097.44719,66,3,10,435813.4226,0,0,0,1,0,0,0,0,0,0
134821.6579,60,4,20,169744.1286,0,0,0,0,0,1,0,0,0,1
131874.3913,55,0,3,0.0,0,0,0,0,0,1,0,0,0,1
27962.99925,43,3,14,343337.4024,0,0,0,0,0,0,0,0,1,1
98838.25183,41,3,3,123002.3058,0,0,1,0,0,0,0,0,0,0
38572.46881,28,1,14,311901.6593,0,0,0,1,0,0,0,0,0,1
35306.68921,26,3,18,454122.2813,1,0,0,0,0,0,0,0,0,1
77310.49647,63,3,4,488534.0511,0,0,0,0,0,0,1,0,0,0
43889.72203,48,4,3,322428.478,1,0,0,0,0,0,0,0,0,1
131251.9299,70,2,11,249554.6436,0,0,0,0,0,1,0,0,0,1
140758.8069,75,0,20,355820.1558,0,0,1,0,0,0,0,0,0,1
125715.0695,60,3,2,149851.5955,0,1,0,0,0,0,0,0,0,1
98290.97585,56,1,9,314828.7323,0,0,0,0,0,1,0,0,0,0
64648.22817,34,3,9,223490.3564,0,0,0,0,1,0,0,0,0,0
102082.6165,20,0,7,315927.5469,0,0,0,0,1,0,0,0,0,1
119557.805,49,1,10,37142.35467,0,0,1,0,0,0,0,0,0,0
114971.5853,73,3,18,205471.6531,1,0,0,0,0,0,0,0,0,1
48984.33334,29,4,9,38140.24053,0,0,0,0,0,0,0,1,0,0
29241.77029,46,3,19,455417.7025,0,0,0,0,0,1,0,0,0,1
90312.64966,72,1,9,70243.02511,0,0,0,0,0,0,0,1,0,1
94177.1254,52,4,1,47101.31959,1,0,0,0,0,0,0,0,0,0
127111.8916,59,1,17,458393.5727,1,0,0,0,0,0,0,0,0,0
97005.44983,68,4,9,84897.59761,0,0,0,0,0,0,0,1,0,1
87100.1426,74,2,11,255100.7084,0,0,0,0,0,1,0,0,0,1
125110.2964,36,4,8,127005.1244,0,1,0,0,0,0,0,0,0,1
36157.09119,58,4,20,261634.6215,0,0,0,0,0,0,0,0,1,1
134668.7746,68,4,12,52940.57696,1,0,0,0,0,0,0,0,0,1
73798.02263,42,2,11,492145.484,0,0,0,0,0,1,0,0,0,0
49444.07733,40,2,19,38670.35553,0,0,0,0,0,0,0,1,0,0
106383.2027,25,1,4,374527.0334,0,0,0,0,0,1,0,0,0,1
140759.2552,69,4,7,447000.6338,1,0,0,0,0,0,0,0,0,1
65784.92387,69,1,13,248188.9369,0,0,0,0,1,0,0,0,0,0
42833.59011,50,1,2,395462.297,1,0,0,0,0,0,0,0,0,1
81434.06329,56,0,18,109282.6914,0,0,0,0,0,0,0,1,0,0
83446.47177,69,4,19,500000.0,0,0,0,0,0,1,0,0,0,1
75241.3818,43,4,7,182986.9017,0,0,1,0,0,0,0,0,0,0
62438.96944,41,2,3,461745.0132,0,0,0,0,0,0,1,0,0,1
118169.4253,54,2,10,75308.07765,0,0,0,0,0,0,0,0,1,0
42413.88529,37,0,5,21679.91232,0,0,0,1,0,0,0,0,0,1
44059.41911,25,1,3,359153.0544,0,0,0,0,0,0,1,0,0,1
101393.521,25,2,9,59483.56946,0,0,0,1,0,0,0,0,0,1
112271.6809,43,0,16,119937.2542,0,0,0,0,0,1,0,0,0,0
100381.6369,30,4,13,473941.4026,0,0,0,0,0,0,0,1,0,0
32463.3991,42,4,8,258326.592,0,1,0,0,0,0,0,0,0,1
31526.67665,51,4,6,158214.9866,0,0,0,0,0,0,1,0,0,1
133580.7845,64,3,16,426766.6077,0,0,0,0,0,1,0,0,0,1
146406.819,48,3,17,396488.7125,0,0,0,0,0,0,0,0,1,1
73187.34485,36,2,18,144464.8444,0,0,0,0,0,1,0,0,0,0
33701.4033,46,3,9,72389.17416,1,0,0,0,0,0,0,0,0,1
20000.0,28,4,16,317602.3431,0,0,0,0,1,0,0,0,0,1
60095.40817,59,1,7,251204.8826,0,0,0,1,0,0,0,0,0,0
64918.06742,61,1,16,18473.99261,1,0,0,0,0,0,0,0,0,1
44339.42068,35,2,3,168587.0792,0,0,0,1,0,0,0,0,0,1
56225.3371,51,0,7,30126.94527,0,0,0,0,0,0,0,0,1,1
90234.78112,40,2,1,100176.7308,0,0,0,0,0,0,1,0,0,0
93570.59092,26,2,13,144497.2098,0,0,0,0,0,1,0,0,0,0
150000.0,75,3,20,30517.65055,0,0,0,0,0,0,1,0,0,1
21331.60352,68,0,5,376331.0843,0,0,0,1,0,0,0,0,0,1
106003.743,75,3,1,54135.37252,0,0,0,0,0,0,0,0,1,1
135945.606,45,4,12,177885.4421,0,1,0,0,0,0,0,0,0,1
77804.15144,59,3,14,95353.86854,0,1,0,0,0,0,0,0,0,0
33976.7974,64,1,18,31933.82772,1,0,0,0,0,0,0,0,0,0
44229.31871,57,4,5,354397.0765,1,0,0,0,0,0,0,0,0,1
122357.4325,65,1,15,118630.6445,1,0,0,0,0,0,0,0,0,1
77422.16589,52,2,3,158043.5838,0,0,0,0,0,0,0,0,1,0
127542.5292,72,0,13,472618.9113,0,0,1,0,0,0,0,0,0,1
114546.2715,53,1,12,386329.4095,0,0,0,0,1,0,0,0,0,0
92985.83862,38,0,16,279782.4791,0,0,0,1,0,0,0,0,0,0
26651.35304,66,3,19,326134.5394,0,0,0,1,0,0,0,0,0,0
40822.07721,77,2,19,238025.0104,0,1,0,0,0,0,0,0,0,0
49529.60177,28,1,7,469806.9656,0,0,0,0,0,0,0,0,1,1
46789.9263,47,0,15,460084.1472,0,0,0,0,1,0,0,0,0,1
145390.7608,61,3,4,374398.8289,0,0,0,0,0,0,0,1,0,1
116805.971,63,4,3,244280.0126,0,0,1,0,0,0,0,0,0,1
109766.9656,67,4,7,454011.6931,0,0,0,1,0,0,0,0,0,1
58651.33001,71,4,15,73398.37997,0,1,0,0,0,0,0,0,0,0
20484.39096,73,3,6,348428.7507,0,0,0,0,0,0,0,1,0,0
49256.85395,80,4,15,171856.7272,0,0,0,0,1,0,0,0,0,0
79157.07922,39,4,12,106830.0849,0,0,0,0,0,0,0,1,0,0
86830.61158,75,3,1,338657.9646,0,0,0,0,0,0,0,0,1,1
43842.20387,50,1,18,85252.90211,0,1,0,0,0,0,0,0,0,1
23575.22444,53,2,19,449826.2245,0,0,0,0,0,0,1,0,0,1
67877.12367,80,4,15,137390.1552,0,0,0,0,0,0,0,1,0,0
75869.38713,62,0,1,386008.6142,0,0,0,0,0,0,0,1,0,0
37425.15594,27,2,2,48773.51399,1,0,0,0,0,0,0,0,0,1
41827.44826,38,4,17,121248.3714,0,0,0,0,0,0,0,0,1,1
111283.3183,26,0,19,329602.6368,0,0,0,1,0,0,0,0,0,1
138882.1847,45,3,5,357786.4477,0,0,0,1,0,0,0,0,0,1
24179.18719,25,4,14,303002.3845,0,0,0,0,1,0,0,0,0,1
20000.0,78,1,14,388386.8832,1,0,0,0,0,0,0,0,0,1
107620.9605,35,2,16,57077.58956,0,0,0,0,0,0,0,1,0,1
133386.6338,34,0,11,26556.96482,0,0,0,0,1,0,0,0,0,1
134523.674,29,3,7,78144.36602,0,0,0,1,0,0,0,0,0,1
47540.04882,31,4,18,181253.4399,0,0,0,0,0,1,0,0,0,1
119030.3978,60,1,6,61678.94606,0,0,0,0,0,0,1,0,0,0
138985.9561,22,2,7,4319.151272,0,0,0,0,0,0,0,1,0,1
65135.79318,41,0,17,188033.5032,0,0,0,1,0,0,0,0,0,0
43605.00829,48,3,19,153808.0986,0,0,0,0,0,0,0,0,1,1
90457.96694,69,0,4,345051.5248,0,0,0,0,0,0,1,0,0,1
110795.7401,54,1,13,155375.4676,1,0,0,0,0,0,0,0,0,0
37806.91082,42,1,6,170589.6874,0,0,1,0,0,0,0,0,0,1
50811.2143,22,0,18,215390.0054,0,0,0,0,0,0,0,0,1,0
101902.162,66,3,12,345660.7574,0,0,0,0,0,1,0,0,0,1
121007.9128,70,3,12,497888.2687,0,0,0,0,1,0,0,0,0,1
63830.79377,35,3,9,353391.8924,0,0,0,0,0,1,0,0,0,0
137087.9869,23,0,5,207121.9479,0,1,0,0,0,0,0,0,0,1
108831.7175,48,2,3,219087.9721,0,0,0,0,0,0,1,0,0,0
149271.8635,53,1,14,189028.9908,0,1,0,0,0,0,0,0,0,1
134909.1158,31,0,14,40409.17397,0,0,0,0,0,0,1,0,0,1
20000.0,41,4,18,386949.0035,0,0,0,0,0,0,1,0,0,1
138049.4567,63,4,18,344308.0098,1,0,0,0,0,0,0,0,0,1
142386.5315,33,2,1,486530.0677,0,0,1,0,0,0,0,0,0,1
110600.7079,41,2,18,123782.659,1,0,0,0,0,0,0,0,0,0
117722.8801,59,4,1,102627.5787,0,0,0,0,0,0,0,1,0,0
54596.65289,46,2,10,432411.1945,0,0,0,1,0,0,0,0,0,1
41196.09792,26,4,11,180585.3244,0,0,0,0,1,0,0,0,0,1
130741.4463,35,2,20,14073.02477,0,0,0,0,0,0,0,0,1,1
119265.1852,59,2,15,284838.4665,0,0,0,0,0,1,0,0,0,1
43133.13869,74,1,16,498659.6313,0,0,0,0,1,0,0,0,0,0
105023.1861,66,3,17,179428.0463,0,0,0,0,0,0,0,1,0,1
45748.63095,41,1,16,27240.76641,0,0,1,0,0,0,0,0,0,1
21643.06246,57,1,14,114391.3973,0,0,0,0,1,0,0,0,0,1
26577.68279,57,4,16,100431.4306,0,0,0,0,1,0,0,0,0,1
50947.00921,65,0,18,54046.88978,0,0,0,0,0,1,0,0,0,0
24116.08657,48,4,18,113933.4846,0,0,0,0,0,0,0,0,1,1
80362.73327,33,1,13,440461.007,0,1,0,0,0,0,0,0,0,0
129458.7502,63,1,7,91341.11374,0,0,0,0,1,0,0,0,0,1
40052.19314,35,3,12,13149.85873,0,1,0,0,0,0,0,0,0,1
81246.39127,80,2,8,420635.8079,0,0,1,0,0,0,0,0,0,1
20364.13838,69,3,4,18607.63506,0,0,0,0,1,0,0,0,0,0
25464.34418,60,3,10,405131.5535,0,0,0,0,0,0,1,0,0,1
71929.70148,75,2,1,468277.2512,0,1,0,0,0,0,0,0,0,0
111933.8327,75,3,2,289657.8461,0,0,0,0,1,0,0,0,0,1
83658.44012,76,1,7,93487.88232,0,0,0,0,0,0,0,0,1,1
35720.76252,62,0,9,126086.0921,0,0,1,0,0,0,0,0,0,0
125903.1712,66,2,1,423684.1828,0,0,1,0,0,0,0,0,0,1
64798.54304,20,1,2,369909.2381,0,0,0,1,0,0,0,0,0,0
72702.41665,27,2,10,79767.61567,0,1,0,0,0,0,0,0,0,0
138870.7608,50,4,13,28625.39135,1,0,0,0,0,0,0,0,0,1
80215.38387,71,3,6,165101.8089,0,1,0,0,0,0,0,0,0,1
129994.1344,44,4,5,209505.766,0,0,0,0,0,0,0,0,1,1
108154.0149,78,2,7,443346.1864,0,0,0,1,0,0,0,0,0,1
34137.20224,61,0,9,314478.2716,0,0,0,1,0,0,0,0,0,0
20241.23917,31,4,7,17051.90686,0,0,0,1,0,0,0,0,0,1
58694.88972,71,4,15,127434.7296,0,0,0,0,1,0,0,0,0,0
79612.43431,21,2,13,233276.3052,0,0,0,0,0,0,1,0,0,0
121476.0339,46,0,11,412227.7874,0,0,0,1,0,0,0,0,0,0
61056.07424,24,1,13,39438.2246,0,0,1,0,0,0,0,0,0,0
116927.2991,33,4,10,201694.1419,0,0,0,1,0,0,0,0,0,1
96850.57471,40,4,1,23225.28969,0,0,1,0,0,0,0,0,0,0
88237.01228,28,1,20,313284.117,0,0,0,0,0,0,0,0,1,0
34850.59285,31,3,3,163309.3647,0,0,0,0,0,0,0,0,1,1
116943.5994,59,2,15,7537.189526,0,0,0,0,0,1,0,0,0,0
103694.2277,35,2,6,226532.2458,0,0,0,0,1,0,0,0,0,1
113827.9533,37,3,17,136679.0301,0,0,0,0,1,0,0,0,0,1
53474.20224,43,4,5,272485.449,0,0,1,0,0,0,0,0,0,1
44259.5167,54,0,13,284281.6014,0,0,0,0,0,0,0,0,1,1
77618.63656,28,2,12,181959.3535,0,0,0,1,0,0,0,0,0,0
118125.73,53,2,8,307025.637,0,0,1,0,0,0,0,0,0,0
125770.2497,20,0,15,31811.36155,0,0,0,0,0,0,0,0,1,1
65011.49187,22,4,20,413193.1774,0,0,0,0,0,0,1,0,0,0
130316.1192,39,4,5,0.0,0,0,0,0,1,0,0,0,0,1
63189.87737,35,0,16,249350.1094,0,0,0,0,0,1,0,0,0,0
122693.5351,29,4,14,115513.0989,0,0,0,0,1,0,0,0,0,1
128843.5866,66,3,15,115938.6555,0,1,0,0,0,0,0,0,0,1
27467.1068,60,2,7,421409.2314,0,0,0,0,0,0,0,1,0,1
67169.62778,54,1,9,126483.8348,0,1,0,0,0,0,0,0,0,1
45492.06684,59,0,11,348229.7984,0,0,0,0,0,1,0,0,0,1
