Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
0.181818182,0.117647059,0,0.018569444,0,0,0.018509259,1,5,0
0.05,0.2,0,0.030916005,0,0,0.030916005,0.933333333,7,0
0.016393443,0.08,0,0.257881944,0.28,0.993592814,0.050983796,0,1,0
0.024590164,0.214285714,0,0.268557099,0,0,0.268487654,0.9,3,0
0.048780488,0.142857143,0,0.513688272,0,0,0.513688272,1,3,0
0.090909091,0.1,0,0.873252315,0,0,0.873252315,1,1,0
0.025641026,0.2,0,4.62963E-05,0,0,4.62963E-05,0.75,1,0
0.068965517,0.129032258,0,0.136602183,0.419354839,0,0.136369048,0.851851852,7,0
0.058823529,0.035714286,0,0.996840278,0.357142857,0,0.996840278,0,5,0
0.1,0.083333333,0,0.03720679,0,0,0.03720679,0,3,0
0.25,0.083333333,0,0.000173611,0,0,0.000173611,0,3,0
0.052631579,0.083333333,0,0.006813272,0,0,0.006813272,0,3,0
0.25,0.111111111,0,0.283314043,0,0,0.283314043,1,3,0
0.068965517,0.054054054,0,0.366189815,0.513513514,0.993528095,0.366136574,0,5,0
0.909090909,0.27027027,1,0.584344907,0.513513514,0.993528095,0.581638889,1,5,1
0.009063444,0.081081081,0,0.87044213,0.513513514,0.993528095,0.8184375,0,5,0
0.055555556,0.027027027,0,0.822048611,0.513513514,0.993528095,0.822048611,0,5,0
0.928571429,0.565217391,1,0.994803241,0.217391304,0.999935281,0.990397377,1,3,1
0.032786885,0.166666667,0,0.225706019,0,0,0.225690586,0.833333333,3,0
0,0.083333333,0,0.397750772,0,0,0.397750772,0,3,0
0.018867925,0.1,0,0.065810185,0,0,0.065810185,0.857142857,1,0
0.424242424,0.28,0.5,0.9566875,0.64,0.993592814,0.954081019,0.9,5,1
0.048780488,0.08,0,0.002070106,0.28,0.993592814,4.9603E-06,0,7,0
0.1,0.04,0,0.177445437,0.28,0.993592814,0.177445437,0,7,0
0.03125,0.04,0,0.380975529,0.28,0.993592814,0.380975529,0,7,0
0.053333333,0.16,0,0.491534392,0.28,0.993592814,1.15741E-05,0.891891892,7,0
0.12,0.105263158,0,0.606909722,0.684210526,0.993592814,0.606909722,1,1,0
0.016393443,0.064516129,0,0.779442791,0.419354839,0.993592814,0.051221892,0,7,0
0.125,0.161290323,0.5,0.023831019,0.419354839,0.993592814,0.023816138,0.909090909,7,1
0.095238095,0.064516129,0,0.023955027,0.419354839,0.993592814,0.023950066,0,7,0
0.017241379,0.025,0,0.989020833,0.55,0.993592814,0.989020833,0,5,0
0.010309278,0.032258065,0,0.031552579,0.419354839,0.993592814,0.031552579,0,7,0
0.2,0.064516129,0,0.632065146,0.419354839,0.993592814,0.632065146,0,7,0
0.015384615,0.166666667,0,2.31481E-05,0,0,2.31481E-05,0.782608696,5,0
0.25,0.060606061,0,0.003040675,0.454545455,0,0.002878638,0,7,0
0.25,0.166666667,0,2.31481E-05,0,0,2.31481E-05,1,5,0
0.166666667,0.032258065,0,0.129049273,0.419354839,0.993592814,0.129049273,0,7,0
0.02173913,0.166666667,0,0.006657407,0,0,0.006657407,0.833333333,5,0
0.25,0.041666667,0,0.909783951,0.25,0.993592814,0.909783951,0,3,0
0.008196721,0.041666667,0,0.933611111,0.25,0.993592814,0.933611111,0,3,0
0.003021148,0.045454545,0,0.998604497,0.181818182,0.993592814,0.998604497,0,7,0
0.217391304,0.106382979,0,0.449102183,0.617021277,0.993592814,0.449049273,0.777777778,7,0
0.212121212,0.29787234,1,0.937969577,0.617021277,0.993592814,0.813339947,0.714285714,7,1
0.069565217,0.170212766,1,0.929833003,0.617021277,0.993592814,0.929809855,0.87755102,7,1
0.114285714,0.085106383,1,0.793128307,0.617021277,0.993592814,0.793086971,0,7,0
0.0625,0.166666667,0,0.010208333,0,0,0.010208333,0.888888889,5,0
0.025641026,0.166666667,0,0.089576389,0,0,0.089576389,0.846153846,5,0
0.009803922,0.166666667,0,0.089483796,0,0,0.089483796,0.888888889,5,0
0.5,0.105263158,0,0.940929233,0.763157895,0.993592814,0.940904431,1,7,0
0.04,0.027027027,0,0.003893519,0.513513514,0.993528095,0.003893519,0,5,0
0.4,0.482758621,1,0.849347222,0.379310345,0.676404764,0.754162037,1,5,1
0.018518519,0.043478261,0,0.141500772,0.217391304,0.999935281,0.141500772,0,3,0
0.01510574,0.217391304,0.5,0.455578704,0.217391304,0.999935281,0.107222222,0.848214286,3,0
0.028571429,0.043478261,0,0.317017747,0.217391304,0.999935281,0.317017747,0,3,0
0.4,0.054054054,0,0.150023148,0.513513514,0.993528095,0.150009259,0,5,0
0.020408163,0.081081081,0,0.338236111,0.513513514,0.993528095,0.338236111,0,5,0
0.056603774,0.214285714,0,0.750166997,0,0,0.71405754,0.857142857,7,0
0.078947368,0.214285714,0,0.058050595,0,0,0.05750496,0.923076923,7,0
0.037037037,0.071428571,0,0.523318452,0,0,0.523318452,0,7,0
0.375,0.214285714,0.5,0.708521825,0,0,0.708505291,1,7,1
0.15,0.081081081,0,0.297108796,0.513513514,0.993528095,0.297094907,0,5,0
0.027027027,0.071428571,0,0.986820437,0,0,0.986820437,0,7,0
0.008196721,0.033333333,0,0.865962302,0.4,0.676404764,0.865962302,0,7,0
0.111111111,0.125,0,0.037898479,0,0,0.037898479,0.75,7,0
0.045454545,0.25,0,0.017587632,0,0,0.017582672,0.863636364,7,0
0.066666667,0.125,0,0.027534722,0,0,0.027534722,1,7,0
0.026086957,0.272727273,0,0.778576389,0,0,0.195696759,0.87755102,5,0
0.008695652,0.021276596,0,9.02778E-05,0.617021277,0.935345672,9.02778E-05,0,5,0
0.571428571,0.1,0,0.785729167,0.55,0.993592814,0.785543982,1,1,0
0.024390244,0.025,0,0.877569444,0.55,0.993592814,0.877569444,0,1,0
0.148148148,0.333333333,1,0.013491512,0.25,0,0.013325617,1,3,1
0.090163934,0.44,0.5,0.972662037,0.28,0,0.972118056,0.9,1,1
0.105263158,0.043478261,0,0.611901455,0.608695652,0.999935281,0.187233796,0,7,0
0.045454545,0.02173913,0,0.976992394,0.608695652,0.999935281,0.976992394,0,7,0
0.25,0.065217391,0,0.956474868,0.608695652,0.999935281,0.956453373,0,7,0
0.010638298,0.02173913,0,0.961471561,0.608695652,0.999935281,0.961471561,0,7,0
0.044444444,0.031746032,0,0.399027778,0.714285714,0.98712091,0.399016204,0,7,0
0.043478261,0.015873016,0,0.547174273,0.714285714,0.98712091,0.547174273,0,7,0
0.014925373,0.015873016,0,0.563242394,0.714285714,0.98712091,0.563242394,0,7,0
0.055555556,0.015873016,0,0.595143849,0.714285714,0.98712091,0.595143849,0,7,0
0.032786885,0.063492063,0,0.879971892,0.714285714,0.98712091,0.727276786,0,7,0
0.043478261,0.015873016,0,0.823657407,0.714285714,0.98712091,0.823657407,0,7,0
0.075,0.176470588,0,0.965671296,0,0,0.572673611,0.866666667,1,0
0.017241379,0.058823529,0,0.983796296,0,0,0.983796296,0,1,0
0.011764706,0.028571429,0,8.48765E-05,0.485714286,0.993592814,8.48765E-05,0,3,0
0.090909091,0.057142857,0,0.009660494,0.485714286,0.993592814,0.009606482,0,3,0
0.01754386,0.028571429,0,0.001226852,0.485714286,0.993592814,0.001226852,0,3,0
0.076923077,0.125,0,5.62169E-05,0,0,5.62169E-05,0.777777778,7,0
0.008403361,0.125,0,3.3069E-06,0,0,3.3069E-06,0.757575758,7,0
0.090909091,0.5,0.5,0.156494709,0,0,0.156494709,0.9375,7,1
0.043478261,0.04,0,0.009383267,0.28,0.993592814,0.009383267,0,7,0
0.021276596,0.08,0,0.09614914,0.28,0.993592814,0.096140873,0,7,0
0.008403361,0.0625,0,8.2672E-06,0,0,8.2672E-06,0,7,0
0.2,0.029411765,0,0.004912368,0.470588235,0.999935281,0.004912368,0,7,0
0.014925373,0.029411765,0,0.08911045,0.470588235,0.999935281,0.08911045,0,7,0
0.444444444,0.117647059,0.5,0.703786376,0.470588235,0.999935281,0.426911376,0.8,7,1
0.066666667,0.029411765,0,0.587430556,0.470588235,0.999935281,0.587430556,0,7,0
0.038461538,0.2,0,0.829259259,0,0,0.829259259,0.916666667,7,0
0.066666667,0.058823529,0,0.992608025,0,0.993592814,0.992608025,0,3,0
0.2,0.117647059,0,0.966639661,0,0.993592814,0.966585648,0.75,3,0
0.162162162,0.5,1,0.250555556,0,0.993592814,0.002430556,0.636363636,1,1
0.166666667,0.083333333,0,0.410046296,0,0.993592814,0.410046296,0,1,0
0.1,0.166666667,0,0.76005787,0,0.993592814,0.760023148,0.875,1,0
0.022222222,0.033333333,0,0.571335648,0.4,0,0.571335648,0,5,0
0.03125,0.033333333,0,0.6146875,0.4,0,0.6146875,0,5,0
0.024390244,0.033333333,0,0.623229167,0.4,0,0.623229167,0,5,0
0.047619048,0.027777778,0,0.983541667,0.5,0.935604548,0.983541667,0,1,0
0.333333333,0.1,0,0.082785494,0,0.993592814,0.082785494,0.666666667,3,0
0.008403361,0.1,0,3.08642E-05,0,0.993592814,3.08642E-05,0.757575758,3,0
0.25,0.1,0,0.67404321,0,0.993592814,0.67404321,1,3,0
0.045454545,0.222222222,0,0.000935185,0,0,0.000935185,0.863636364,5,0
0.333333333,0.111111111,0,0.105108796,0,0,0.105108796,0.666666667,5,0
0.014084507,0.111111111,0,0.137414352,0,0,0.137414352,0.933333333,5,0
0.090909091,0.076923077,0,0.010181327,0,0,0.010181327,0,3,0
0.666666667,0.222222222,0,0.703395833,0,0,0.703310185,1,5,0
0.071428571,0.027777778,0,0.962037037,0.5,0.935604548,0.962037037,0,1,0
0.083333333,0.111111111,0,0.711460648,0,0,0.711460648,1,5,0
0.125,0.3,0,0.968919753,0,0.993592814,0.838341049,0.909090909,3,0
0.05,0.2,0,0.875412809,0,0.993592814,0.875389661,1,3,0
0.297297297,0.323529412,1,0.900405093,0.470588235,0.999935281,0.619373347,0.666666667,7,1
0.2,0.08,0,0.914394841,0.28,0.993592814,0.914391534,0,7,0
0.095238095,0.08,0,0.934203042,0.28,0.993592814,0.934198082,0,7,0
0.013605442,0.08,0,0.963910384,0.28,0.993592814,0.963900463,0,7,0
0.009803922,0.013157895,0,0.908968254,0.763157895,0.993592814,0.908968254,0,7,0
0.133333333,0.666666667,1,0.207741402,0,0.993592814,0.177577712,0.818181818,7,1
0.029850746,0.285714286,0,3.08642E-05,0,0,0.000007716,0.88,3,0
0.024590164,0.076923077,0,0.997017196,0.538461538,0.993528095,0.997017196,0,7,0
0.25,0.025641026,0,0.995605159,0.538461538,0.993528095,0.995605159,0,7,0
0.017391304,0.074074074,0,0.026770833,0.333333333,0,0.019155093,0,1,0
0.060606061,0.074074074,0,0.279467593,0.333333333,0,0.093449074,0,1,0
0.079710145,0.407407407,1,0.730740741,0.333333333,0,0.017881944,0.865671642,1,1
0.012345679,0.037037037,0,0.269467593,0.333333333,0,0.269467593,0,1,0
0.029411765,0.037037037,0,0.294224537,0.333333333,0,0.294224537,0,1,0
0.054347826,0.185185185,0,0.591539352,0.333333333,0,0.39837963,0.903225806,1,0
0.176470588,0.090909091,0,0.90900463,0.454545455,0.999935281,0.845496032,0,7,0
0.088235294,0.096774194,0,0.321826389,0.419354839,0.993592814,0.000699074,0,10,0
0.007246377,0.032258065,0,0.003157407,0.419354839,0.993592814,0.003157407,0,10,0
0.25,0.032258065,0,0.003613426,0.419354839,0.993592814,0.003613426,0,10,0
0.023255814,0.032258065,0,0.366853009,0.419354839,0.993592814,0.366853009,0,10,0
0.08,0.129032258,0,0.857885417,0.419354839,0.993592814,0.857865741,1,10,0
0.063829787,0.193548387,1,0.990020833,0.419354839,0.993592814,0.895724537,0.884615385,10,0
0.018867925,0.025641026,0,3.3069E-06,0.538461538,0.993528095,3.3069E-06,0,7,0
0.166666667,0.025641026,0,1.15741E-05,0.538461538,0.993528095,1.15741E-05,0,7,0
0.1,0.076923077,0,0.001326058,0.538461538,0.993528095,0.001319444,0,7,0
0.016528926,0.166666667,0,0.002108796,0,0,0.001821759,0.818181818,5,0
0.675675676,0.714285714,1,0.764729938,0.485714286,0.993592814,0.764378858,0.666666667,3,1
0.02173913,0.083333333,0,2.3148E-06,0,0,2.3148E-06,0,5,0
0.028571429,0.083333333,0,0.00362963,0,0,0.00362963,0,5,0
1,0.222222222,0,0.002581019,0,0,0.002577712,0,7,0
0,0.111111111,0,0.039034392,0,0,0.039034392,1,7,0
0.25,0.071428571,0,6.6138E-06,0,0,6.6138E-06,0,7,0
0.266666667,0.285714286,0,0.005019841,0,0,0.0003125,1,7,0
0.625,0.588235294,1,0.198630401,0,0,0.198510803,0.857142857,3,1
0.040983607,0.111111111,0.5,0.737881944,0.6,0.961233291,0.737881944,0.9,7,1
0.012987013,0.022222222,0,0.809699074,0.6,0.961233291,0.809699074,0,7,0
0.9,0.2,0.5,0.960157077,0.6,0.961233291,0.878217593,1,7,1
0.090909091,0.022222222,0,0.875229828,0.6,0.961233291,0.875229828,0,7,0
0.1,0.022222222,0,0.915714286,0.6,0.961233291,0.915714286,0,7,0
0.043478261,0.038461538,0,0.180497685,0.307692308,0.993592814,0.180497685,0,1,0
0.36,0.346153846,1,0.859131944,0.307692308,0.993592814,0.859131944,0.909090909,1,1
0.666666667,0.307692308,0.5,0.008695988,0,0,0.007835648,0.5,3,0
0.008695652,0.076923077,0,0.193425926,0,0,0.193425926,0,3,0
0.181818182,0.153846154,0,0.563206019,0,0,0.563194444,0.8,3,0
0.214285714,0.230769231,0,0.32246142,0,0,0.287071759,0.833333333,3,0
0.055555556,0.076923077,0,0.946199846,0,0,0.946199846,0,3,0
0.75,0.857142857,1,0.691365741,0,0,0.691316138,1,7,1
0.068965517,0.068965517,0,0.001782407,0.379310345,0.993592814,4.62963E-05,0,1,0
0.152173913,0.24137931,1,0.003159722,0.379310345,0.993592814,0.000196759,0.833333333,1,1
0.016393443,0.068965517,0,0.855219907,0.379310345,0.993592814,0.586643519,0,1,0
0.01754386,0.024390244,0,0.972290013,0.56097561,0.993528095,0.972290013,0,7,0
0.075,0.073170732,0,0.952506614,0.56097561,0.993528095,0.952490079,0,7,0
0.05,0.048780488,0,0.344191468,0.56097561,0.993528095,0.344191468,0,7,0
0.450704225,0.581818182,1,0.955524691,0.672727273,0.99935281,0.95533179,0.933333333,3,1
0.5,0.114285714,1,0.541026786,0.485714286,0.993592814,0.041030093,1,7,1
0.024390244,0.018181818,0,0.997152778,0.672727273,0.99935281,0.997152778,0,3,0
0.363636364,0.145454545,1,0.993800154,0.672727273,0.99935281,0.988699846,0.75,3,1
0.2,0.083333333,0,0.062361111,0,0,0.062361111,0,3,0
0.142857143,0.166666667,0,0.143923611,0,0,0.143900463,1,3,0
0.05,0.083333333,0,0.245486111,0,0,0.245486111,0,3,0
0.0625,0.166666667,0,0.152885803,0,0,0.1528125,0.8125,3,0
0.016393443,0.1,0,0.623082011,0.1,0.993592814,0.62307705,0.976744186,7,0
0.003021148,0.05,0,0.633921958,0.1,0.993592814,0.633921958,0,7,0
0.025,0.057142857,0,0.453986442,0.485714286,0.993592814,0.453986442,0,7,0
0.021276596,0.057142857,0,0.646552579,0.485714286,0.993592814,0.646532738,0,7,0
0.333333333,0.052631579,0,8.10185E-05,0.052631579,0.993592814,8.10185E-05,0,1,0
0.069767442,0.125,0,0.000332176,0.25,0.999935281,1.73611E-05,0.866666667,10,0
0.017241379,0.166666667,0,0.284895833,0,0,0.284895833,0.75,1,0
0.056603774,0.125,0,0.008928241,0.25,0.999935281,0.008914352,0.857142857,10,0
0.168831169,0.481481481,1,0.554814815,0.333333333,0,0.365626653,0.833333333,7,1
0.010638298,0.037037037,0,0.526579034,0.333333333,0,0.526579034,0,7,0
0.363636364,0.340425532,0.5,0.98197586,0.617021277,0.993592814,0.981798942,0.923076923,7,1
0.121212121,0.081632653,0,0.949363426,0.632653061,0.993592814,0.948020833,0,3,0
0.051282051,0.042553191,0,0.022878638,0.617021277,0.993592814,0.022862103,0,7,0
0.03030303,0.021276596,0,0.054601521,0.617021277,0.993592814,0.054601521,0,7,0
0,0.021276596,0,0.991030093,0.617021277,0.993592814,0.991030093,0,7,0
0.076923077,0.021276596,0,0.058867394,0.617021277,0.993592814,0.058867394,0,7,0
0.875,0.25,1,0.934880306,0.357142857,0.935345672,0.934847237,1,7,1
0.4,0.2,0,0.211550926,0,0,0.211550926,1,1,0
0.333333333,0.023255814,0,0.000138889,0.581395349,0.993592814,0.000138889,0,1,0
0.25,0.069767442,0,0.000636574,0.581395349,0.993592814,0.000277778,0,1,0
0.019607843,0.08,0,0.166911376,0.28,0.993592814,0.166911376,0,7,0
0.010416667,0.035714286,0,0.987503183,0.357142857,0.935345672,0.987503183,0,7,0
0.114285714,0.093023256,0,0.061296296,0.581395349,0.993592814,0.009108796,0,1,0
0.833333333,0.2,1,0.296643519,0.28,0.993592814,0.296577381,1,7,1
0.018518519,0.035714286,0,0.963719878,0.357142857,0.935345672,0.963719878,0,7,0
0.125,0.1,0,0.251238426,0,0,0.251238426,1,1,0
0.034482759,0.1,0,0.705798611,0,0,0.705798611,1,1,0
0.230769231,0.3,0,0.722743056,0,0,0.682789352,1,1,0
0.333333333,0.1,0,0.727719907,0,0,0.727719907,1,1,0
0.115384615,0.12,0,0.459991733,0.28,0.993592814,0.459991733,0.916666667,7,0
0.071428571,0.04,0,0.354550265,0.28,0.993592814,0.354550265,0,7,0
0,0.2,0,1.62037E-05,0,0,1.62037E-05,1,5,0
0.25,0.2,0,0.071675926,0,0,0.071675926,0.75,5,0
0.25,0.028571429,0,0.990810185,0.485714286,0.993592814,0.990810185,0,3,0
0.043478261,0.055555556,0,0.863991402,0,0,0.863991402,0,7,0
0.018518519,0.111111111,0,0.949451058,0,0,0.949451058,0.821428571,7,0
0.75,0.166666667,0.5,0.744128638,0,0,0.744060847,1,7,1
0.75,0.5,0,0.02375,0,0,0.023668982,0.5,1,0
0.5,0.013157895,0,4.9603E-06,0.763157895,0.993592814,4.9603E-06,0,7,0
0.034482759,0.166666667,0,0.004861111,0,0,0.004861111,0.933333333,1,0
0.047619048,0.013157895,0,0.913826058,0.763157895,0.993592814,0.913826058,0,7,0
0.133333333,0.026315789,0,0.065739087,0.763157895,0.993592814,0.063493717,0,7,0
0.25,0.083333333,0,6.55864E-05,0,0.993592814,6.55864E-05,0,3,0
0.038461538,0.020833333,0,0.003622685,0.625,0.993592814,0.003622685,0,7,0
0.470588235,0.166666667,0,0.382524802,0.625,0.993592814,0.000833333,1,7,0
0.25,0.041666667,0,0.01479828,0.25,0,0.01479828,0,7,0
0.125,0.041666667,0,0.788665675,0.25,0,0.788665675,0,7,0
0.541666667,0.541666667,1,0.215454696,0.25,0,0.133510251,0.875,7,1
0.4,0.25,0,0.047532316,0,0,0.04542005,1,5,0
0.060606061,0.105263158,0,0.039452712,0.052631579,0,0.039341931,0.736842105,7,0
0.057142857,0.105263158,0,0.027142857,0.052631579,0,0.027137897,0.76,7,0
0.076923077,0.016949153,0,0.812251984,0.694915254,0.993592814,0.812251984,0,7,0
0.75,0.375,0,0.015975529,0,0,0.015975529,0.5,7,0
0.04,0.125,0,0.104871032,0,0,0.104871032,0.75,7,0
0.016666667,0.125,0,0.137223876,0,0,0.137223876,0.842105263,7,0
0.076923077,0.1,0,0.468483796,0,0,0.468483796,0.5,1,0
0.026315789,0.090909091,0,0.057567791,0,0,0.057567791,0,7,0
0.011764706,0.045454545,0,0.941577932,0.181818182,0,0.941577932,0,3,0
0.051948052,0.181818182,0.5,0.826277006,0.181818182,0,0.826238426,0.833333333,3,0
0.277777778,0.161290323,0,0.98526455,0.419354839,0.993592814,0.985246362,0.857142857,7,0
0.05,0.0625,0,0.742884259,0,0,0.742884259,0,5,0
0.014084507,0.0625,0,0.582337963,0,0,0.582337963,0,5,0
0.028571429,0.045454545,0,0.214965278,0.181818182,0,0.214965278,0,3,0
0.0625,0.090909091,0,0.075216049,0.181818182,0,0.066809414,0,3,0
0.25,0.017857143,0,0.00358631,0.678571429,0.993592814,0.00358631,0,7,0
0.025,0.017857143,0,0.728181217,0.678571429,0.993592814,0.728181217,0,7,0
0.057401813,0.339285714,0.5,0.988930225,0.678571429,0.993592814,0.953670635,0.848214286,7,1
0.021148036,0.233333333,1,0.026521164,0.4,0.676404764,0.026516204,0.848214286,7,1
0,0.033333333,0,0.026694775,0.4,0.676404764,0.026694775,0,7,0
0.2,0.066666667,0,0.319583333,0.4,0.676404764,0.269503968,0,7,0
0.5,0.285714286,0,1.81878E-05,0,0,0,1,7,0
0.02247191,0.285714286,0,0.004548611,0,0,0.004520503,0.84375,7,0
0.111111111,0.142857143,0,0.021382275,0,0,0.021382275,0.833333333,7,0
0.022727273,0.142857143,0,0.391865079,0,0,0.391865079,1,7,0
0.333333333,0.111111111,0,1.38889E-05,0,0.967640476,1.38889E-05,0.333333333,5,0
1,0.222222222,0,0.786071759,0,0.967640476,0.786071759,1,5,0
0.04,0.111111111,0,0.098729167,0,0.967640476,0.098729167,1,5,0
0.076923077,0.111111111,0,0.107303241,0,0.967640476,0.107303241,1,5,0
0.016393443,0.166666667,0,0.820763889,0,0.999935281,0.820763889,0.833333333,3,0
0.014492754,0.083333333,0,0.217372685,0.25,0,0.217291667,0,1,0
0.666666667,0.166666667,1,0.937199074,0.25,0,0.891261574,1,1,1
0.2,0.083333333,0,0.595617284,0,0,0.595617284,0,3,0
0.2,0.25,0,0.953931327,0,0,0.568368056,0.5,3,0
0.09375,0.063829787,0,0.997685185,0.617021277,0.935345672,0.996668982,0,5,0
0.042253521,0.063829787,0,0.9975,0.617021277,0.935345672,0.9975,0,5,0
0,0.058823529,0,0.000524691,0,0,0.000524691,0,3,0
0.189189189,0.411764706,1,0.003572531,0,0,0.003518519,0.857142857,3,1
0.043478261,0.033333333,0,0.496453373,0.4,0.676404764,0.496453373,0,7,0
0.1,0.041666667,0,0.955046296,0.25,0,0.955046296,0,1,0
0.075630252,0.375,1,0.96869213,0.25,0,0.813472222,0.757575758,1,1
0,0.041666667,0,0.986863426,0.25,0,0.986863426,0,1,0
0.008196721,0.083333333,0,0.681215278,0,0,0.681215278,0,3,0
0.092307692,0.333333333,0.5,0.155472884,0,0,0.017471892,0.923076923,7,1
0.019607843,0.111111111,0,0.343535053,0,0,0.343530093,0.888888889,7,0
0.035714286,0.055555556,0,0.566208664,0,0,0.566208664,0,7,0
0.057142857,0.111111111,0,0.670243056,0,0,0.670142196,0.736842105,7,0
0.083333333,0.055555556,0,0.952619048,0,0,0.952619048,0,7,0
0.066666667,0.033333333,0,0.977912037,0.4,0.993592814,0.977912037,0,5,0
0.076923077,0.033333333,0,0.968548611,0.4,0.993592814,0.968548611,0,5,0
0.428571429,0.1,0,0.980729167,0.4,0.993592814,0.391493056,1,5,0
0.020408163,0.090909091,0,0.624124228,0.181818182,0.995146071,0.624077932,0,3,0
0.1,0.045454545,0,0.541554784,0.181818182,0.995146071,0.541554784,0,3,0
0.0625,0.071428571,0,0.331964286,0,0,0.331964286,0,7,0
0.020833333,0.033333333,0,0.085784722,0.4,0.993592814,0.085784722,0,5,0
0.076923077,0.166666667,0.5,0.031361111,0.4,0.993592814,0.030326389,0.916666667,5,0
0.555555556,0.25,0,0.281742725,0.1,0,0.187318122,0.666666667,7,0
0.086956522,0.307692308,0,0.203659722,0,0,0.009638889,0.941176471,5,0
0.03125,0.076923077,0,0.015266204,0,0,0.015266204,0,5,0
0.090909091,0.076923077,0,0.022439815,0,0,0.022439815,0,5,0
0.123595506,0.323529412,0.5,0.989254299,0.470588235,0.993592814,0.989148479,0.84375,7,1
0.010416667,0.029411765,0,0.992080027,0.470588235,0.993592814,0.992080027,0,7,0
0.066666667,0.117647059,0,0.146261574,0.470588235,0.993592814,0.063964947,0.842105263,7,0
0.052631579,0.029411765,0,0.158040675,0.470588235,0.993592814,0.158040675,0,7,0
0.029411765,0.029411765,0,0.189510582,0.470588235,0.993592814,0.189510582,0,7,0
0.025,0.015873016,0,0.099191468,0.714285714,0.98712091,0.099191468,0,7,0
0.5,0.174603175,0.5,0.950357143,0.714285714,0.98712091,0.950352183,1,7,1
0.010416667,0.015873016,0,0.960922619,0.714285714,0.98712091,0.960922619,0,7,0
0.045454545,0.015873016,0,0.982409061,0.714285714,0.98712091,0.982409061,0,7,0
0.120689655,0.333333333,0.5,0.832729828,0.142857143,0,0.562640542,1,7,1
0.041666667,0.047619048,0,0.403434193,0.142857143,0,0.403434193,0,7,0
0.013333333,0.047619048,0,0.565955688,0.142857143,0,0.565955688,0,7,0
0.034482759,0.047619048,0,0.705891204,0.142857143,0,0.705891204,0,7,0
0.1,0.047619048,0,0.801767527,0.142857143,0,0.801767527,0,7,0
0.012987013,0.076923077,0,0.105118056,0,0,0.105118056,0,5,0
0.333333333,0.021276596,0,0.914293982,0.617021277,0.993592814,0.914293982,0,7,0
0.028169014,0.042553191,0,0.905719246,0.617021277,0.993592814,0.810600198,0,7,0
0.116666667,0.111111111,0.5,0.102046958,0.714285714,0.98712091,0.094360119,0.842105263,7,1
0.017391304,0.031746032,0,0.548427579,0.714285714,0.98712091,0.548427579,0,7,0
0.046153846,0.047619048,0,0.232316468,0.714285714,0.98712091,0.095768849,0,7,0
0.111111111,0.029411765,0,0.26588955,0.470588235,0.993592814,0.26588955,0,7,0
0.2,0.047619048,0,0.936617064,0.142857143,0,0.936617064,0,7,0
0.2,0.029411765,0,0.353473876,0.470588235,0.993592814,0.353473876,0,7,0
0.16,0.117647059,0,0.434080688,0.470588235,0.993592814,0.334181548,0.9,7,0
0.05,0.029411765,0,0.396674934,0.470588235,0.993592814,0.396674934,0,7,0
0.583333333,0.466666667,1,0.717954696,0,0,0.569869378,1,7,1
0.125,0.066666667,0,0.995231482,0,0,0.995231482,0,7,0
1,0.063829787,0,0.000147156,0.617021277,0.993592814,8.59788E-05,0,7,0
0.8,0.085106383,0,0.000117394,0.617021277,0.993592814,1.98413E-05,0,7,0
0.045454545,0.05,0,0.023206019,0.1,0,0.023206019,0,3,0
0.028571429,0.05,0,0.078248457,0.1,0,0.078248457,0,3,0
0.038461538,0.05,0,0.081219136,0.1,0,0.081219136,0,3,0
0.125,0.05,0,0.288784722,0.1,0,0.288784722,0,3,0
0.5,0.05,0,0.147202932,0.1,0,0.147202932,0,3,0
0.044444444,0.1,0,0.61308642,0.1,0,0.61308642,0.727272727,3,0
0.037735849,0.125,0,0.001319444,0,0,0.000324074,0.782608696,1,0
0.5,0.125,0,0.010335648,0,0,0.009050926,1,1,0
0.01,0.05,0,0.000326389,0.1,0,0.000326389,0,5,0
0.010638298,0.05,0,0.00044213,0.1,0,0.00044213,0,5,0
0.2,0.05,0,0.070435185,0.1,0,0.070435185,0,5,0
0.5,0.740740741,1,0.917491733,0.333333333,0.961233291,0.917066799,1,7,1
0.02247191,0.1,0,0.000779321,0.1,0,0.000733025,0.84375,3,0
0.444444444,0.4,0.5,0.001014661,0.1,0,0.000243056,0.857142857,3,0
0.114285714,0.2,0,0.361338735,0.1,0,0.361338735,0.947368421,3,0
0.294117647,0.25,0.5,0.068236883,0.1,0,0.068190586,1,3,0
0.05,0.022222222,0,0.382147818,0.6,0.961233291,0.382147818,0,7,0
0.384615385,0.111111111,1,0.180013228,0.6,0.961233291,0.179806548,1,7,1
0.007246377,0.04,0,2.31481E-05,0.28,0,2.31481E-05,0,3,0
0.055555556,0.038461538,0,0.743865741,0.307692308,0.993592814,0.743865741,0,1,0
0.058823529,0.083333333,0,0.001446759,0,0,0.001446759,0,1,0
0.051948052,0.333333333,0,0.013171296,0,0,0.013020833,0.774193548,1,0
0.1,0.083333333,0,0.093402778,0,0,0.093402778,0,1,0
0.029411765,0.2,0.5,0.020740741,0,0.993592814,0.001006944,0.888888889,1,1
