tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std(),Activity
0.271645865,-0.019189573,-0.10500254,-0.969445445,-0.983231352,-0.984500013,-0.621309715,0.803015012,0.614523406,-0.944472489,-0.987887995,-0.984081709,0.086650253,0.012442003,-0.006147551,-0.989315825,-0.987182888,-0.989064629,-0.017065624,-0.090322923,0.152436344,-0.990328198,-0.979325679,-0.969302238,-0.100368641,-0.039668272,-0.071153336,-0.992665155,-0.989063342,-0.993759842,-0.976785042,-0.96435519,-0.976785042,-0.96435519,-0.989970604,-0.989101949,-0.951863595,-0.965676822,-0.99219798,-0.989917354,-0.973262289,-0.983664034,-0.984923124,-0.967971891,-0.983317084,-0.984854488,-0.989224044,-0.987115081,-0.987308252,-0.990410107,-0.988238649,-0.989370491,-0.988386325,-0.983127999,-0.97017122,-0.99097012,-0.977491843,-0.971789047,-0.969269114,-0.966576632,-0.989138184,-0.987901463,-0.97430518,-0.966139219,-0.990430914,-0.989628012,'LAYING'
0.274102492,-0.017986761,-0.107699733,-0.978455153,-0.983736044,-0.986636996,-0.530434605,0.567879494,0.84539238,-0.971183863,-0.993701743,-0.989056311,0.076626855,0.012649109,-0.000685549,-0.986471899,-0.985159462,-0.989685147,-0.019542733,-0.095783957,0.118738361,-0.988837212,-0.984287475,-0.978375,-0.101147695,-0.036218616,-0.064279785,-0.993503721,-0.993025877,-0.993296721,-0.982091652,-0.978920176,-0.982091652,-0.978920176,-0.988372774,-0.988586771,-0.966917594,-0.971915733,-0.994355044,-0.993484313,-0.980631847,-0.982915952,-0.98735659,-0.977615703,-0.984269088,-0.986582388,-0.986679573,-0.985257277,-0.988033129,-0.987477465,-0.986116009,-0.98990117,-0.987028539,-0.986795837,-0.979202019,-0.989382329,-0.983052319,-0.980096438,-0.981389018,-0.980296339,-0.988098903,-0.98817486,-0.979890668,-0.971806237,-0.993563779,-0.993552299,'LAYING'
0.275913483,-0.016753786,-0.108344853,-0.968888296,-0.94538678,-0.956450343,-0.490334542,0.144073275,0.015757003,-0.970599089,-0.969759029,-0.979124666,0.078077064,0.005939923,0.006009719,-0.980164717,-0.97867954,-0.973071656,-0.017367706,-0.097448734,0.093579123,-0.95516228,-0.960057464,-0.962374912,-0.104511627,-0.035601005,-0.053450191,-0.960802949,-0.980399782,-0.981418916,-0.95811223,-0.95457403,-0.95811223,-0.95457403,-0.978455342,-0.973312648,-0.937106921,-0.928940913,-0.978220271,-0.969773277,-0.973930868,-0.958436369,-0.961115672,-0.967324864,-0.942003978,-0.956770905,-0.980013419,-0.978094827,-0.970251565,-0.982205901,-0.981117467,-0.974530843,-0.946804235,-0.965824456,-0.961164845,-0.958092114,-0.957552988,-0.966312024,-0.961035588,-0.957564019,-0.973436249,-0.972336129,-0.944218369,-0.931675004,-0.971830582,-0.969319821,'LAYING'
0.287295197,-0.017196548,-0.109462068,-0.984219556,-0.990240947,-0.98725515,-0.346789843,0.807535373,0.590452224,-0.97293989,-0.994247649,-0.985778178,0.07188612,0.011691206,0.002415428,-0.992005989,-0.989513566,-0.993288313,-0.0258281,-0.076181436,0.127411972,-0.994276591,-0.992750958,-0.974994619,-0.099533988,-0.03867683,-0.067446967,-0.996542541,-0.997081576,-0.995380795,-0.986493197,-0.981572148,-0.986493197,-0.981572148,-0.992725368,-0.994646917,-0.971923623,-0.977040093,-0.997322527,-0.997666072,-0.986626999,-0.989034304,-0.989473927,-0.983432309,-0.990680395,-0.986378776,-0.992153982,-0.989398824,-0.992018448,-0.992543478,-0.990468083,-0.99310776,-0.993122609,-0.993696337,-0.976184323,-0.994652185,-0.992240786,-0.976858964,-0.986800645,-0.981599784,-0.993998276,-0.994366668,-0.984001342,-0.976679046,-0.997617389,-0.997585231,'LAYING'
0.281033901,-0.01944941,-0.103658151,-0.976362515,-0.954201824,-0.967044236,-0.344737755,0.732661248,0.681459211,-0.979563943,-0.988930715,-0.983274525,0.075219667,0.010768019,-0.00037419,-0.977463776,-0.971049778,-0.979517896,-0.026781222,-0.076147635,0.093847216,-0.973662822,-0.966041673,-0.968889156,-0.102277359,-0.038487587,-0.059573677,-0.983775834,-0.980357062,-0.980768875,-0.969829984,-0.960167907,-0.969829984,-0.960167907,-0.97923282,-0.96964229,-0.962284921,-0.951264441,-0.985086413,-0.976177143,-0.974789999,-0.959974275,-0.970321992,-0.977045261,-0.9535584,-0.967188199,-0.976887902,-0.97169628,-0.97563242,-0.980350748,-0.972434197,-0.982281553,-0.971789053,-0.968170332,-0.967577361,-0.974488401,-0.965134152,-0.972199238,-0.96284082,-0.964051811,-0.96994927,-0.968087778,-0.962001199,-0.952644449,-0.977821336,-0.975481549,'LAYING'
0.261237565,-0.001308288,-0.104544182,-0.977229008,-0.922618642,-0.939586291,0.831509933,0.204411593,0.332043703,-0.968457146,-0.935517056,-0.949040933,0.07748252,-0.000619103,-0.003367792,-0.986430711,-0.981371965,-0.987910804,-0.045350057,-0.091924155,0.062931381,-0.977211283,-0.966473895,-0.941425921,-0.093679381,-0.040211812,-0.046702627,-0.991731592,-0.989518069,-0.987935806,-0.948536786,-0.927078419,-0.948536786,-0.927078419,-0.987364196,-0.984120024,-0.93089249,-0.93453184,-0.991976341,-0.988308729,-0.979641239,-0.94408455,-0.959184889,-0.976412313,-0.917275006,-0.934469558,-0.986597023,-0.981579467,-0.986053092,-0.987492994,-0.98251391,-0.988339185,-0.976161464,-0.975838585,-0.951315544,-0.977904227,-0.962345043,-0.943917841,-0.947782923,-0.928444802,-0.985262127,-0.981606177,-0.958435589,-0.932198375,-0.989797547,-0.987049617,'SITTING'
0.277087352,-0.015687994,-0.109218272,-0.98682228,-0.950704499,-0.959828172,0.940477273,-0.105630024,0.198726769,-0.979988761,-0.956750273,-0.954415873,0.072256439,0.011695451,0.007605469,-0.988055854,-0.977983955,-0.987518212,-0.045470662,-0.05992868,0.041227746,-0.985742028,-0.978919527,-0.959803709,-0.093632841,-0.041560203,-0.043585097,-0.989709023,-0.990889615,-0.985542326,-0.967893624,-0.953081444,-0.967893624,-0.953081444,-0.986774713,-0.984475868,-0.946035087,-0.961313624,-0.991081494,-0.98959492,-0.985803841,-0.957343498,-0.970162173,-0.98736209,-0.950073754,-0.956862864,-0.987848794,-0.977139703,-0.98512905,-0.989459107,-0.980804228,-0.988570804,-0.98262139,-0.982100924,-0.959814822,-0.986808502,-0.977356189,-0.96352266,-0.961273748,-0.955575602,-0.983874699,-0.984124186,-0.971840596,-0.961385745,-0.989861951,-0.989632909,'SITTING'
0.257197599,-0.003502998,-0.09835792,-0.971010121,-0.856617812,-0.875110175,0.901098985,0.127303379,0.139020582,-0.957324458,-0.903923008,-0.897736318,0.072609842,0.002725291,-0.004233484,-0.97446739,-0.953631391,-0.974661566,-0.03853652,-0.075241003,0.094011398,-0.965434768,-0.944854571,-0.92641371,-0.103605889,-0.036090988,-0.059007997,-0.972546906,-0.978635909,-0.973751671,-0.89538335,-0.8703017,-0.89538335,-0.8703017,-0.969080753,-0.966550084,-0.919354372,-0.925518104,-0.977998052,-0.976772676,-0.970154441,-0.891907751,-0.917987925,-0.971605878,-0.849655658,-0.864322464,-0.974950363,-0.954170151,-0.970845669,-0.976283535,-0.956461757,-0.977159573,-0.957550638,-0.95617355,-0.934967959,-0.968013063,-0.939609988,-0.930633151,-0.904185726,-0.874626592,-0.965888892,-0.966568853,-0.946664944,-0.925449629,-0.977898106,-0.976689803,'SITTING'
0.27153828,-0.007163065,-0.105874596,-0.980309931,-0.890223981,-0.932203007,0.869303006,0.21162254,0.110120481,-0.981405295,-0.932727104,-0.950949255,0.078450024,-0.010858217,-0.012149995,-0.976742196,-0.944596106,-0.979038766,-0.049443512,-0.089430061,0.101150335,-0.97013179,-0.95846812,-0.927972229,-0.096949484,-0.04184839,-0.048996435,-0.969899731,-0.984441358,-0.968804832,-0.93569482,-0.914407845,-0.93569482,-0.914407845,-0.970132284,-0.96254911,-0.926063314,-0.928898293,-0.980490462,-0.97580669,-0.977462498,-0.905782932,-0.951783743,-0.981908189,-0.889467349,-0.926999317,-0.976845713,-0.944298391,-0.975154906,-0.978776912,-0.949293158,-0.981699448,-0.960589636,-0.967583648,-0.933776892,-0.973333107,-0.954120419,-0.932868354,-0.929002095,-0.91981571,-0.962500734,-0.961584519,-0.948769752,-0.928850554,-0.976547763,-0.976261754,'SITTING'
0.27369414,-0.009900835,-0.1085403,-0.980945022,-0.904335121,-0.92609474,0.880731444,0.168445524,0.143006858,-0.983137542,-0.93994298,-0.945009,0.074957741,-0.002787733,0.003386096,-0.97520485,-0.952786261,-0.97343653,-0.042235521,-0.083548408,0.082393445,-0.966225485,-0.950064068,-0.940637937,-0.088974767,-0.045470298,-0.048771473,-0.966037012,-0.975433911,-0.964878513,-0.937978323,-0.920939028,-0.937978323,-0.920939028,-0.969320156,-0.965757732,-0.934301647,-0.93141481,-0.973848287,-0.97039261,-0.977450812,-0.921434736,-0.946064217,-0.982590843,-0.90229153,-0.92184351,-0.976024951,-0.95423749,-0.969501331,-0.976530547,-0.954464442,-0.97602233,-0.957117252,-0.955460359,-0.938003426,-0.969390369,-0.947571472,-0.947346477,-0.936290605,-0.925669291,-0.964440302,-0.966545323,-0.944760322,-0.934746865,-0.97159837,-0.970675403,'SITTING'
0.276778487,-0.014591162,-0.110127729,-0.980164934,-0.923682131,-0.925797097,0.933692935,0.068262866,0.069521966,-0.988872369,-0.960875995,-0.955475832,0.075472164,2.56E-06,0.006237278,-0.969929476,-0.945143686,-0.958572953,-0.037244228,-0.08990833,0.085434601,-0.957367682,-0.944130045,-0.939681351,-0.093669352,-0.03339867,-0.046550431,-0.943714805,-0.961780726,-0.958787671,-0.949543531,-0.931572656,-0.949543531,-0.931572656,-0.962733502,-0.948181828,-0.932703812,-0.921259473,-0.962929228,-0.950150572,-0.975351455,-0.928264365,-0.935798115,-0.982451285,-0.925676956,-0.925768476,-0.97103748,-0.947070821,-0.954199786,-0.971488767,-0.946880042,-0.961636555,-0.939671401,-0.943857393,-0.934764895,-0.963407047,-0.94490147,-0.947326798,-0.935750391,-0.939547203,-0.948348654,-0.9473047,-0.929725679,-0.929549142,-0.952034566,-0.951196693,'SITTING'
0.284674637,-0.014610976,-0.122464598,-0.972668375,-0.909454699,-0.856532941,0.969147824,0.006088466,0.064963625,-0.957082433,-0.945436265,-0.868602535,0.066851979,0.011686342,0.016200414,-0.982158098,-0.969458676,-0.972256473,-0.049637972,-0.033611965,0.025947666,-0.941870953,-0.944124336,-0.937021209,-0.093815563,-0.039644489,-0.045456627,-0.974369046,-0.981024681,-0.980954665,-0.918432107,-0.88195762,-0.918432107,-0.88195762,-0.976559676,-0.970243274,-0.897870535,-0.898063314,-0.981665122,-0.97621443,-0.972697127,-0.931490634,-0.904675338,-0.972879966,-0.904629196,-0.844083053,-0.982037244,-0.969423613,-0.968503505,-0.984026344,-0.97181498,-0.974699194,-0.943631758,-0.956678065,-0.947419933,-0.942726423,-0.93824472,-0.939826018,-0.908956776,-0.886915638,-0.970954184,-0.968494868,-0.933081955,-0.895804978,-0.978634991,-0.974965939,'SITTING'
0.267491473,-0.006725506,-0.104461049,-0.979026152,-0.927331997,-0.93955303,0.832453878,0.240095117,0.263895186,-0.966757967,-0.937462301,-0.935475332,0.078671376,-0.006575163,-0.010680892,-0.985188754,-0.980784606,-0.985285807,-0.054739699,-0.095508924,0.071604881,-0.984524053,-0.971500697,-0.959623548,-0.092315025,-0.040267377,-0.044573224,-0.993264647,-0.988876277,-0.985241405,-0.952139704,-0.929943616,-0.952139704,-0.929943616,-0.986061512,-0.980667377,-0.932682243,-0.953001632,-0.991807428,-0.986756671,-0.98114291,-0.944219718,-0.959436276,-0.978256731,-0.923829969,-0.933889847,-0.984977271,-0.980221105,-0.982995311,-0.986913611,-0.983038783,-0.986185349,-0.98220031,-0.97658989,-0.961798677,-0.985339302,-0.968924433,-0.962632254,-0.947981783,-0.93172124,-0.980932292,-0.979320212,-0.965806789,-0.953251157,-0.987730604,-0.986147263,'SITTING'
0.248326744,-0.027016777,-0.075378469,-0.957227791,-0.875141405,-0.832001873,0.916324511,-0.041425823,0.085263099,-0.955280406,-0.94645197,-0.885854112,0.077005006,0.009817397,-0.008674673,-0.964535856,-0.956777545,-0.961889438,-0.042328877,-0.041427118,0.080791929,-0.959020049,-0.919188226,-0.930176834,-0.093070811,-0.046663441,-0.05284149,-0.964532345,-0.971927447,-0.968738891,-0.893361718,-0.863756434,-0.893361718,-0.863756434,-0.964383757,-0.951780243,-0.903235537,-0.906606321,-0.973364137,-0.966361073,-0.959413594,-0.911683219,-0.892201344,-0.956903459,-0.867613607,-0.818001835,-0.96559624,-0.958007391,-0.957526975,-0.966660404,-0.958522987,-0.964941342,-0.950315237,-0.939693008,-0.940312313,-0.961836016,-0.910583361,-0.934187478,-0.897718197,-0.869172511,-0.953050441,-0.949394981,-0.934437738,-0.906471229,-0.968315588,-0.965997015,'SITTING'
0.270612056,-0.015042682,-0.104253239,-0.982901826,-0.91797953,-0.967826982,0.791887198,-0.041260775,0.202534573,-0.973128354,-0.935690006,-0.966898521,0.077537251,0.008978755,-0.004995664,-0.988946414,-0.98075679,-0.988255804,-0.043243218,-0.06799936,0.074595887,-0.988873097,-0.984373305,-0.960445962,-0.093155503,-0.041121654,-0.048941192,-0.992326657,-0.992584495,-0.990259813,-0.9607572,-0.939669591,-0.9607572,-0.939669591,-0.988054238,-0.985209856,-0.944202044,-0.963064578,-0.993707488,-0.991696196,-0.984943144,-0.9404502,-0.974644655,-0.982242428,-0.912838063,-0.966121043,-0.989365014,-0.980962856,-0.986056768,-0.989550917,-0.982045591,-0.98911086,-0.986477363,-0.986179216,-0.96539547,-0.989712361,-0.983579647,-0.96241856,-0.955281011,-0.941511953,-0.985900801,-0.983266741,-0.974459733,-0.962459956,-0.992191529,-0.991409101,'SITTING'
0.276590197,-0.014919562,-0.112840218,-0.982796562,-0.921402118,-0.968370182,0.871963798,0.213716306,0.188531696,-0.988069341,-0.949792572,-0.971661611,0.076177732,-0.000213839,0.008334008,-0.980335164,-0.966766643,-0.98344161,-0.039998492,-0.075528448,0.076173942,-0.988164912,-0.98224904,-0.952844312,-0.094842348,-0.039281305,-0.050539546,-0.990501518,-0.98855482,-0.981016045,-0.961970764,-0.944581826,-0.961970764,-0.944581826,-0.979355635,-0.974511727,-0.951884472,-0.959964488,-0.989519031,-0.986256665,-0.981481454,-0.934503183,-0.97285511,-0.98338981,-0.920047162,-0.967884391,-0.98083175,-0.967454618,-0.981124861,-0.981607942,-0.968421476,-0.984349607,-0.985106875,-0.982636645,-0.954453821,-0.989189513,-0.982137919,-0.956802767,-0.953066009,-0.948521986,-0.975315332,-0.972289134,-0.969799951,-0.960711242,-0.987255973,-0.985607229,'SITTING'
0.275007225,-0.015789299,-0.106307229,-0.982568782,-0.92858124,-0.939661889,0.926228975,0.083050901,0.08856407,-0.985203642,-0.963641979,-0.95620863,0.077127766,0.01059905,-0.00204576,-0.976494201,-0.964047462,-0.979113466,-0.042415918,-0.07519804,0.072846216,-0.974425352,-0.960497128,-0.951552533,-0.094102349,-0.038747747,-0.051563409,-0.977329927,-0.979347831,-0.977138954,-0.952176621,-0.9475171,-0.952176621,-0.9475171,-0.97473449,-0.972745893,-0.941907241,-0.946769242,-0.980392338,-0.978260536,-0.979666144,-0.942768017,-0.954626629,-0.983999477,-0.926033976,-0.935916958,-0.977109887,-0.964236191,-0.975551564,-0.977980349,-0.96653892,-0.981408872,-0.968528985,-0.963725249,-0.955718184,-0.976339901,-0.959040696,-0.954769878,-0.955944253,-0.950647189,-0.971715269,-0.972951443,-0.958511867,-0.948460979,-0.978484454,-0.979256387,'SITTING'
0.2743285,-0.005877329,-0.097246511,-0.989546275,-0.938967742,-0.938641216,0.925576512,0.101769752,0.075777386,-0.981379113,-0.951353065,-0.930979557,0.075286588,-0.001123441,-0.023239725,-0.992827264,-0.984267558,-0.98761209,-0.035512486,-0.09026874,0.082343203,-0.985844263,-0.979668456,-0.966896414,-0.095919849,-0.041036688,-0.04661216,-0.991371017,-0.99177335,-0.989861382,-0.957690564,-0.937935739,-0.957690564,-0.937935739,-0.989497839,-0.988813098,-0.951142644,-0.963940591,-0.992604304,-0.991414935,-0.990135478,-0.959673916,-0.956183064,-0.989410583,-0.933666503,-0.934189007,-0.992678213,-0.983914102,-0.985261205,-0.99368217,-0.98590812,-0.9886121,-0.983218203,-0.982456054,-0.968384416,-0.986714694,-0.978270709,-0.969451755,-0.95690156,-0.938529931,-0.988348535,-0.988332303,-0.973258278,-0.964268098,-0.991723742,-0.991219446,'SITTING'
0.279990577,-0.008705655,-0.10040149,-0.976302248,-0.914935704,-0.922774836,0.93903876,-0.036453396,-0.094597053,-0.976280399,-0.950322664,-0.938415738,0.074187884,-0.00436186,-0.010574451,-0.980890655,-0.967828356,-0.976133384,-0.044040333,-0.071347828,0.092852361,-0.980829981,-0.962048192,-0.952904384,-0.092161458,-0.04345773,-0.052012161,-0.99028424,-0.986911324,-0.982819139,-0.944197944,-0.92549583,-0.944197944,-0.92549583,-0.976521006,-0.973343389,-0.942756369,-0.947081158,-0.988317607,-0.98696399,-0.976456609,-0.932644766,-0.944126079,-0.976303057,-0.911591208,-0.917678155,-0.981566649,-0.96895177,-0.97275197,-0.981920831,-0.968943674,-0.978180021,-0.978577118,-0.96980673,-0.957020859,-0.981573087,-0.958227403,-0.956028808,-0.940589853,-0.929193937,-0.972985343,-0.972959409,-0.963320541,-0.946517964,-0.987324239,-0.987065178,'SITTING'
0.27290338,-0.011718847,-0.113661253,-0.987084356,-0.922407163,-0.949338025,0.890364262,0.210849305,0.00281566,-0.982620884,-0.943561412,-0.952973659,0.078479279,-0.008984376,-0.002372075,-0.988162334,-0.978126999,-0.987011025,-0.037711113,-0.080342876,0.095197808,-0.988204115,-0.975321519,-0.963765803,-0.095364907,-0.039606877,-0.052414834,-0.992889043,-0.990313308,-0.987937203,-0.958669836,-0.937977906,-0.958669836,-0.937977906,-0.986107839,-0.984639018,-0.957331628,-0.963475075,-0.992188894,-0.989720049,-0.986619609,-0.938926431,-0.963227005,-0.987384779,-0.9191627,-0.945704713,-0.988106102,-0.978159013,-0.984908418,-0.98931436,-0.979713046,-0.987694114,-0.98615258,-0.979201725,-0.966731518,-0.988881931,-0.973456092,-0.966228648,-0.949752001,-0.941195938,-0.984689437,-0.983276252,-0.97376218,-0.963378228,-0.990180959,-0.989503942,'SITTING'
0.280768574,-0.010249794,-0.089140404,-0.986825605,-0.951607872,-0.939672247,0.942457378,-0.086588254,0.08926822,-0.980158243,-0.968023207,-0.945813561,0.073434672,0.009856429,-0.011503058,-0.990861135,-0.981800971,-0.983487213,-0.041201404,-0.057452543,0.079573631,-0.981037373,-0.958336596,-0.960287831,-0.095720452,-0.045036928,-0.058837127,-0.989583279,-0.990621793,-0.988364321,-0.961879681,-0.941051236,-0.961879681,-0.941051236,-0.987472699,-0.983615334,-0.946417382,-0.937942405,-0.992444606,-0.988261253,-0.987043829,-0.961456686,-0.95955223,-0.986892418,-0.94982926,-0.934652147,-0.990964251,-0.981752167,-0.981178037,-0.991567868,-0.983230774,-0.984362469,-0.978632857,-0.966796002,-0.960058264,-0.982057861,-0.954343752,-0.964270052,-0.958335481,-0.94258825,-0.983968636,-0.982190555,-0.954060994,-0.938863215,-0.989363136,-0.987506349,'SITTING'
0.27735702,-0.014156274,-0.113624085,-0.994443905,-0.96185863,-0.965729196,0.944883748,-0.002814673,-0.135803882,-0.990196617,-0.966720106,-0.956610644,0.075070986,0.00560971,-0.001554484,-0.994340603,-0.988637002,-0.990529262,-0.042549159,-0.066924593,0.08600538,-0.989638326,-0.986128681,-0.979705226,-0.094247697,-0.04111342,-0.051090324,-0.995255937,-0.994981881,-0.993841258,-0.972747346,-0.965065191,-0.972747346,-0.965065191,-0.992814715,-0.991446499,-0.967177744,-0.975410255,-0.996334795,-0.994446756,-0.993969382,-0.969927989,-0.974841605,-0.994657314,-0.959789142,-0.962921073,-0.994542621,-0.98832742,-0.988828065,-0.994613162,-0.989915811,-0.990818248,-0.988411068,-0.98879398,-0.981617098,-0.99004126,-0.984813098,-0.980969645,-0.973626755,-0.96539968,-0.99142725,-0.990319626,-0.983369292,-0.974710853,-0.995204564,-0.993624524,'SITTING'
0.277270019,-0.012869128,-0.111904776,-0.994347989,-0.974928131,-0.977572717,0.909816469,0.129886476,0.161877418,-0.994043771,-0.984035479,-0.978340183,0.076622889,0.006945603,0.00278757,-0.991624662,-0.984002717,-0.990153122,-0.033305703,-0.068579634,0.084814051,-0.991956959,-0.986753344,-0.981525495,-0.095472323,-0.039712559,-0.05230304,-0.994170191,-0.994224162,-0.992814325,-0.983674152,-0.981595286,-0.983674152,-0.981595286,-0.989869575,-0.991159351,-0.977634992,-0.981372676,-0.99487344,-0.994868914,-0.99314492,-0.97653853,-0.982996441,-0.994906566,-0.974980069,-0.975722121,-0.99192471,-0.983642392,-0.988689672,-0.992039061,-0.985694744,-0.990141676,-0.9899615,-0.988702701,-0.983027386,-0.992575399,-0.985710088,-0.982797276,-0.984781467,-0.982226152,-0.990407076,-0.991044298,-0.986535242,-0.981252633,-0.994808188,-0.994967622,'SITTING'
0.273830316,-0.01673926,-0.108707654,-0.976357663,-0.950388944,-0.951929615,0.581371509,0.360343535,0.489126595,-0.96935501,-0.969969814,-0.960394961,0.075374713,0.013792101,0.001731068,-0.987043285,-0.979267729,-0.98670474,-0.021415128,-0.052020789,0.096898072,-0.984625307,-0.95975831,-0.965594976,-0.100986131,-0.042517022,-0.059080168,-0.988464753,-0.987465915,-0.98531069,-0.962074066,-0.951755657,-0.962074066,-0.951755657,-0.986423976,-0.984205185,-0.942229044,-0.950491808,-0.989450317,-0.985831285,-0.979238032,-0.960763182,-0.966335091,-0.975204245,-0.94805307,-0.947514932,-0.98677559,-0.979141572,-0.98398048,-0.988576991,-0.980999858,-0.988151916,-0.981743665,-0.968188676,-0.968235778,-0.985576048,-0.95559861,-0.967869249,-0.962632578,-0.952802278,-0.983751647,-0.983687273,-0.964238768,-0.950484417,-0.986727418,-0.985416445,'SITTING'
0.278045439,-0.014722931,-0.108369635,-0.983081859,-0.936122705,-0.929106397,0.924454522,0.073338541,0.151679135,-0.985829034,-0.966983534,-0.935854966,0.074656839,0.005974303,0.001601349,-0.982078229,-0.970896863,-0.976522489,-0.036405929,-0.065068935,0.064288214,-0.976309017,-0.960104509,-0.945771803,-0.095997082,-0.040729924,-0.046583515,-0.977414911,-0.979684097,-0.979742084,-0.952738043,-0.937764028,-0.952738043,-0.937764028,-0.978774578,-0.972537872,-0.939574436,-0.94106991,-0.983010276,-0.97507615,-0.981203064,-0.945198619,-0.947597457,-0.983978375,-0.9350317,-0.924947175,-0.982243603,-0.971158288,-0.973211461,-0.983565761,-0.972776577,-0.978458923,-0.969913284,-0.964643069,-0.950963364,-0.978433538,-0.958015696,-0.949176822,-0.946913452,-0.942151232,-0.971730463,-0.972597744,-0.953399068,-0.943725756,-0.976108354,-0.975226588,'SITTING'
0.277539617,-0.014400971,-0.112057888,-0.991777287,-0.966877561,-0.959567862,0.940031368,0.021520671,-0.056776606,-0.992936404,-0.979355363,-0.965426494,0.075710979,0.012102014,-0.000175352,-0.989439392,-0.979002805,-0.985823623,-0.019871282,-0.06530775,0.083132604,-0.988410501,-0.976380487,-0.976972659,-0.101114775,-0.039148343,-0.052640988,-0.989472968,-0.989722664,-0.987954515,-0.974734999,-0.971994251,-0.974734999,-0.971994251,-0.985947225,-0.986520865,-0.964971114,-0.971225062,-0.99030735,-0.990302233,-0.990610228,-0.968060947,-0.970859343,-0.992375229,-0.96756129,-0.956412505,-0.989759187,-0.979180439,-0.983434323,-0.990027822,-0.980347169,-0.986845672,-0.98489356,-0.979830938,-0.976839729,-0.98955931,-0.974723218,-0.979130678,-0.974829227,-0.974447593,-0.985342359,-0.98699155,-0.977839702,-0.972027251,-0.990014273,-0.991062205,'SITTING'
0.273583823,-0.012346845,-0.10582737,-0.978466824,-0.928059134,-0.917564854,0.839305929,0.208553884,0.315551492,-0.972009989,-0.954225015,-0.92795065,0.080768731,-0.000842715,-0.012685248,-0.981664149,-0.964782832,-0.978928356,-0.036043068,-0.079361744,0.080442678,-0.981099172,-0.950173479,-0.946501418,-0.098649316,-0.042340982,-0.051719399,-0.98567125,-0.980275619,-0.979544105,-0.942167354,-0.924336184,-0.942167354,-0.924336184,-0.979303714,-0.968576777,-0.942077433,-0.933268487,-0.985476035,-0.976503766,-0.978505368,-0.939546008,-0.946635312,-0.97862319,-0.926995253,-0.909344306,-0.980944506,-0.963129473,-0.975330719,-0.984299609,-0.969776055,-0.981272224,-0.977266731,-0.959161754,-0.948367052,-0.982373346,-0.946107944,-0.951045695,-0.943078237,-0.92679803,-0.968908297,-0.967026276,-0.951952767,-0.93356301,-0.977775448,-0.976318115,'SITTING'
0.273351252,-0.013394502,-0.103808679,-0.987607637,-0.934933559,-0.90558439,0.936509243,0.121751063,0.063011156,-0.984536722,-0.960917426,-0.9239536,0.077002235,0.010135139,-0.001488234,-0.984561804,-0.978045838,-0.975978995,-0.047258346,-0.068432555,0.064567321,-0.980363734,-0.948109526,-0.959718633,-0.096742219,-0.043460255,-0.048556109,-0.987084634,-0.980727445,-0.988130142,-0.944080773,-0.924963263,-0.944080773,-0.924963263,-0.982375503,-0.973668776,-0.936593427,-0.937006097,-0.986514066,-0.979226998,-0.986325671,-0.953460406,-0.942031167,-0.988345258,-0.930781487,-0.896125264,-0.984550864,-0.978136218,-0.972656226,-0.98601963,-0.979564697,-0.977936447,-0.977149987,-0.957920289,-0.965428834,-0.981523241,-0.943733421,-0.961914054,-0.94583783,-0.927090118,-0.974121467,-0.972117017,-0.952293277,-0.938680777,-0.980707211,-0.978499038,'SITTING'
