a (AU),e,i (deg),w (deg),Node (deg),M (deg),q (AU),Q (AU),P (yr),H (mag),MOID (AU),class
0.86415837,0.273646741,13.2466291,328.6746509,134.2622602,288.0456118,0.6277,1.1,0.8,19.5,0.023208,ATE*
2.50917861,0.95604169,26.063434,210.7984373,315.1884085,248.968425,0.1103,4.91,3.97,19.1,0.029019,APO*
2.04414634,0.517436518,12.6963071,348.1584995,199.2089274,13.1783422,0.9864,3.1,2.92,18.7,0.00773,APO*
1.45245624,0.477873943,24.2769888,63.5352276,82.6959884,242.0674376,0.7584,2.15,1.75,20.2,0.045637,APO*
0.82548213,0.28664231,1.3269471,71.5968548,92.0567442,309.8489883,0.5889,1.06,0.75,18.8,0.016017,ATE*
0.93837596,0.68006554,5.4612388,314.2173864,117.550577,231.1633946,0.3002,1.58,0.91,21,0.005903,ATE*
1.37290192,0.731291689,5.0386642,120.6921125,0.1360416,103.0754807,0.3689,2.38,1.61,18.1,0.00146,APO*
1.48072254,0.447911915,5.772791,87.6274292,7.8121435,90.0301367,0.8175,2.14,1.8,20.3,0.037598,APO*
1.91725639,0.546212337,1.4591318,280.595296,127.1137239,307.2566625,0.87,2.96,2.65,20.3,0.013152,APO*
1.34077017,0.37747556,9.6300929,108.0719302,176.0597059,266.1855246,0.8347,1.85,1.55,20.5,0.011449,APO*
1.9247478,0.573078806,6.4072372,221.5041181,222.7002517,308.2618485,0.8217,3.03,2.67,18.1,0.031012,APO*
1.31537011,0.442784677,13.0919601,257.3160676,347.8575992,270.7234024,0.7329,1.9,1.51,20.7,0.014044,APO*
1.16274697,0.492925092,3.1371819,281.2236481,9.557415,20.7739771,0.5896,1.74,1.25,22.1,0.002482,APO
2.90883681,0.719824357,54.5000589,120.3835184,187.5839709,181.6153691,0.815,5,4.96,18.1,0.023627,APO*
1.59855263,0.502902173,20.0747137,101.7557882,154.9117822,120.0360991,0.7946,2.4,2.02,21.8,0.04432,APO*
1.44292523,0.290415627,5.8134133,162.6969729,333.6177473,51.9400488,1.0239,1.86,1.73,20.3,0.04172,AMO*
0.77658969,0.381536249,12.1854349,321.9348463,220.0658707,42.6099754,0.4803,1.07,0.68,19.4,0.024733,ATE*
0.93624802,0.569828456,14.3176703,127.7502288,58.9150329,71.4153213,0.4027,1.47,0.91,20.3,0.005542,ATE*
1.11956649,0.521863639,30.8429807,116.1664806,198.4724383,66.0357029,0.5353,1.7,1.18,19,0.035597,APO*
0.9230126,0.199242582,21.8451133,295.8534236,177.6131375,139.6222502,0.7391,1.11,0.89,18.6,0.029283,ATE*
3.21112594,0.75717165,13.5055159,238.2193448,202.9883689,142.1143581,0.7798,5.64,5.75,17.7,0.007545,APO*
1.32107761,0.335012815,1.8659382,142.2393899,134.2235361,267.6980336,0.8785,1.76,1.52,21.9,0.012839,APO*
2.12251325,0.653310269,34.8482905,284.7653023,275.5713996,237.6489054,0.7359,3.51,3.09,15.8,0.019516,APO*
0.74128723,0.36740384,6.9723905,153.0006168,74.442804,49.2542834,0.4689,1.01,0.64,19.9,0.015588,ATE*
1.74642489,0.456365018,10.5652358,216.0481576,68.6895895,78.5441784,0.9494,2.54,2.31,19.3,0.002283,APO*
1.07686074,0.159932218,26.9190264,104.7349378,24.2402955,221.9877571,0.9046,1.25,1.12,19.4,0.005028,APO*
1.86415439,0.735268468,10.980038,290.6125424,84.3707238,330.1640243,0.4935,3.23,2.55,18.5,0.027302,APO*
1.1937528,0.497550538,16.5324332,258.2568709,67.9736787,316.9146844,0.5998,1.79,1.3,19.6,0.006341,APO*
1.72699235,0.487512925,10.8952563,143.5863854,53.3817464,287.4328975,0.8851,2.57,2.27,18.2,0.042562,APO*
0.71107703,0.550391832,19.5858562,327.8834037,288.637911,48.7404513,0.3197,1.1,0.6,19.6,0.029915,ATE*
1.1990384,0.127373771,9.3549495,214.2546882,117.2217638,340.0356588,1.0463,1.35,1.31,20.9,0.048891,AMO*
1.60091982,0.393555609,8.0717731,136.5634125,112.0144201,192.4654459,0.9709,2.23,2.03,18.3,0.020863,APO*
2.45937807,0.595076722,20.4859839,344.0625422,38.4747003,235.9597817,0.9959,3.92,3.86,18.5,0.017714,APO*
1.25018493,0.26568222,16.3283021,135.3990708,156.4386067,317.9086944,0.918,1.58,1.4,20.2,0.027006,APO*
1.87601824,0.700043893,47.7097818,269.1536216,271.1739844,294.7628569,0.5627,3.19,2.57,18.2,0.026682,APO*
1.26211574,0.197804538,38.2909139,173.8089989,40.1169448,26.7018158,1.0125,1.51,1.42,18.7,0.006057,APO*
1.48549318,0.440743006,38.3439253,297.6357674,249.9076342,327.5305167,0.8308,2.14,1.81,19.3,0.017724,APO*
1.46066976,0.337420567,16.0011645,155.6094545,38.3520835,32.3637043,0.9678,1.95,1.77,19.6,0.015927,APO*
2.08955617,0.625345219,4.7121558,121.9272901,236.5526965,291.4651723,0.7829,3.4,3.02,20.3,0.006028,APO*
1.00495726,0.106964006,33.5241984,256.5110883,91.4727795,148.6759717,0.8975,1.11,1.01,20.6,0.035006,APO*
1.22502683,0.200208151,23.7671972,9.6192591,157.1413298,51.1365105,0.9798,1.47,1.36,19.9,0.007973,APO*
1.00265566,0.07537165,14.5206454,108.8959638,40.4053894,337.076582,0.9271,1.08,1,20.5,0.029829,APO*
2.54459578,0.671837637,9.6562743,322.3673169,102.0897193,197.1534811,0.835,4.25,4.06,19.7,0.035309,APO*
1.28381265,0.234850117,10.6223312,149.6254574,204.9149443,229.3748637,0.9823,1.59,1.45,20.4,0.011378,APO*
0.85327712,0.286352227,4.6955174,188.0443272,101.4608919,74.6332122,0.6089,1.1,0.79,21.5,0.046219,ATE*
1.99787429,0.593339083,7.691998,109.9024792,298.8909815,274.4855385,0.8125,3.18,2.82,18.3,0.026828,APO*
2.59572176,0.61717296,13.2712989,4.9284281,1.4028558,233.4248609,0.9937,4.2,4.18,16.7,0.006927,APO*
1.8499028,0.449503463,2.3897023,164.1776557,82.0677398,239.2931266,1.0184,2.68,2.52,20.8,0.009182,AMO*
1.47179597,0.404729067,12.9963697,304.7247698,307.6721126,351.1111544,0.8761,2.07,1.79,19.7,0.008871,APO*
1.25575021,0.242611786,5.7066196,59.6640172,244.0468726,5.1932787,0.9511,1.56,1.41,19.6,0.018805,APO*
0.91143899,0.870263469,9.4422101,159.8629996,148.0531564,251.6729054,0.1182,1.7,0.87,21.2,0.018846,ATE*
1.94189221,0.491669285,12.2533149,19.1761893,87.5912484,267.3518671,0.9871,2.9,2.71,20,0.019967,APO*
1.12091471,0.170117146,25.9795792,252.9484602,9.0954872,162.3652989,0.9302,1.31,1.19,20.1,0.035445,APO*
2.49847948,0.700135841,2.5762842,251.1524087,177.2650765,197.284781,0.7492,4.25,3.95,19.9,0.003083,APO*
2.42140695,0.591566203,18.6745695,355.3881395,283.7815148,144.800029,0.989,3.85,3.77,17.5,0.025811,APO*
2.19762397,0.808317976,3.3546175,84.0142428,339.6800939,230.0521615,0.4212,3.97,3.26,18.6,0.010844,APO*
1.95009032,0.755103374,12.3715718,263.2710477,103.0910125,181.9967178,0.4776,3.42,2.72,17.9,0.01612,APO*
1.0762118,0.200910373,7.1915934,84.59164,250.6956419,139.6492484,0.86,1.29,1.12,20.8,0.000122,APO*
1.89667224,0.766720105,13.8027327,64.9583086,22.9850014,267.8380302,0.4425,3.35,2.61,18,0.034254,APO*
1.64561757,0.76270405,23.3436296,241.6109154,101.5457587,284.7115033,0.3905,2.9,2.11,18.8,0.033341,APO*
1.06230745,0.134591531,19.7789581,225.3377473,214.2638372,344.8484806,0.9193,1.21,1.09,21.3,0.038985,APO*
0.63522262,0.531191253,18.9447375,352.9904619,37.0322016,286.1887371,0.2978,0.97,0.51,18.4,0.039215,IEO*
1.2638497,0.355373091,22.8825875,265.7129943,61.4349278,21.8049436,0.8147,1.71,1.42,20.9,0.04662,APO*
1.49008713,0.366370249,68.4154938,188.7440662,262.9590146,23.8589291,0.9442,2.04,1.82,17.4,0.036596,APO*
1.4951888,0.43822373,24.6313944,299.4574151,181.2168402,13.3078248,0.84,2.15,1.83,20,0.002087,APO*
2.60319806,0.629938545,17.0687841,207.6306801,110.8685085,103.4936177,0.9633,4.24,4.2,17.1,0.006845,APO*
2.01250608,0.527584767,7.2277118,160.6769685,272.0359032,309.6503807,0.9507,3.07,2.86,18.8,0.009495,APO*
2.9539087,0.704474911,21.6598922,316.1361276,207.8993661,133.9618182,0.873,5.03,5.08,20.1,0.013259,APO*
2.62625613,0.610679192,13.4249464,190.4560197,80.6091325,134.5553857,1.0225,4.23,4.26,18,0.01326,AMO*
1.62042356,0.376157275,4.571702,8.743335,286.0082805,276.5118265,1.0109,2.23,2.06,19.9,0.001749,APO*
1.23207472,0.486311794,21.3949733,87.2576982,21.5787229,220.7533075,0.6329,1.83,1.37,18.4,0.023784,APO*
0.96327453,0.312679179,7.8072358,260.8126006,183.8805051,54.8424281,0.6621,1.26,0.95,21.1,0.034014,ATE*
0.67389207,0.665239499,2.0150635,9.9042675,80.780481,254.4537696,0.2256,1.12,0.55,21.4,0.00555,ATE*
2.19260972,0.667506462,8.9141087,106.5850041,72.4734419,218.7454522,0.729,3.66,3.25,19.8,0.001971,APO*
1.91345914,0.823962788,1.5852905,18.73099,62.0279598,191.4504251,0.3368,3.49,2.65,18.7,0.019002,APO*
1.20931218,0.293277315,17.7200784,130.3198195,303.2831117,316.1680383,0.8546,1.56,1.33,19.4,0.047165,APO*
1.85477478,0.541787719,0.3539695,140.4635701,27.8716611,277.1841028,0.8499,2.86,2.53,20.5,0.001823,APO*
1.15435063,0.474834777,1.4936596,33.4445122,342.7744205,72.1121544,0.6062,1.7,1.24,21.1,0.018305,APO*
2.10853734,0.543893894,9.9357712,186.4418873,110.4608381,191.954508,0.9617,3.26,3.06,19.5,0.049632,APO*
1.02314986,0.549791088,6.5281672,50.5289901,33.7987255,86.1832224,0.4606,1.59,1.03,18.7,0.015274,APO*
1.23634164,0.369391541,21.6197194,105.7191307,73.0282311,130.191516,0.7796,1.69,1.37,19.5,0.033167,APO*
1.68056663,0.430541955,3.4428833,223.2454946,174.5884156,228.9641956,0.957,2.4,2.18,18.9,0.011717,APO*
1.99694869,0.560917032,8.1796609,133.6470048,51.9477582,267.66064,0.8768,3.12,2.82,18.6,0.010428,APO*
0.99791051,0.36951866,11.7273241,251.1710922,268.1235555,125.971615,0.6292,1.37,1,21.5,0.017713,ATE*
2.92918241,0.686550572,17.5693986,319.4386721,292.797258,119.3658894,0.9182,4.94,5.01,19.3,0.001385,APO*
1.66666147,0.424672176,6.7158298,242.3599884,67.7127062,232.8943421,0.9589,2.37,2.15,19.4,0.047509,APO*
1.0348164,0.192166599,21.4729138,98.9479938,322.7878412,57.9879085,0.836,1.23,1.05,18,0.013799,APO*
1.25986242,0.247689404,26.3868919,121.3248663,180.1282433,41.1200793,0.9478,1.57,1.41,22,0.041133,APO*
1.75967555,0.426209982,12.6779776,28.527713,323.1805164,217.7372192,1.0097,2.51,2.33,19.4,0.030973,APO*
1.07059461,0.174420331,17.2148696,262.0660243,322.5575761,203.3820425,0.8839,1.26,1.11,20.5,0.022733,APO*
1.06935444,0.194528025,24.8306526,78.2343566,39.1352076,47.5667265,0.8613,1.28,1.11,18.2,0.001749,APO*
1.49244849,0.538676866,4.7305413,252.2446391,244.1050828,184.5048074,0.6885,2.3,1.82,20.2,0.014027,APO*
1.30567441,0.292479944,25.6063523,48.1415678,349.6572089,301.4888308,0.9238,1.69,1.49,19.9,0.005929,APO*
1.47783234,0.363719772,3.7105144,159.560886,90.8485297,2.5087212,0.9403,2.02,1.8,20.3,0.024886,APO*
2.23844189,0.705028865,7.306352,246.8739478,21.5602452,200.210288,0.6603,3.82,3.35,18.3,0.027377,APO*
1.45875215,0.34832583,4.2379369,248.4096224,259.4822712,181.021182,0.9506,1.97,1.76,20.3,0.042617,APO*
1.70842061,0.52646365,4.2218704,87.758995,44.4643221,164.4142733,0.809,2.61,2.23,19.7,0.032003,APO*
1.71509248,0.413921996,14.7578497,179.13587,55.9570407,324.5487945,1.0052,2.43,2.25,19.5,0.005894,APO*
1.54420828,0.412088278,3.9354121,61.7534464,195.7886997,330.1134827,0.9079,2.18,1.92,20.9,0.015982,APO*
2.00004676,0.541488561,1.7825496,126.6871608,255.4277792,169.6699359,0.917,3.08,2.83,19.9,0.008546,APO*
1.42651328,0.409353178,16.714513,102.2799993,92.2794843,197.3316611,0.8426,2.01,1.7,18.8,0.047308,APO*
1.43156708,0.332579929,18.7267197,193.1329914,307.6058641,219.5521131,0.9555,1.91,1.71,20.7,0.02245,APO*
1.23132927,0.275757877,35.3394495,121.3137149,273.4976886,17.5782723,0.8918,1.57,1.37,18.8,0.011293,APO*
0.94187813,0.337922475,6.2477203,109.2995821,75.2728303,345.3394708,0.6236,1.26,0.91,20.6,0.013709,ATE*
2.22179919,0.59340798,8.1327027,139.2709379,107.6687435,224.9625507,0.9034,3.54,3.31,18.3,0.010464,APO*
1.71572365,0.463601965,6.4771031,6.5948964,154.2368308,160.3634186,0.9203,2.51,2.25,19.5,0.049655,APO*
3.20769569,0.698563286,10.00767,337.246609,340.0983264,111.0675588,0.9669,5.45,5.75,18,0.006175,APO*
1.28475105,0.279632678,4.0182979,95.6260364,56.5511105,257.2117826,0.9255,1.64,1.46,21,0.038208,APO*
1.84034521,0.495101318,30.8063078,222.9277024,28.1850528,290.8366348,0.9292,2.75,2.5,19.2,0.013753,APO*
1.18774416,0.230705372,5.5225164,325.6620456,316.8180999,85.8746877,0.9137,1.46,1.29,21.5,0.037267,APO*
1.69785575,0.82723424,3.5694505,109.3925169,107.0865931,168.9042664,0.2933,3.1,2.21,20.4,0.014723,APO*
1.75890724,0.493764476,16.5479707,331.6143975,82.4159275,187.9580185,0.8904,2.63,2.33,20,0.047869,APO*
1.14986411,0.272710324,3.5542945,87.7729657,71.7209428,301.4707858,0.8363,1.46,1.23,21.4,0.013958,APO*
0.8202623,0.277281674,10.0275767,28.943901,279.8008194,326.7085583,0.5928,1.05,0.74,20.2,0.011509,ATE*
1.13326045,0.228868672,31.483498,307.0459074,34.4451283,82.6536153,0.8739,1.39,1.21,18.6,0.046505,APO*
1.38066598,0.277878842,20.3648235,178.5953261,91.4936835,138.8605049,0.997,1.76,1.62,18.9,0.018822,APO*
1.9101863,0.463522965,6.6903802,10.8098531,203.3821023,58.7543475,1.0248,2.8,2.64,18.4,0.024485,AMO*
1.01391131,0.144127938,11.8716407,98.6322126,131.1940031,275.3906786,0.8678,1.16,1.02,21.9,0.023653,APO*
1.33187901,0.418437196,4.5441236,298.1441535,24.8160772,0.0521652,0.7746,1.89,1.54,20.1,0.017585,APO*
1.32808252,0.628756778,6.8507523,251.8381062,80.0641185,320.7588018,0.493,2.16,1.53,20.4,0.0023,APO*
1.23920213,0.292717498,5.2147842,225.4145018,13.636379,202.4580163,0.8765,1.6,1.38,21.1,0.023886,APO*
1.31318947,0.738662349,3.9080912,271.3869619,3.7565201,351.1238137,0.3432,2.28,1.5,20.6,0.034641,APO*
0.83499263,0.566610103,13.7775002,310.1073453,3.8989781,345.1587205,0.3619,1.31,0.76,20.8,0.035762,ATE*
2.30194151,0.576792887,9.5132552,186.511905,84.9430001,75.9624301,0.9742,3.63,3.49,18,0.036467,APO*
1.97843225,0.479649968,14.1809208,154.9084216,103.0660703,73.3484052,1.0295,2.93,2.78,19.3,0.040277,AMO*
1.57573433,0.622152349,6.2433653,265.7064973,102.4351817,248.6396234,0.5954,2.56,1.98,21,0.004922,APO*
1.45270512,0.301796917,14.1123751,335.7899244,151.5022393,213.5626477,1.0143,1.89,1.75,22,0.044192,APO*
1.94081375,0.524552815,9.1423285,38.2836166,308.2664524,278.9481195,0.9228,2.96,2.7,18.3,0.010116,APO*
1.03050513,0.565580501,20.533769,122.1945178,162.3518655,167.1055725,0.4477,1.61,1.05,20.3,0.005287,APO*
2.06473269,0.669729131,2.1005382,135.1030934,233.2971674,144.3373179,0.6819,3.45,2.97,17.7,0.018775,APO*
1.85451474,0.537487759,38.5063287,237.6880734,124.8249377,186.8943358,0.8577,2.85,2.53,19.5,0.00852,APO*
1.81038114,0.503210501,19.2812149,142.8457717,83.6678608,121.2056882,0.8994,2.72,2.44,19.4,0.042017,APO*
1.66203733,0.453232821,2.9957732,278.9807,102.9122351,213.7773489,0.9087,2.42,2.14,19.7,0.032338,APO*
1.85800538,0.495815898,30.5634184,216.7022384,54.3188245,77.622155,0.9368,2.78,2.53,18.8,0.00741,APO*
0.7708108,0.347717377,7.2175297,7.2034445,331.5309973,267.7313412,0.5028,1.04,0.68,20.6,0.034297,ATE*
1.06476574,0.723668455,21.5193937,229.438349,158.7958421,156.4253978,0.2942,1.84,1.1,19.4,0.011119,APO*
1.17170745,0.317829041,2.9437725,120.1020939,176.9391623,147.8669991,0.7993,1.54,1.27,21,0.017277,APO*
2.08573334,0.625030713,1.7935612,89.931124,271.9110989,193.408406,0.7821,3.39,3.01,18.2,0.012708,APO*
1.24203004,0.229853317,9.1115371,21.7214642,358.4851785,34.4196644,0.9565,1.53,1.38,21.4,0.03136,APO*
1.25251054,0.35140127,3.9485173,309.861948,128.2345653,330.3846115,0.8124,1.69,1.4,20.3,0.02428,APO*
1.13184263,0.365375917,14.2381654,272.5767782,167.3228499,325.5380385,0.7183,1.55,1.2,21.7,0.005036,APO*
1.58336525,0.660742632,25.4308641,277.288206,65.8148141,83.1162966,0.5372,2.63,1.99,19.7,0.02013,APO*
2.48941865,0.608292176,75.412403,357.8094808,179.3774821,88.3651975,0.9751,4,3.93,18.2,0.020511,APO*
1.60981774,0.41811312,39.627166,212.7700303,37.641829,118.6809438,0.9367,2.28,2.04,18.6,0.022999,APO*
1.53470079,0.518626241,4.7547634,229.3439728,117.6255039,78.8531673,0.7388,2.33,1.9,20,0.040213,APO*
1.94592978,0.468616184,4.1679902,190.7685242,158.6996008,18.7465772,1.034,2.86,2.71,19.8,0.029467,AMO*
0.84505523,0.313786332,6.1955414,162.7217705,259.4169086,168.5341952,0.5799,1.11,0.78,20.5,0.034553,ATE*
0.72764478,0.510698799,23.4999807,204.0178409,215.491665,225.1527344,0.356,1.1,0.62,20.5,0.001442,ATE*
0.67172991,0.581795227,5.9530191,17.7766455,40.9018782,335.3187663,0.2809,1.06,0.55,19.1,0.003064,ATE*
1.32311755,0.365816427,3.7184602,76.7105634,97.8768777,221.2661605,0.8391,1.81,1.52,21.2,0.014715,APO*
0.71182497,0.498848699,22.1043007,340.6854281,79.2007736,268.3936578,0.3567,1.07,0.6,21.9,0.003417,ATE*
0.90445389,0.436951247,16.9203581,242.3144301,120.5229341,225.1086908,0.5093,1.3,0.86,20.8,0.035052,ATE*
1.00760814,0.423319932,4.7742188,324.7438491,128.0418624,22.495886,0.5811,1.43,1.01,21.5,0.04108,APO*
0.72003985,0.495784463,0.7631773,282.6150122,166.1628515,180.4017942,0.3631,1.08,0.61,22.1,0.011355,ATE
1.40053688,0.486534601,19.9838614,256.7340781,265.0243572,237.3682848,0.7191,2.08,1.66,20.7,0.01383,APO*
0.93847233,0.395220931,25.1915877,237.358962,262.8139871,332.4068678,0.5676,1.31,0.91,19.4,0.006314,ATE*
1.29308393,0.302464586,1.6612884,308.7605424,105.3762434,70.1995913,0.902,1.68,1.47,21.7,0.000677,APO*
2.87825878,0.729314342,14.5385405,303.8203404,311.0030211,48.193423,0.7791,4.98,4.88,18.2,0.027017,APO*
1.16982574,0.493836852,23.6549502,97.4602154,283.4053268,122.1578596,0.5921,1.75,1.27,19.4,0.043735,APO*
1.46587678,0.850518003,23.5949338,232.3573518,229.5993079,67.9896598,0.2191,2.71,1.77,18.6,0.048203,APO*
1.07803252,0.132642989,12.0285832,296.9741749,166.1246938,60.2419604,0.935,1.22,1.12,20.7,0.006024,APO*
1.08584354,0.065218661,13.3657505,359.6626687,196.0900231,296.075716,1.015,1.16,1.13,21,0.014279,APO*
1.46918745,0.498194007,5.4217189,312.7183146,156.3848232,3.4206094,0.7372,2.2,1.78,19.8,0.046525,APO*
0.94687223,0.580246682,5.4713646,299.9030476,225.2633446,355.1873603,0.3975,1.5,0.92,21.2,0.015205,ATE*
1.62595124,0.525078559,29.5952985,294.8265403,177.5156572,337.6832588,0.7722,2.48,2.07,19.8,0.024256,APO*
1.43523539,0.329702933,30.3370514,311.2758658,343.7419411,116.9735604,0.962,1.91,1.72,20.6,0.040201,APO*
0.85571623,0.533816556,8.1577216,152.9717314,82.0016606,263.1091132,0.3989,1.31,0.79,21.7,0.042196,ATE*
1.24994712,0.245348143,34.8411017,309.2684125,149.9454028,56.7621145,0.9433,1.56,1.4,19.3,0.02733,APO*
1.60816029,0.381481915,32.6773863,196.6877407,8.3020236,210.6037244,0.9947,2.22,2.04,18.6,0.007801,APO*
2.19322731,0.703358961,24.5958755,75.6421308,86.0658418,345.9455576,0.6506,3.74,3.25,18.6,0.023716,APO*
2.60284145,0.714477254,1.5618002,184.8798568,159.6999652,333.2050335,0.7432,4.46,4.2,19.3,0.024918,APO*
1.86395068,0.472804919,3.8566285,17.5510169,53.2527314,250.3355496,0.9827,2.75,2.54,20.8,0.006176,APO*
1.86300844,0.460865891,2.1319165,329.9200371,38.8306713,271.8270317,1.0044,2.72,2.54,19.7,0.017098,APO*
1.92597689,0.654180439,9.5557275,89.5925034,24.1489474,262.312726,0.666,3.19,2.67,20,0.025491,APO*
1.49044934,0.325363893,2.3068562,65.2362819,172.075309,179.3828269,1.0055,1.98,1.82,21.4,0.03168,APO*
2.15057251,0.638668514,6.0385306,99.2826034,333.0166141,124.3590596,0.7771,3.52,3.15,20.3,0.031194,APO*
2.04758626,0.60660065,27.5956345,246.117169,104.9864375,344.6646781,0.8055,3.29,2.93,19.8,0.01605,APO*
2.26533567,0.603380148,4.757684,286.4496942,344.3605601,223.6754072,0.8985,3.63,3.41,19.3,0.038534,APO*
2.34581086,0.734184906,4.3113203,249.3934516,96.1864567,74.7343921,0.6236,4.07,3.59,19.1,0.020247,APO*
0.67082557,0.526354283,28.1630057,356.5197365,252.6970618,233.1158438,0.3177,1.02,0.55,20.9,0.037296,ATE*
0.90672081,0.868438093,4.0351876,322.3927348,342.783897,80.2264724,0.1193,1.69,0.86,21.7,0.012957,ATE*
2.56865486,0.700250764,21.6109799,248.4450657,55.8764722,8.013905,0.77,4.37,4.12,21,0.017266,APO*
2.27655112,0.780568036,6.6876065,261.0851047,195.7305046,298.5373803,0.4995,4.05,3.43,19.1,0.001505,APO*
2.10258735,0.598968359,5.2646948,226.5553666,55.3511306,165.1851698,0.8432,3.36,3.05,21.5,0.014491,APO*
2.78194056,0.646582795,2.8869141,2.974619,306.7632601,62.5419571,0.9832,4.58,4.64,20.3,0.017048,APO*
1.60598678,0.562906401,18.4800407,250.5248631,51.9937358,41.2635897,0.702,2.51,2.04,19.6,0.047987,APO*
1.73758857,0.495100208,2.4484043,296.5669039,55.8446618,170.1044631,0.8773,2.6,2.29,20.7,0.010329,APO*
2.02161248,0.607077598,3.2821947,90.4331699,122.0438011,199.7054658,0.7943,3.25,2.87,21.5,0.024008,APO*
1.2532189,0.312149105,38.6974102,301.1593059,359.8546017,84.8301721,0.862,1.64,1.4,20.7,0.026755,APO*
2.51760108,0.693667298,6.797575,80.4196221,213.9054189,348.3661599,0.7712,4.26,3.99,20.8,0.031186,APO*
1.550717,0.502260475,8.4189582,287.8573637,23.5104594,222.1742599,0.7719,2.33,1.93,21.3,0.002928,APO*
1.78529033,0.58314845,9.3546368,78.2224612,326.6293436,249.4184701,0.7442,2.83,2.39,21.2,0.013038,APO*
2.33004612,0.579779306,7.8817876,204.5817792,174.685271,59.3259519,0.9791,3.68,3.56,19.4,0.006271,APO*
2.06592407,0.746120529,24.8952113,273.1305984,181.6165015,343.6697617,0.5245,3.61,2.97,19,0.023486,APO*
2.7444972,0.713666173,2.4037093,268.3002744,6.4856168,52.3062083,0.7858,4.7,4.55,20.8,0.018898,APO*
1.14796959,0.580429176,23.1553599,241.791685,350.6322721,41.4769039,0.4817,1.81,1.23,21.3,0.020818,APO*
2.82918384,0.671419589,3.4830219,22.4763908,39.7104021,292.3920403,0.9296,4.73,4.76,20.6,0.010636,APO*
0.90134338,0.501314968,23.2325433,47.3795689,166.8543939,92.8947849,0.4495,1.35,0.86,20.6,0.008102,ATE*
1.39031117,0.417746681,19.0749701,116.7448394,353.1581688,10.9446196,0.8095,1.97,1.64,20.2,0.020703,APO*
2.62739517,0.681053433,9.6661796,115.2378553,207.6084136,11.0471141,0.838,4.42,4.26,20.7,0.031972,APO*
0.85092657,0.443802864,23.7458835,320.9127898,236.2872364,348.0937882,0.4733,1.23,0.78,21.1,0.036966,ATE*
2.16413286,0.555140159,4.3063787,137.243091,345.0270038,248.4349747,0.9627,3.37,3.18,19.9,0.02403,APO*
1.97596595,0.586785239,2.3841428,78.6176928,52.3337344,184.9893515,0.8165,3.14,2.78,21.8,0.014734,APO*
1.39985023,0.624289782,13.5344998,69.2792831,259.9813167,38.7024211,0.5259,2.27,1.66,20.7,0.032169,APO*
1.4764985,0.719612004,3.4337671,344.5399324,341.7715873,78.1267428,0.414,2.54,1.79,19.7,0.046545,APO*
1.54432451,0.476719683,20.8176655,106.7293042,0.7452819,28.3424625,0.8081,2.28,1.92,22,0.035948,APO*
2.12009647,0.602069459,7.2578815,293.8229131,178.5229417,308.7596638,0.8437,3.4,3.09,19.7,0.027,APO*
1.32338923,0.701859599,20.9051642,302.6929089,53.1105196,201.1814968,0.3946,2.25,1.52,19.9,0.024166,APO*
1.30608055,0.472999185,25.9168614,79.9927895,54.5529511,5.3838175,0.6883,1.92,1.49,21.8,0.037029,APO*
1.16748456,0.728168258,19.8834547,133.3589111,251.9906848,322.1047563,0.3174,2.02,1.26,20.6,0.024293,APO*
1.68123407,0.644096765,10.8897517,88.6964351,162.8829694,30.8689872,0.5984,2.76,2.18,19.4,0.002405,APO*
1.4536508,0.613208424,23.5585744,103.313422,13.4972719,293.2480433,0.5623,2.35,1.75,20.5,0.028879,APO*
1.58108804,0.43503324,20.2676439,302.3578355,14.9341752,284.3237807,0.8933,2.27,1.99,21.4,0.030957,APO*
2.16632767,0.667082128,1.983683,147.9904778,329.0236988,127.7040089,0.7212,3.61,3.19,19.6,0.022262,APO*
1.89827869,0.504604104,3.6005363,18.0357691,50.7306016,212.8346208,0.9404,2.86,2.62,21.5,0.014507,APO*
2.19172129,0.758216526,8.5217983,294.1793544,212.9072803,98.7376953,0.5299,3.85,3.24,20.8,0.049167,APO*
17.81867904,0.94610092,19.3705442,332.8913626,49.3041988,83.0551049,0.9604,34.68,75.22,17.2,0.020649,APO*
2.3799208,0.70183707,2.6837247,303.2410369,62.916712,255.349107,0.7096,4.05,3.67,20.3,0.011419,APO*
1.81789102,0.647802014,8.9101342,275.0350591,270.398414,342.8201596,0.6403,3,2.45,19.6,0.004318,APO*
2.46192168,0.593217502,1.3773608,61.7954621,9.469866,161.9192223,1.0015,3.92,3.86,21.1,0.026234,APO*
1.28659099,0.519426248,2.0313897,287.5621944,279.8413696,217.2432269,0.6183,1.95,1.46,22.1,0.007593,APO
1.03385843,0.276841373,2.4093043,127.3832263,220.0947736,189.0609153,0.7476,1.32,1.05,21.7,0.01811,APO*
1.69864297,0.599813178,6.3458002,303.2458635,319.8787146,195.4901787,0.6798,2.72,2.21,19.8,0.047021,APO*
1.32273439,0.272179124,11.5512437,50.1974563,132.8624035,44.9431684,0.9627,1.68,1.52,20.8,0.042936,APO*
2.32717111,0.568847042,18.2978686,179.2863627,319.572877,282.6335912,1.0034,3.65,3.55,21.1,0.016947,APO*
1.13762388,0.166675038,12.2640405,307.525598,318.7026327,261.0764257,0.948,1.33,1.21,20.4,0.00723,APO*
