ang,xF,yF,wF,hF,xRE,yRE,xLE,yLE,xN,yN,xRM,yRM,xLM,yLM,label
15,309,255,108,128,347,278,390,284,374,304,351,331,380,335,2
15,304,260,113,129,344,283,390,287,374,311,353,336,379,340,2
15,305,258,109,133,345,285,388,290,374,312,351,337,380,344,2
15,308,257,108,127,347,281,391,287,375,307,354,332,379,340,2
15,309,252,109,131,348,278,397,285,376,306,356,332,387,335,2
15,310,260,104,124,349,282,392,289,376,309,354,337,380,338,2
15,304,258,114,133,348,284,391,290,375,312,349,338,381,344,2
15,308,260,108,127,350,288,394,294,376,314,354,342,384,344,2
15,308,261,112,129,348,285,393,291,377,309,354,337,382,343,2
15,313,258,107,131,353,282,394,287,379,309,353,333,384,338,2
15,310,256,110,127,353,283,396,287,381,307,357,334,385,338,2
15,308,256,117,130,353,281,394,287,379,308,356,333,384,339,2
15,308,265,115,128,354,289,397,295,379,320,357,341,384,347,2
15,307,263,115,134,350,290,393,298,378,318,355,344,380,349,2
15,311,263,113,131,351,287,396,295,381,318,355,343,387,346,2
15,313,255,114,139,354,282,399,290,382,311,357,337,388,343,2
15,309,254,118,137,354,284,397,292,384,313,361,338,384,338,2
15,314,261,110,139,354,286,397,293,382,316,357,341,386,344,2
15,302,262,125,138,354,286,399,294,382,313,358,341,389,344,2
15,313,263,114,138,353,288,400,295,382,317,361,343,390,347,2
15,306,261,121,139,354,288,398,295,384,317,358,343,386,346,2
15,307,264,116,134,354,289,399,294,382,318,362,343,391,347,2
15,313,260,115,133,351,283,399,291,383,311,359,338,387,340,2
15,307,255,120,134,356,281,399,290,386,311,361,336,386,341,2
15,309,261,116,132,351,286,398,294,381,317,357,343,387,346,2
15,310,264,115,136,352,294,395,300,379,320,353,347,385,351,2
15,309,268,116,133,351,294,396,300,380,324,355,351,385,354,2
15,305,264,117,133,352,291,397,297,382,319,352,346,385,349,2
15,305,261,121,135,355,289,396,295,380,315,356,343,387,347,2
15,310,267,115,131,354,292,397,300,377,320,357,347,387,352,2
15,307,269,111,131,350,295,396,301,377,321,354,348,382,352,2
15,309,264,113,136,353,295,396,299,379,322,355,347,386,350,2
15,309,266,118,133,354,291,396,297,379,321,358,344,388,348,2
15,305,269,117,133,351,296,395,301,379,326,356,350,385,354,2
15,305,271,118,136,350,300,394,306,377,327,353,352,382,357,2
15,305,267,116,133,349,295,394,301,376,321,356,347,383,352,2
15,300,263,123,138,350,288,397,295,377,320,356,342,387,348,2
15,310,260,116,140,350,289,396,294,379,318,356,342,385,347,2
15,307,266,114,136,350,294,394,298,376,320,353,347,385,350,2
15,310,268,112,135,349,295,393,300,375,321,353,349,382,352,2
15,308,266,112,137,348,294,394,300,377,321,353,348,383,349,2
15,310,263,112,136,348,292,394,297,377,317,353,344,387,347,2
15,307,260,113,135,350,291,395,296,377,318,351,344,382,346,2
15,305,266,112,131,345,295,391,300,374,323,349,346,382,349,2
15,307,265,107,129,345,292,391,298,373,320,351,346,379,349,2
15,311,263,107,131,345,289,395,295,374,315,351,343,382,345,2
15,307,258,108,134,345,287,389,292,372,314,350,340,382,341,2
15,310,260,105,129,347,289,393,294,371,316,354,340,381,344,2
15,306,261,107,125,345,287,389,292,371,313,351,339,379,343,2
15,307,260,105,124,344,284,390,287,372,308,350,335,379,339,2
15,304,258,110,124,345,282,390,285,371,305,351,334,381,335,2
15,305,257,111,122,345,280,388,284,371,304,355,329,381,333,2
15,304,260,111,123,343,282,387,284,368,308,350,335,378,336,2
15,303,258,108,125,343,281,386,284,370,305,351,331,377,335,2
15,303,254,111,126,344,277,388,282,371,302,352,329,380,332,2
15,306,258,108,125,345,281,387,285,371,303,351,330,378,333,2
15,304,256,108,128,343,282,387,286,370,305,345,333,376,335,2
15,300,254,114,124,342,278,384,283,369,301,347,329,378,332,2
15,307,263,101,120,342,287,385,291,367,309,347,337,377,338,2
15,304,258,111,129,343,285,388,290,373,311,348,335,379,340,2
15,306,260,113,134,350,284,391,289,373,313,353,337,381,339,2
15,306,265,112,124,344,287,391,291,371,320,351,341,382,343,2
15,307,258,110,129,347,286,394,291,371,315,354,338,385,341,2
15,309,260,107,136,345,285,390,289,371,316,351,339,378,342,2
15,306,260,114,129,347,283,393,288,375,312,354,335,382,338,2
15,315,255,101,135,349,284,393,287,377,312,354,337,381,341,2
15,310,269,105,129,348,292,390,296,372,321,349,344,381,351,2
15,308,268,106,133,347,295,391,301,374,321,350,348,380,352,2
15,309,273,108,131,348,295,390,298,373,323,352,348,381,351,2
15,310,274,109,130,347,298,393,302,376,324,350,351,379,355,2
15,311,273,109,132,348,297,393,302,374,325,350,349,383,354,2
15,311,274,105,131,346,297,395,302,378,326,355,351,380,356,2
15,310,273,107,133,348,299,394,303,378,326,354,349,384,354,2
15,307,272,113,133,350,300,394,304,376,329,356,353,386,354,2
15,311,272,107,133,350,295,398,300,380,324,353,348,388,355,2
15,310,274,117,135,352,300,398,304,382,327,356,351,386,356,2
15,305,273,117,131,354,299,401,304,380,327,355,352,390,357,2
15,307,270,120,130,352,298,397,302,383,326,356,352,389,358,2
15,308,269,118,134,351,299,399,304,381,327,355,353,386,356,2
0,305,274,112,130,342,302,388,304,368,331,350,355,378,360,2
0,300,269,117,134,334,300,384,302,360,327,344,351,373,356,2
0,297,271,114,135,326,297,377,300,351,325,336,351,362,353,2
-15,291,274,114,132,318,300,365,301,336,324,328,352,352,356,2
0,300,174,132,140,346,207,397,204,372,234,351,261,396,260,2
0,301,174,126,140,341,209,397,204,371,234,354,263,391,261,2
0,304,174,118,135,339,204,390,200,366,229,352,261,389,258,2
0,302,174,118,137,333,205,382,201,360,232,345,262,379,260,2
0,293,174,115,135,326,209,377,202,352,234,338,262,374,260,2
-30,286,172,116,134,310,210,357,202,330,232,322,263,351,258,1
-15,288,175,119,134,313,207,362,200,336,229,329,260,362,256,2
0,295,175,124,131,330,209,381,202,359,230,347,260,380,258,2
0,351,179,98,136,384,209,426,205,417,232,391,261,423,262,2
30,357,176,100,137,387,206,427,207,424,231,394,258,425,260,3
30,353,178,101,136,387,208,426,207,420,233,391,261,419,263,3
30,348,176,106,150,384,204,427,203,419,230,389,257,421,259,3
30,345,172,108,140,384,202,422,204,415,228,388,253,420,257,3
30,341,177,107,142,380,203,426,204,414,229,385,256,417,259,3
30,344,174,107,143,381,204,420,205,413,230,384,257,415,260,3
30,342,174,108,143,381,204,425,204,411,228,385,255,417,258,3
30,342,172,106,143,380,203,421,205,412,230,386,254,419,255,3
30,347,172,100,137,377,201,420,201,410,227,381,253,414,255,3
15,344,173,101,140,376,205,422,206,410,230,380,255,416,259,2
15,337,184,108,134,371,211,417,212,402,235,376,263,411,266,2
15,336,182,104,135,370,207,418,208,399,235,370,262,409,262,2
15,336,187,100,131,361,211,410,214,394,243,370,265,410,267,2
15,330,191,104,124,362,214,408,214,393,241,370,264,411,267,2
15,321,188,108,132,352,215,399,212,385,243,358,265,402,263,2
0,309,186,116,132,345,216,390,214,370,242,346,269,397,266,2
0,302,176,118,122,332,204,384,199,364,225,343,254,379,249,2
0,299,176,120,125,331,202,381,197,360,226,345,252,384,249,2
0,306,176,110,128,330,202,379,196,360,226,342,254,384,250,2
0,302,183,126,128,331,213,382,207,361,237,342,265,381,261,2
0,298,184,122,127,332,210,382,206,362,237,342,265,382,260,2
0,302,178,115,131,331,207,384,200,361,229,343,261,384,257,2
0,299,179,121,133,328,210,382,204,361,233,341,260,382,257,2
0,299,178,119,134,330,209,383,206,357,235,342,263,380,258,2
0,298,178,121,130,329,206,385,204,358,231,341,263,381,257,2
0,296,182,117,128,327,209,377,203,355,233,337,263,381,260,2
0,297,184,114,127,324,209,378,206,351,235,336,263,376,260,2
0,297,176,113,131,322,208,371,205,352,234,337,260,375,257,2
0,291,180,117,138,315,212,367,204,342,237,331,266,369,261,2
0,286,183,119,140,313,217,364,209,337,239,328,269,366,263,2
-15,279,178,112,136,301,210,348,201,324,233,316,262,352,257,2
-15,275,177,116,139,302,211,351,203,325,235,317,266,356,261,2
-15,276,177,117,134,299,211,348,203,323,237,319,267,353,253,2
-15,273,173,120,138,299,205,350,200,320,232,317,262,347,257,2
-15,270,179,107,133,292,208,342,203,310,235,306,263,341,257,2
-15,268,181,115,135,296,212,342,204,316,237,311,269,342,262,2
-15,271,189,120,132,300,222,347,213,323,243,318,275,350,266,2
0,279,190,110,121,307,215,355,208,331,237,326,268,353,263,2
15,314,175,121,139,355,202,407,200,387,225,365,258,403,255,2
15,329,174,102,140,359,201,407,203,394,230,365,257,402,258,2
15,330,173,108,142,364,203,413,201,397,231,368,256,410,259,2
15,332,175,107,142,369,204,413,203,399,232,376,259,411,261,2
15,336,174,103,132,374,202,417,203,405,228,376,257,414,260,2
15,342,178,104,138,376,203,420,205,412,232,383,260,414,264,2
15,344,177,106,134,377,205,420,206,411,234,382,257,419,262,2
15,344,176,102,137,382,202,428,204,411,234,385,258,420,261,2
30,353,177,101,138,388,207,432,207,422,236,387,258,424,264,3
45,363,178,99,142,397,206,435,209,428,235,399,261,429,264,3
15,361,168,91,139,388,198,428,203,421,225,388,248,420,252,2
15,351,171,94,129,385,195,422,199,414,218,381,245,418,252,2
15,343,166,100,139,376,192,417,197,405,220,379,243,412,247,2
15,344,170,94,138,370,195,418,198,403,223,374,249,404,251,2
15,347,176,87,128,368,199,413,200,397,220,373,246,410,251,2
15,334,166,100,133,365,195,407,195,396,218,371,243,407,246,2
15,333,171,94,130,361,194,404,194,391,220,369,246,400,246,2
15,333,171,94,132,361,195,401,195,390,220,365,248,399,246,2
15,328,170,101,134,359,193,402,195,391,218,367,248,397,242,2
15,334,174,100,139,365,199,408,198,397,222,369,254,406,249,2
15,341,173,98,140,366,200,410,200,397,224,370,255,407,252,2
15,331,176,106,139,363,201,409,202,397,228,368,257,405,252,2
15,326,173,112,139,362,198,409,198,393,228,367,253,406,251,2
15,325,175,111,138,361,198,406,198,393,225,368,253,403,251,2
15,324,178,107,131,358,200,407,201,389,225,364,258,405,253,2
0,310,177,121,137,346,205,397,200,376,228,355,257,395,258,2
0,302,175,128,136,337,207,390,202,367,229,347,257,388,255,2
0,298,172,121,143,324,206,378,199,352,229,335,258,377,252,2
-15,290,178,120,144,319,212,370,207,342,237,327,266,370,258,2
-15,288,181,119,141,316,212,367,207,337,238,328,259,373,260,2
-15,288,180,111,123,315,209,365,206,339,237,329,261,370,259,2
-15,280,175,120,149,313,213,366,206,333,240,325,265,369,258,2
-15,282,189,116,131,313,219,362,212,330,246,326,274,367,265,2
-15,282,186,120,129,311,215,363,210,335,243,329,271,366,261,2
-15,282,183,124,131,312,215,364,209,337,243,330,269,361,261,2
-15,282,181,120,140,312,214,360,206,335,241,327,269,361,261,2
-15,279,185,125,133,310,213,359,209,338,241,322,264,359,264,2
-15,281,181,127,140,311,216,360,207,336,241,324,264,363,264,2
-15,278,183,128,141,307,218,354,210,330,247,324,273,356,266,2
-30,268,186,128,134,296,222,344,212,319,247,316,274,347,269,1
-30,264,187,127,131,287,220,334,211,304,247,305,272,337,270,1
-15,264,175,143,136,295,207,345,200,320,234,314,261,351,251,2
0,266,170,141,139,303,206,354,198,331,229,319,255,362,247,2
