CreditScore,Age,Exited,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_Female,Gender_Male,Geography
624,23,0,6,0.0,2,0,1,196668.51,1,0,Spain
503,37,0,6,0.0,2,0,0,136506.86,0,1,Spain
535,31,0,7,111855.04,2,1,1,36278.89,1,0,France
743,32,0,6,140348.56,2,1,1,163254.39,1,0,Germany
702,39,0,8,0.0,2,1,0,99654.13,0,1,Spain
658,29,0,3,145512.84,1,1,0,20207.02,0,1,France
677,41,0,8,146720.98,2,1,1,4195.84,1,0,Germany
664,32,0,10,107209.73,1,1,1,112340.2,0,1,France
766,38,0,7,130933.74,1,0,1,2035.94,1,0,Germany
461,35,0,8,0.0,1,1,0,132295.95,1,0,Spain
688,36,1,0,89772.3,1,1,0,177383.68,0,1,Spain
678,32,0,5,0.0,2,1,0,90284.47,1,0,France
796,24,0,8,0.0,2,1,0,61349.37,0,1,France
803,42,1,5,0.0,1,1,0,196466.83,0,1,France
712,36,1,2,100749.5,3,0,0,70758.37,0,1,France
498,31,0,10,0.0,2,1,0,13892.57,1,0,France
850,22,0,2,0.0,2,1,1,9684.52,0,1,Spain
628,51,0,3,123981.31,2,1,1,40546.15,1,0,France
539,34,0,4,91622.42,1,1,1,136603.42,1,0,Germany
732,36,0,7,126195.81,1,1,1,133172.48,0,1,France
715,41,1,4,94267.9,1,0,1,152821.12,0,1,France
651,40,0,4,0.0,2,1,1,147715.83,0,1,France
813,34,0,0,0.0,2,1,0,43169.15,0,1,France
692,29,1,4,0.0,1,1,0,76755.99,0,1,France
756,39,1,3,100717.85,3,1,1,73406.04,1,0,Germany
543,36,0,6,0.0,2,1,0,176728.28,0,1,France
790,26,0,4,141581.71,2,0,0,98309.27,1,0,France
494,38,0,7,0.0,2,1,1,6203.66,0,1,Spain
850,39,0,2,148586.64,1,1,1,176791.27,1,0,France
703,29,0,9,0.0,2,1,0,50679.48,0,1,Spain
432,38,0,7,0.0,2,1,0,150580.88,0,1,Spain
512,32,0,2,123403.85,2,1,0,80120.19,1,0,Germany
589,28,0,7,0.0,2,1,0,151645.96,0,1,France
514,46,0,3,106511.85,1,1,0,55072.32,1,0,France
678,38,0,2,0.0,2,0,0,115068.99,1,0,France
420,34,1,1,135549.9,1,0,0,149471.13,1,0,Germany
679,38,0,7,110555.37,2,1,0,46522.68,0,1,Germany
595,31,0,4,0.0,2,1,0,189995.86,0,1,France
713,52,1,0,185891.54,1,1,1,46369.57,1,0,France
833,59,1,1,130854.59,1,1,1,30722.52,0,1,Germany
690,42,0,3,92578.14,2,0,0,70810.6,1,0,France
731,21,1,8,132312.06,1,1,0,106663.46,1,0,Germany
608,62,1,8,144976.5,1,0,0,175836.03,1,0,France
479,48,0,5,87070.23,1,0,1,85646.41,0,1,Spain
519,42,0,8,0.0,2,1,1,101485.72,0,1,France
731,47,1,1,115414.19,3,0,0,191734.67,1,0,France
617,61,0,7,91070.43,1,1,1,101839.77,0,1,Spain
756,29,0,2,117412.19,2,1,0,4888.91,0,1,Spain
848,31,0,4,90018.45,2,1,0,193132.98,0,1,Germany
809,24,0,4,0.0,2,1,0,193518.76,1,0,France
698,56,1,1,112414.81,2,0,0,93982.02,0,1,Germany
779,33,1,1,158456.76,1,1,1,197000.92,0,1,Germany
606,35,1,7,0.0,1,1,0,106837.06,0,1,Spain
612,58,0,1,149641.53,1,1,1,115161.28,1,0,Germany
663,33,0,8,122528.18,1,1,0,196260.3,1,0,Spain
549,45,0,3,143734.01,2,1,1,96404.38,1,0,Germany
675,32,0,2,155663.31,1,1,0,97658.66,1,0,France
669,35,1,7,0.0,1,1,1,49108.23,1,0,France
571,34,0,1,101736.66,1,0,1,195651.66,1,0,Germany
500,37,0,9,125822.21,1,1,0,111698.0,0,1,Spain
628,37,0,0,0.0,2,1,1,171707.93,0,1,France
559,34,0,4,0.0,2,1,1,66721.98,0,1,France
769,27,0,2,0.0,1,1,1,57876.05,1,0,France
733,31,0,6,157791.07,2,0,0,177994.81,0,1,Germany
750,22,0,5,0.0,2,0,1,105125.65,0,1,France
583,42,0,4,0.0,2,1,0,17439.66,1,0,France
468,42,0,9,181627.14,2,1,0,172668.39,0,1,Germany
727,57,0,1,109679.72,1,0,1,753.37,1,0,Spain
618,37,1,5,96652.86,1,1,0,98686.4,1,0,France
617,40,0,5,190008.32,2,1,1,107047.92,0,1,France
793,41,0,9,0.0,2,1,0,152153.74,0,1,Spain
630,43,0,9,0.0,2,1,1,34338.04,0,1,France
765,43,1,4,148962.76,1,0,1,173878.87,0,1,Germany
546,28,0,8,0.0,1,1,0,159254.29,0,1,France
614,30,0,3,131344.52,2,1,0,54776.64,1,0,Germany
593,29,0,5,101713.84,3,1,0,134594.99,1,0,Germany
613,34,0,3,0.0,1,1,1,41724.72,0,1,Spain
655,38,0,4,0.0,2,0,0,110527.71,0,1,France
700,27,0,6,137963.07,1,0,0,8996.79,1,0,France
826,29,0,4,129938.07,1,0,1,190200.53,1,0,Spain
652,45,0,2,151421.44,1,0,1,115333.43,0,1,Germany
755,45,1,7,135643.0,1,0,0,143619.52,1,0,Germany
538,39,0,2,122773.5,2,1,1,58467.08,0,1,Spain
729,34,0,3,152303.8,1,1,0,12128.69,0,1,France
615,49,0,3,0.0,2,1,1,49872.33,0,1,France
700,54,0,1,79415.67,1,0,1,139735.54,0,1,Spain
434,58,1,9,125801.03,2,1,0,60891.8,1,0,Germany
729,37,0,10,0.0,2,1,0,100862.54,0,1,Spain
513,35,1,8,0.0,1,1,0,76640.29,0,1,France
755,41,1,6,104817.41,1,1,0,126013.58,0,1,France
615,30,0,9,0.0,1,1,0,87347.82,1,0,France
747,32,0,5,67495.04,2,0,1,77370.37,1,0,Germany
850,36,0,0,164850.54,1,1,1,62722.44,1,0,France
712,49,0,5,154776.42,2,0,0,196257.68,1,0,Germany
622,28,0,1,143124.63,2,1,0,81723.8,1,0,Germany
548,35,0,10,0.0,1,1,1,31299.71,1,0,France
607,27,0,2,0.0,2,1,0,63495.86,1,0,France
653,38,0,8,102133.38,1,1,1,166520.96,1,0,France
699,26,0,6,79932.41,1,0,0,150242.44,0,1,Spain
693,40,1,0,120711.73,1,0,0,27345.18,0,1,Germany
647,43,0,3,122717.53,2,1,1,87000.39,1,0,Germany
478,36,0,3,92363.3,2,1,0,44912.7,1,0,Spain
705,40,1,5,203715.15,1,1,0,179978.68,1,0,Spain
719,39,0,5,0.0,2,1,0,145759.7,0,1,Spain
726,34,0,9,0.0,2,0,0,14121.61,0,1,France
626,21,0,1,0.0,2,1,0,66232.23,0,1,France
552,49,1,4,0.0,1,1,1,190296.76,0,1,France
807,31,0,1,93460.47,2,0,0,172782.69,1,0,Germany
621,34,0,6,0.0,2,1,1,99128.13,0,1,France
651,24,0,7,40224.7,1,1,1,178341.33,1,0,Germany
673,43,1,5,168069.73,1,1,1,146992.24,1,0,France
652,36,0,1,0.0,2,1,1,151314.98,0,1,France
584,47,0,7,130538.77,1,1,0,92915.84,0,1,Germany
756,37,0,3,132623.6,1,1,1,58974.0,0,1,France
670,35,0,3,103465.02,2,1,1,174627.06,1,0,France
765,50,1,9,126547.8,1,1,1,79579.94,1,0,France
528,30,0,2,128262.72,2,1,0,50771.16,0,1,France
701,40,1,5,169742.64,1,1,1,153537.55,0,1,France
797,29,0,1,0.0,2,1,1,132975.39,1,0,France
639,27,0,3,150795.81,1,0,1,85208.93,0,1,Germany
785,61,1,4,129855.72,2,1,0,170214.82,1,0,Spain
363,28,1,6,146098.43,3,1,0,100615.14,1,0,Spain
764,24,0,7,0.0,2,1,0,186105.99,1,0,France
676,43,0,2,0.0,1,1,1,55119.53,1,0,France
718,28,0,4,65643.3,1,1,0,28760.99,0,1,Germany
590,34,0,6,0.0,2,1,0,171021.44,1,0,Spain
584,38,0,9,104584.16,1,1,0,176678.72,0,1,France
645,41,0,7,0.0,1,0,1,28667.56,0,1,France
772,30,0,6,99785.28,2,0,0,197238.03,0,1,Germany
399,46,1,2,127655.22,1,1,0,139994.68,0,1,Germany
529,22,0,5,0.0,1,1,0,151169.83,0,1,France
463,35,0,2,101257.16,1,1,1,118113.64,0,1,France
630,40,0,7,0.0,2,1,1,34453.17,1,0,France
780,76,0,10,121313.88,1,0,1,64872.33,0,1,France
584,32,0,5,0.0,2,1,0,10956.82,0,1,Spain
752,30,0,4,81523.38,1,1,1,36885.85,0,1,Germany
697,47,0,6,128252.66,1,1,1,168053.4,1,0,France
850,32,0,7,0.0,2,0,0,155227.0,1,0,France
711,51,1,7,0.0,3,1,0,38409.79,0,1,France
452,32,0,5,0.0,2,0,1,75279.39,1,0,France
610,42,1,6,0.0,2,1,0,158302.59,0,1,Spain
694,22,0,4,0.0,2,1,1,11525.72,1,0,France
579,33,1,6,0.0,1,1,0,94993.04,0,1,Spain
745,54,1,8,0.0,1,1,0,173912.29,1,0,Spain
572,33,0,5,0.0,1,0,1,41139.05,0,1,France
505,29,0,3,145541.56,2,1,1,58019.95,0,1,Germany
706,23,1,5,0.0,1,0,0,164128.41,1,0,France
693,44,1,5,124601.58,2,1,1,46998.13,0,1,Germany
725,33,0,7,115182.84,2,1,1,177279.41,1,0,Germany
791,37,0,2,163789.49,2,1,0,75832.53,0,1,France
536,46,0,1,65733.41,1,1,0,61094.53,0,1,France
699,47,0,1,0.0,2,0,1,30117.44,0,1,Spain
500,47,0,8,128486.11,1,1,0,179227.12,1,0,Spain
707,53,0,6,109663.47,1,1,1,52110.45,1,0,Spain
531,42,0,6,88324.31,2,1,0,75248.75,1,0,Germany
557,28,0,7,146445.24,2,1,0,184317.74,1,0,France
659,38,0,3,0.0,2,1,0,158553.1,1,0,France
575,31,0,6,0.0,2,1,1,95686.42,1,0,Spain
775,36,0,2,109949.05,2,0,1,71682.54,0,1,Germany
772,30,0,4,78653.05,1,1,0,1790.48,0,1,Spain
587,46,1,9,107850.82,1,1,0,139431.0,0,1,Germany
667,39,0,4,83765.35,2,1,0,118358.54,1,0,Germany
771,66,0,7,143773.07,1,1,1,130827.88,1,0,France
523,63,0,6,116227.27,1,1,1,119404.63,0,1,Germany
662,33,0,0,103471.52,1,1,1,162703.0,0,1,Germany
717,42,0,5,0.0,2,1,0,172665.21,0,1,France
746,24,0,3,137492.35,2,0,1,170142.09,0,1,France
569,28,0,7,0.0,2,1,0,73977.23,0,1,France
579,36,0,9,129829.59,1,1,1,60906.12,0,1,France
519,21,0,1,146329.57,2,1,1,194867.27,1,0,France
696,30,0,4,114027.7,1,1,1,193716.56,0,1,Germany
693,25,0,6,146580.69,1,0,1,14633.35,0,1,Germany
587,38,0,0,132122.42,2,0,0,31730.32,1,0,Germany
626,44,1,10,81553.93,1,1,0,20063.63,1,0,France
666,66,0,7,0.0,2,1,1,99792.82,1,0,France
512,24,0,6,0.0,2,1,0,37654.31,0,1,France
689,28,0,3,0.0,2,1,1,192449.02,1,0,Spain
803,26,0,4,0.0,2,1,1,181208.47,1,0,France
548,32,0,5,175214.71,1,1,1,155165.61,0,1,Germany
588,40,1,10,125534.51,1,1,0,121504.18,1,0,Germany
693,68,0,4,97705.99,1,1,1,61569.07,0,1,France
499,55,0,4,126817.65,2,1,0,123269.71,1,0,Germany
628,46,1,1,46870.43,4,1,0,31272.14,1,0,France
624,46,0,3,0.0,2,1,1,62825.03,0,1,Spain
733,42,0,9,120094.93,1,1,0,184056.45,0,1,France
628,38,0,3,0.0,2,1,1,48924.73,1,0,France
633,33,0,3,0.0,2,1,0,191111.02,1,0,France
559,36,0,1,104356.94,2,0,1,54184.06,1,0,Germany
704,27,1,5,147004.34,1,1,0,64381.33,0,1,Germany
744,38,0,6,73023.17,2,1,0,78770.86,0,1,Germany
665,40,0,1,173432.55,1,0,1,116766.79,1,0,Spain
638,42,0,7,165679.92,1,0,0,32916.29,1,0,France
837,31,0,9,104678.62,1,0,1,50972.6,0,1,Spain
534,55,1,8,116973.26,3,1,0,122066.5,1,0,France
548,36,0,3,0.0,1,1,0,65996.9,1,0,France
837,38,0,2,126732.85,1,1,1,79577.38,0,1,Germany
658,44,0,6,148481.09,1,1,0,130529.13,1,0,France
554,38,0,4,137654.05,2,1,1,172629.67,1,0,France
724,30,0,7,115315.04,1,1,0,15216.53,0,1,Germany
723,42,0,2,99095.73,1,1,1,17512.53,0,1,France
585,39,0,7,165610.41,2,0,0,131852.01,1,0,Germany
474,33,1,5,0.0,2,1,0,181945.52,0,1,France
562,32,0,6,161628.66,1,1,0,91482.5,0,1,Spain
719,32,0,9,146605.27,1,1,1,77119.45,0,1,France
635,37,1,5,113488.68,1,1,0,95611.74,0,1,Germany
743,42,0,7,77002.2,2,1,1,80428.42,0,1,France
681,67,0,7,0.0,2,0,1,163714.92,0,1,Spain
521,39,0,6,0.0,2,0,1,27375.15,1,0,France
741,25,0,4,0.0,2,1,1,73873.65,0,1,Spain
790,46,1,8,182364.53,1,0,0,139266.48,0,1,Spain
622,35,0,8,0.0,2,1,1,131772.51,0,1,France
669,45,0,7,149364.58,1,0,1,173454.07,0,1,France
583,59,0,7,127450.14,1,0,1,67552.71,0,1,France
520,63,0,5,162278.32,1,1,1,34765.33,1,0,Spain
579,37,0,5,152212.88,2,0,0,120219.14,0,1,Spain
698,39,0,9,161993.89,1,0,0,90212.38,1,0,Spain
548,39,0,7,131468.44,1,1,0,164975.82,0,1,Spain
672,40,1,10,102980.44,1,1,0,1285.81,0,1,Germany
653,31,0,9,143321.97,1,1,0,83679.46,0,1,Germany
734,37,0,2,130404.92,1,0,0,34548.74,1,0,Spain
794,41,0,7,0.0,2,1,1,74275.08,1,0,France
641,30,0,2,87505.47,2,0,1,7278.57,0,1,France
824,30,0,0,133634.02,1,1,1,162053.92,0,1,France
534,33,0,3,151233.62,1,0,0,199336.63,1,0,Spain
653,55,0,2,70263.83,1,0,1,62347.71,0,1,Spain
498,34,0,5,0.0,2,1,1,91711.66,0,1,France
683,30,0,10,57657.49,1,0,0,79240.9,0,1,France
618,42,0,8,153572.31,2,1,1,76679.6,0,1,Germany
538,37,0,1,134752.08,1,1,0,162511.55,0,1,France
643,34,0,3,83132.09,1,1,1,21360.88,0,1,Spain
428,31,0,2,0.0,2,1,0,54487.43,1,0,France
593,32,1,9,134096.53,2,1,0,53931.05,1,0,Germany
718,31,0,0,118100.59,2,1,0,103165.15,1,0,France
811,52,1,10,76915.4,1,0,0,146359.81,0,1,Germany
823,46,1,3,81576.75,1,1,1,28370.95,1,0,Spain
645,49,0,2,0.0,2,0,0,10023.15,0,1,Spain
710,33,0,10,118327.17,2,1,1,192928.82,0,1,France
591,30,0,8,124857.69,2,0,0,50485.7,0,1,Spain
748,27,0,2,90971.85,1,1,1,131662.47,1,0,Germany
850,37,0,7,153147.75,1,1,1,152235.3,1,0,France
542,38,1,8,65942.26,1,1,1,68093.23,0,1,France
809,38,0,3,0.0,2,1,1,80061.31,0,1,France
675,54,1,2,0.0,1,1,0,149583.67,0,1,France
607,27,0,5,100912.19,1,0,0,7631.27,1,0,Spain
850,31,0,4,0.0,2,1,1,33082.81,1,0,France
789,37,1,3,0.0,1,1,0,121883.87,0,1,France
598,43,1,5,0.0,3,1,1,100722.72,1,0,France
756,41,0,2,124439.49,2,0,1,47093.11,0,1,Germany
687,47,0,7,0.0,2,1,1,177624.01,1,0,France
724,40,0,6,0.0,2,0,0,106149.48,0,1,France
700,44,0,2,58781.76,1,1,0,16874.92,1,0,France
635,50,1,7,159453.64,2,0,0,54560.79,0,1,Spain
687,26,0,2,142721.52,1,1,1,153605.75,0,1,Germany
613,46,0,8,167795.6,1,0,1,44390.38,1,0,France
781,38,0,3,128345.69,2,1,0,63218.85,1,0,France
703,20,0,3,165260.98,1,1,1,41626.78,0,1,Spain
593,62,1,3,118233.81,1,0,1,24765.53,1,0,Germany
743,40,1,6,0.0,1,1,0,28280.8,1,0,France
640,46,0,8,0.0,2,1,0,89043.19,1,0,Spain
849,37,0,7,143452.74,2,1,1,17294.12,0,1,Germany
778,38,0,3,145018.49,2,1,1,126702.41,0,1,France
539,38,0,8,82407.51,1,1,0,13123.41,1,0,Germany
489,28,0,1,79460.98,2,1,1,167973.63,0,1,Germany
568,43,1,9,0.0,1,1,0,125870.79,1,0,Spain
618,38,0,5,126473.99,1,1,0,91972.49,0,1,Spain
710,30,0,10,133537.1,2,1,0,155593.74,1,0,Germany
625,52,0,5,164978.01,1,1,1,67788.49,0,1,France
682,46,0,7,128029.72,1,1,1,62615.35,0,1,Spain
727,43,1,2,97403.18,1,1,1,107415.02,0,1,Spain
794,41,1,7,176845.41,3,1,0,166526.26,1,0,France
652,71,0,4,0.0,1,1,1,120107.1,0,1,Spain
670,42,0,3,81589.04,1,1,0,188227.8,0,1,Spain
460,40,1,6,119507.58,2,1,0,91560.63,1,0,Germany
568,26,0,6,0.0,2,0,0,166495.2,1,0,Spain
643,30,0,5,94443.77,1,1,1,165614.4,0,1,France
521,37,0,2,0.0,2,1,1,86372.24,0,1,France
615,32,0,7,92199.84,1,1,1,2755.53,0,1,France
575,43,0,3,0.0,1,1,0,83594.51,0,1,Spain
717,41,0,3,135756.96,1,1,1,103706.41,1,0,France
648,54,1,9,120633.42,1,0,0,5924.38,1,0,France
535,48,1,5,134542.73,1,1,1,58203.67,0,1,Germany
626,29,0,7,0.0,2,1,0,49361.84,0,1,Spain
611,52,1,7,0.0,1,0,1,73585.18,0,1,Spain
734,39,0,6,0.0,1,1,1,95135.27,0,1,Spain
709,49,0,4,154344.49,2,1,1,38794.57,0,1,France
591,43,0,3,0.0,2,0,1,198926.36,0,1,France
664,43,0,9,189026.53,2,1,1,56099.86,0,1,France
431,37,0,0,120764.08,1,1,1,117023.08,0,1,France
647,22,0,3,97975.82,2,0,1,62083.0,1,0,Germany
578,32,0,4,0.0,2,1,1,141822.8,0,1,France
555,41,0,10,113270.2,2,1,1,185387.14,0,1,Germany
775,30,0,4,0.0,2,0,1,57461.13,0,1,Spain
850,39,0,3,124548.99,2,1,1,120380.12,0,1,Germany
625,43,1,8,201696.07,1,1,0,133020.9,0,1,France
645,37,0,7,0.0,2,1,0,13589.93,1,0,Spain
608,44,1,7,114203.47,1,1,1,77830.36,0,1,Germany
689,31,0,4,0.0,2,1,1,136610.02,1,0,Spain
652,50,1,8,125437.64,1,1,1,17160.94,0,1,Germany
769,26,0,7,0.0,2,1,0,176843.53,1,0,France
611,43,0,8,64897.75,1,1,0,114996.33,1,0,France
489,38,0,8,0.0,2,0,1,196990.79,0,1,France
528,46,1,9,135555.66,1,1,0,133146.03,1,0,Germany
632,44,0,3,107764.75,1,1,0,185667.72,0,1,France
429,27,0,6,117307.44,2,1,1,24020.49,1,0,France
457,41,1,8,73700.12,3,1,1,185750.02,0,1,France
768,44,0,6,60603.4,1,1,1,178045.97,1,0,Spain
715,35,0,4,40169.88,2,1,1,199857.47,1,0,Spain
668,32,0,10,92041.87,1,1,1,43595.9,1,0,Germany
625,26,0,3,130483.95,1,1,0,122810.53,0,1,Germany
846,41,1,5,0.0,3,1,0,3440.47,1,0,France
661,42,0,3,0.0,2,1,0,35989.41,1,0,Spain
571,23,0,10,151097.28,1,0,1,17163.75,1,0,France
582,46,1,8,67563.31,1,1,0,44506.09,1,0,Spain
716,35,0,8,112808.18,1,0,1,17848.3,1,0,France
758,42,0,7,0.0,2,0,1,76209.56,1,0,France
725,66,0,4,86459.8,1,1,1,141476.56,0,1,France
630,40,1,0,118633.08,1,0,1,60032.46,1,0,France
627,55,1,2,159441.27,1,1,0,100686.11,1,0,France
653,27,0,9,0.0,2,1,0,96429.29,1,0,France
775,38,1,4,125212.65,2,1,1,15795.88,1,0,Germany
794,45,0,8,88656.37,2,1,0,116547.31,0,1,Spain
831,32,0,2,146033.62,1,1,0,191260.74,1,0,France
561,29,0,9,120268.13,1,1,1,173870.39,0,1,France
705,46,0,7,0.0,2,1,0,117273.35,0,1,Spain
636,33,1,0,0.0,1,1,0,92277.47,1,0,Spain
487,46,1,4,135070.58,2,1,1,44244.49,1,0,Germany
693,38,1,3,0.0,2,0,0,78133.48,1,0,France
517,29,0,5,0.0,2,1,0,103402.88,1,0,Spain
684,27,0,9,122550.05,2,0,1,137835.82,1,0,France
620,43,0,2,0.0,2,1,0,20670.1,1,0,Spain
757,29,0,8,130306.49,1,1,0,77469.38,0,1,France
739,27,0,6,0.0,1,1,1,57572.38,1,0,France
662,41,1,4,90350.77,1,1,0,75884.65,1,0,Spain
359,44,1,6,128747.69,1,1,0,146955.71,1,0,France
572,23,0,2,126873.52,1,0,1,67040.12,0,1,Spain
721,69,0,2,108424.19,1,1,1,178418.35,0,1,France
707,32,0,9,0.0,2,0,0,30807.02,0,1,France
444,40,0,5,84350.07,1,1,0,143835.76,1,0,France
523,73,1,7,0.0,2,0,0,130883.9,1,0,France
685,30,0,4,84958.6,2,0,1,194343.72,1,0,Germany
673,29,0,4,99097.36,1,1,1,9796.69,1,0,Germany
503,30,0,10,136622.55,2,0,0,47310.24,0,1,Germany
485,30,0,5,156771.68,1,1,1,141148.21,1,0,Germany
799,28,0,7,167658.33,2,1,1,111138.25,0,1,Germany
585,33,0,8,0.0,2,1,0,114182.07,1,0,Spain
607,24,0,2,109483.54,2,0,1,127560.77,1,0,Germany
521,40,0,9,134504.78,1,1,0,18082.06,1,0,Germany
535,44,0,2,114427.86,1,1,1,136330.26,1,0,France
724,45,0,5,83888.54,1,0,1,34121.81,0,1,Spain
520,32,0,5,110029.77,1,1,0,56246.69,0,1,Germany
696,41,0,9,127523.75,1,0,1,191417.42,0,1,Spain
657,30,0,1,139762.13,2,1,1,23317.88,0,1,Germany
603,42,1,8,91611.12,1,0,0,144675.3,1,0,Spain
726,42,0,2,109471.79,1,0,1,175161.05,1,0,France
591,39,0,4,150500.64,1,1,0,14928.8,1,0,France
792,59,1,9,101609.77,1,0,0,161479.19,1,0,Germany
550,57,0,5,0.0,1,1,1,133501.94,0,1,France
601,26,0,8,78892.23,1,1,1,23703.52,1,0,France
820,29,0,3,82344.84,1,0,1,115985.38,1,0,France
667,48,0,2,0.0,1,1,0,43229.2,0,1,France
573,44,0,4,0.0,1,1,1,94862.93,1,0,Spain
755,62,0,1,127706.33,2,0,1,142377.69,0,1,France
552,41,0,9,124349.34,1,1,0,135635.25,1,0,France
598,44,0,8,0.0,2,1,0,148487.9,0,1,Spain
576,28,0,1,119336.29,2,0,1,58976.85,0,1,Germany
670,31,0,9,0.0,1,0,1,76254.83,1,0,France
504,56,1,9,104217.3,1,0,0,55857.48,0,1,Germany
778,65,0,7,0.0,1,1,1,77867.23,1,0,France
558,39,1,10,144757.02,1,1,0,22878.16,0,1,Germany
627,44,0,6,0.0,1,1,1,114469.55,0,1,Spain
683,43,0,8,0.0,1,1,0,96754.8,0,1,France
556,43,1,6,0.0,3,0,0,125154.57,1,0,France
583,38,0,10,0.0,2,0,1,113597.64,1,0,France
705,24,0,7,100169.51,1,1,0,121408.55,1,0,France
637,33,0,2,145731.83,1,0,1,109219.43,0,1,France
697,56,1,5,110802.03,1,1,1,50230.31,0,1,Spain
555,46,1,4,120392.99,1,1,0,177719.88,1,0,Germany
594,26,0,6,135067.52,2,0,0,131211.86,1,0,Germany
632,31,1,3,136556.44,1,1,0,82152.83,0,1,Spain
551,38,0,10,0.0,2,1,1,216.27,1,0,France
687,35,1,3,99587.43,1,1,1,1713.1,1,0,France
672,53,0,7,0.0,1,1,1,136910.18,1,0,France
521,34,1,7,70731.07,1,1,1,20243.97,1,0,Spain
686,35,0,2,109342.82,2,0,1,86043.27,0,1,Germany
639,28,0,8,0.0,2,1,0,126561.07,0,1,Spain
850,66,0,4,0.0,2,0,1,64350.8,0,1,France
465,25,0,2,78247.31,2,1,1,10472.31,0,1,France
817,55,1,10,117561.49,1,1,0,95941.55,1,0,France
578,23,0,10,88980.32,1,1,1,125222.36,0,1,France
611,34,0,4,0.0,2,1,0,170950.58,0,1,Spain
616,41,1,1,103560.57,1,1,0,236.45,1,0,Germany
517,37,0,5,113308.84,1,0,1,31517.16,0,1,France
637,40,0,6,0.0,2,1,1,181610.6,1,0,Spain
806,32,0,3,63763.49,1,1,0,156593.09,1,0,France
633,29,0,7,169988.35,1,1,0,4272.0,1,0,France
624,35,0,0,180303.24,2,1,0,163587.9,1,0,Germany
691,52,1,3,0.0,1,1,0,175843.68,0,1,France
819,49,1,1,120656.86,4,0,0,166164.3,1,0,Germany
568,31,0,1,61592.14,2,1,1,61796.64,1,0,Germany
806,48,0,4,164701.68,1,1,1,21439.49,0,1,France
726,26,0,1,80780.16,1,1,1,19225.85,1,0,Spain
552,36,0,8,0.0,2,0,0,132547.02,0,1,France
755,30,0,6,154221.37,2,0,1,62688.55,1,0,Germany
634,26,0,8,0.0,1,1,0,21760.96,0,1,France
756,26,0,5,101641.14,2,0,1,154460.68,1,0,France
776,37,0,2,0.0,1,0,1,8065.0,0,1,France
649,45,1,5,92786.66,1,1,0,173365.9,1,0,France
595,32,0,8,131081.66,2,1,1,69428.79,0,1,Germany
646,30,0,5,98014.74,1,1,1,12757.14,0,1,France
592,38,0,8,0.0,2,1,0,180426.2,0,1,Spain
574,26,0,8,97460.1,1,1,1,43093.67,0,1,France
850,36,0,1,104077.19,2,0,1,68594.0,0,1,France
850,29,0,1,0.0,2,1,1,197996.65,1,0,Spain
475,46,1,10,0.0,2,0,0,122953.0,1,0,France
642,39,0,4,0.0,1,1,1,76821.24,1,0,France
710,51,1,4,93656.95,1,0,1,141400.51,1,0,Spain
596,30,1,6,121345.88,4,1,0,41921.75,0,1,Spain
609,39,0,8,141675.23,1,0,1,175664.25,1,0,France
797,31,0,8,0.0,2,1,0,117916.63,1,0,Spain
504,43,1,7,102365.49,1,1,0,194690.77,1,0,Germany
735,50,1,9,0.0,1,0,0,166677.35,0,1,Spain
680,30,0,3,0.0,1,1,0,160131.58,1,0,Spain
449,52,0,6,0.0,2,0,1,123622.0,0,1,France
685,57,0,7,101868.51,1,0,1,113483.96,0,1,Germany
569,38,0,8,0.0,2,0,0,79618.79,0,1,Spain
631,35,0,9,112392.45,2,1,0,24472.23,0,1,France
595,25,0,7,106570.34,2,0,1,177025.79,1,0,Germany
461,28,0,8,0.0,1,1,1,103349.74,1,0,France
630,50,1,1,81947.76,1,0,1,63606.22,0,1,France
661,31,0,7,144162.3,2,1,1,14490.79,1,0,France
796,39,0,5,86350.87,2,0,0,105080.53,0,1,Germany
710,47,1,5,158623.14,1,0,0,83499.89,0,1,France
741,32,0,8,0.0,2,1,0,143598.7,0,1,France
606,48,1,4,132403.56,1,0,0,36091.91,0,1,Germany
747,27,0,10,0.0,2,0,0,13007.89,0,1,France
549,43,0,3,134985.66,1,1,0,6101.41,1,0,Germany
576,36,0,6,0.0,2,1,1,48314.0,0,1,France
528,37,0,6,103772.45,1,1,0,197111.99,0,1,France
535,33,0,2,133040.32,1,1,1,110299.78,0,1,France
575,37,0,0,0.0,2,0,0,30114.32,1,0,Spain
656,39,0,10,0.0,2,1,1,98894.64,0,1,France
440,42,0,2,0.0,2,1,0,49826.68,0,1,France
539,38,0,8,71460.67,2,1,1,10074.05,0,1,Spain
850,39,0,6,133214.13,1,0,1,20769.88,0,1,Spain
646,37,0,7,96558.66,1,0,0,163427.18,1,0,France
744,54,0,6,93806.31,2,0,1,140068.77,0,1,France
710,36,0,8,0.0,2,0,0,83206.19,1,0,Spain
544,64,1,3,124043.8,1,1,1,111402.97,1,0,France
723,52,1,5,131694.97,1,0,1,92873.5,0,1,Germany
507,29,0,6,0.0,2,0,1,94780.9,1,0,Spain
787,35,0,1,106266.8,1,1,1,16607.15,1,0,France
598,41,0,8,0.0,2,1,1,161954.43,0,1,Spain
796,51,0,6,0.0,2,0,1,194733.28,0,1,France
569,41,0,4,139840.36,1,1,1,163524.7,1,0,Spain
