Concentration Coeff (Mean),Concentration Coeff (SD),Shannon's Entropy (Mean),Shannon's Entropy (SD),Attr-to-Inst Ratio,Canonical Corr (Mean),Canonical Corr (SD),Correlation (Mean),Correlation (SD),Covariance (Mean),Covariance (SD),Eigenvalues (Mean),Eigenvalues (SD),Inst-to-Attr Ratio,IQ Range (Mean),IQ Range (SD),Kurtosis (Mean),Kurtosis (SD),Median Abs Dev (Mean),Median Abs Dev (SD),Mean (Mean),Mean (SD),Median (Mean),Median (SD),Num Attr,Num Binary Attr,Num Correlated Attr,Num Instances,Num Outliers,SD (Mean),SD (SD),Skewness (Mean),Skewness (SD),Sparsity (Mean),Sparsity (SD),Ave Num Feat per PCA Dim,Ave Num PCA Dim per Point,PCA-to-Orig Dim Ratio,Trimmed Mean (Mean),Trimmed Mean (SD),Variance (Mean),Variance (SD),1-Itemset Min,1-Itemset Q1,1-Itemset Q2,1-Itemset Q3,1-Itemset Max,2-Itemset Min,2-Itemset Q1,2-Itemset Q2,2-Itemset Q3,2-Itemset Max,best_dist_metric_ari,best_dist_metric_dbs
0.023378072,0.046346788,1.438035078,1.259863906,0.015005359,0.341063112,0.233474286,0.178494814,0.23318671,0.001828293,0.002358919,0.017952447,0.033737383,66.64285714,0.042537572,0.048467127,45.55588053,49.8347864,0.019709495,0.024486331,0.067125164,0.051855328,0.035246602,0.044793922,14,5,0.142857143,933,14,0.114075678,0.072932327,5.227860835,3.611130559,0.235301195,0.21365293,0.015005359,0.009646302,0.642857143,0.040293807,0.049564982,0.017952447,0.031849128,0.005359057,0.087888532,0.124330118,0.183279743,0.994640943,0,0.172561629,0.24437299,0.4056806,0.986066452,mahalanobis,manhattan
0.01855642,0.010069022,3.164060385,0.020675312,0.019019019,-0.051655278,0.289958146,0.204260406,0.164171251,0.005225444,0.004961275,0.025988173,0.035336669,52.57894737,0.205192992,0.089882351,3.300054414,6.78301138,0.146932513,0.067447841,0.308882686,0.122513652,0.287277577,0.128834355,19,0,0.064327485,999,18,0.155481696,0.043753534,1.052059512,0.959265119,0.003168669,0.00231602,0.019019019,0.015015015,0.789473684,0.292802049,0.128910323,0.025988173,0.016277111,0.033,0.109,0.111,0.113,0.181,0.084,0.19,0.198,0.205,0.273,manhattan,euclidean
0.007158693,0.007302012,1.738685239,1.793927588,0.001414427,0.206263569,0.29334057,0.054911596,0.057260962,0.005403057,0.005675307,0.097271934,0.031011191,707,0.180102755,0.250776151,2.218877267,2.667983006,0.134292467,0.187030729,0.249325329,0.192453392,0.180510245,0.251405632,14,9,0,9898,9,0.311496377,0.016141635,1.59224147,1.230155286,0.340404833,0.227022977,0.001414427,0.001313397,0.928571429,0.177715898,0.247438502,0.097271934,0.010345019,0.032026672,0.047585371,0.048242069,0.051399273,0.893614872,0.07506567,0.091836735,0.095170742,0.227015559,0.869266518,mahalanobis,chebyshev
0.061357768,0.180533388,0.905010973,0.231616235,0.006993007,0.313050237,0.29334057,0.181706041,0.169068868,0.019159557,0.037723028,0.222910607,0.267432821,143,0.842105263,0.369537021,-1.743800966,0.706977739,0,0,0.473684211,0.164779947,0.473684211,0.506009406,38,36,0.025604552,5434,4,0.458652214,0.113524928,-1.02E-17,0.563450996,0.526228603,0.113167969,0.006993007,0.00312845,0.447368421,0.473684211,0.229400792,0.222910607,0.059773276,0.207397865,0.464298859,0.501656238,0.537357379,1,0,0.475524476,0.498343762,0.524475524,1,manhattan,chebyshev
0.022962068,0.039506929,0.524086897,0.761549859,0.172248804,0.851485669,0.322741371,0.055179154,0.08612739,0.001683711,0.002673504,0.030184799,0.031362039,5.805555556,0.020444515,0.048068725,52.28053124,60.50011265,0.009914201,0.024514156,0.046941301,0.044011906,0.010072838,0.026122624,36,30,0.014285714,209,36,0.161684493,0.064485935,6.365813258,3.61418736,0.420687174,0.174525102,0.172248804,0.124401914,0.722222222,0.011892192,0.029807168,0.030184799,0.024992314,0.004784689,0.043062201,0.186602871,0.956937799,0.995215311,0.009569378,0.144736842,0.368421053,0.851674641,0.990430622,manhattan,chebyshev
0.005527038,0.019377866,0.718830557,1.059175988,0.005458853,0.049090313,0.29334057,0.046020984,0.086600412,0.004026397,0.0118661,0.077204932,0.121109206,183.1886792,0.192773997,0.378517227,153.7714756,497.78007,0.014991876,0.06325337,0.15862288,0.213259021,0.115425322,0.300980023,53,47,0.007982583,9709,42,0.233686917,0.151755997,6.897517931,10.43705815,0.447711441,0.148489322,0.005458853,0.002677928,0.490566038,0.115420554,0.245238881,0.077204932,0.079693138,0.000308992,0.047172726,0.057575445,0.651251416,0.999691008,0,0.093830467,0.307961685,0.807498198,1,mahalanobis,chebyshev
0.042695481,0.026585431,3.69555579,0.008942552,0.003181818,0.331022013,0.739477473,0.14136267,0.15117711,0.007111415,0.009397669,0.047316305,0.038165454,314.2857143,0.251084399,0.116160567,1.140715968,1.683914593,0.169427503,0.065505745,0.40453694,0.147462943,0.386275625,0.207378318,7,0,0.047619048,2200,6,0.21076677,0.05810295,0.604684805,1.047039851,0.004027727,0.005392088,0.003181818,0.002727273,0.857142857,0.387642324,0.188425726,0.047316305,0.022667638,0.047272727,0.076818182,0.076818182,0.077272727,0.101818182,0.024545455,0.135454545,0.142727273,0.149545455,0.191363636,manhattan,chebyshev
0.005998198,0.031930264,0.388488151,0.988303014,0.030212047,0.396894266,0.121230934,0.015011761,0.041009484,0.000313213,0.001297413,0.015981925,0.019589881,33.09937888,0.017397266,0.066872119,62.98147642,19.83194207,0.01299817,0.049910177,0.054181726,0.144813933,0.041324834,0.149940461,161,148,0.001164596,5329,158,0.123279577,0.028088634,7.636460516,2.493575718,0.462098767,0.128687386,0.030212047,0.025708388,0.850931677,0.041808712,0.151277691,0.015981925,0.009847929,0.005254269,0.01369863,0.058735222,0.98630137,1,0,0.066991931,0.115781573,0.933008069,0.994745731,manhattan,chebyshev
0.096828541,0.209153695,1.123203385,0.641763447,0.012578616,0.489018912,0.29334057,0.195100587,0.229507481,0.039385042,0.052414506,0.189209418,0.236555864,79.5,0.754545455,0.397096903,-0.29149559,3.645020876,0.058405455,0.138329314,0.395989772,0.176724782,0.296969697,0.438379184,12,10,0.106060606,954,2,0.426231267,0.090672189,0.621768232,1.145665775,0.437541734,0.145546597,0.012578616,0.007337526,0.583333333,0.355912786,0.249113417,0.189209418,0.069832937,0.032494759,0.132075472,0.377358491,0.595387841,0.937106918,0,0.39648847,0.479035639,0.581498952,1,mahalanobis,chebyshev
0.033047244,0.032300217,3.132524109,0.605588503,0.076851852,0.866821152,0.130059601,0.246922426,0.19630256,0.006028657,0.009504555,0.036355474,0.119031179,13.01204819,0.231214342,0.223019742,4.125150966,10.62661042,0.115509838,0.051520495,0.396302026,0.134707704,0.386635519,0.196946708,83,6,0.119012636,1080,74,0.163212919,0.099174179,0.736852603,1.226947498,0.036128769,0.130144497,0.076851852,0.018518519,0.240963855,0.387971661,0.14236969,0.036355474,0.060465512,0.017592593,0.1,0.1,0.1,0.527777778,0,0.174074074,0.181481481,0.187037037,1,mahalanobis,chebyshev
0.07400522,0.181814995,0.889528353,0.601944043,0.146118721,0.413522541,0.29334057,0.097638504,0.155479181,0.011106268,0.022935669,0.122043332,0.164081872,6.84375,0.429253472,0.447004268,12.60404559,39.75280933,0.086227604,0.155634045,0.371503995,0.274087185,0.354166667,0.429636839,32,24,0.050403226,219,17,0.326715933,0.125672512,1.73392795,3.390938491,0.41922305,0.139139737,0.146118721,0.073059361,0.5,0.343932749,0.349963709,0.122043332,0.078588726,0.00456621,0.230593607,0.315068493,0.707762557,1,0,0.351598174,0.474885845,0.630136986,1,euclidean,chebyshev
0.032336625,0.057029078,0.691743202,0.396206198,0.317567568,0.368963508,0.54856462,0.139662096,0.14523677,0.01988569,0.026649163,0.153026093,0.24267564,3.14893617,0.438703141,0.492268547,7.653526633,18.44514546,0.015021277,0.077807994,0.335109806,0.257407175,0.265450861,0.437872916,47,44,0.024051804,148,26,0.370374816,0.127252202,1.501524318,2.724306434,0.479640083,0.069240938,0.317567568,0.141891892,0.446808511,0.284813689,0.330904312,0.153026093,0.083416249,0.013513514,0.243243243,0.493243243,0.756756757,1,0,0.371621622,0.5,0.635135135,1,mahalanobis,euclidean
0.013176004,0.015495752,0.793106807,0.103204136,2.150943396,0.994199874,0.322741371,0.086037455,0.068589708,0.015805698,0.013063934,0.184450907,0.311292257,0.464912281,0.452850877,0.482881617,-0.385530386,1.120608548,0.003251316,0.049093792,0.25,0.06935628,0.010964912,0.098950166,228,228,0.000154571,106,120,0.427766579,0.038381273,1.196252253,0.43317904,0.495238095,5.56E-17,2.150943396,0.716981132,0.333333333,0.097313596,0.100665784,0.184450907,0.032147419,0.103773585,0.245283019,0.5,0.754716981,0.896226415,0.150943396,0.377358491,0.5,0.622641509,0.849056604,manhattan,euclidean
0.046762614,0.066511458,1.875379411,1.206073825,0.020833333,-0.000363334,0.521600016,0.184000467,0.190360216,0.006549395,0.008930988,0.032060985,0.033473558,48,0.21294057,0.168133344,50.86592216,123.1224268,0.141230678,0.110105535,0.365297199,0.244591443,0.337976162,0.241263542,7,2,0.047619048,336,4,0.170402554,0.059396528,3.573372949,6.731407139,0.150446541,0.237777131,0.020833333,0.014880952,0.714285714,0.351314007,0.248301084,0.032060985,0.01698431,0.00297619,0.157738095,0.165178571,0.175595238,0.99702381,0.026785714,0.25,0.276785714,0.3125,0.973214286,euclidean,euclidean
0.043709325,0.044184527,2.321727774,0.000238527,0.288461538,0.788122319,0.322741371,0.229395664,0.17333863,0.009741259,0.009437526,0.043326963,0.106752926,3.466666667,0.272730241,0.107495829,2.143886042,4.155478025,0.191242257,0.072457206,0.348940224,0.158795334,0.321394002,0.183740347,60,0,0.075141243,208,39,0.202901958,0.046843679,0.953314078,0.9395121,0.000689429,0.001122039,0.288461538,0.134615385,0.466666667,0.329410884,0.17855166,0.043326963,0.019017502,0.182692308,0.197115385,0.201923077,0.201923077,0.211538462,0.038461538,0.302884615,0.322115385,0.341346154,0.408653846,mahalanobis,euclidean
0.0864607,0.069582546,2.016857391,0.620017869,0.042056075,0.373783686,0.715554901,0.227698429,0.182992079,0.005914057,0.006153521,0.029923955,0.038137343,23.77777778,0.136321003,0.091002545,9.532684737,16.63180676,0.059410693,0.040788623,0.306621379,0.1904094,0.299737182,0.253161608,9,0,0.055555556,214,8,0.161932946,0.064532049,1.629499349,2.281160832,0.008961344,0.009965682,0.042056075,0.028037383,0.666666667,0.297339548,0.234450973,0.029923955,0.028431431,0.126168224,0.196261682,0.200934579,0.200934579,0.822429907,0.107476636,0.289719626,0.331775701,0.369158879,0.88317757,manhattan,chebyshev
0.017763453,0.006355445,2.34139442,0.342626146,0.006535948,0.299454305,0.322741371,0.063176102,0.162324679,0.001780509,0.012319165,0.030333381,0.016061619,153,0.196480406,0.169079597,5.40538065,8.514125531,0.126150109,0.13808179,0.250576283,0.244871701,0.217162554,0.279917815,2,0,0,306,1,0.171050645,0.046369345,1.549852666,1.986660066,0.023140763,0.008406618,0.006535948,0.006535948,1,0.223870251,0.275362304,0.030333381,0.015863013,0.130718954,0.145424837,0.160130719,0.171568627,0.444444444,0.22875817,0.254901961,0.263071895,0.284313725,0.509803922,euclidean,euclidean
0.002550204,0.004253136,0.257726134,0.332599517,0.370860927,0.588324394,0.097702546,0.055477193,0.096569457,0.002976084,0.008269176,0.043573587,0.079175611,2.696428571,0.022959184,0.138308857,49.4975557,51.26013973,0.003782143,0.028302966,0.078477197,0.161164459,0.042517007,0.192773713,56,55,0.01038961,151,55,0.187068139,0.09346166,6.120860112,3.732192271,0.488069358,0.064336366,0.370860927,0.198675497,0.535714286,0.045370163,0.193211782,0.043573587,0.044113812,0.006622517,0.026490066,0.21192053,0.973509934,1,0,0.072847682,0.609271523,0.927152318,1,euclidean,euclidean
0.129753345,0.131839579,2.504437896,0.650920126,0.096866097,0.787050666,0.322741371,0.214537576,0.162324679,0.016233004,0.015041134,0.070268091,0.1304609,10.32352941,0.300945662,0.133972274,0.22231409,1.199145542,0.194386084,0.095799039,0.607550527,0.159511376,0.645796765,0.201898678,34,1,0.092691622,351,20,0.259786055,0.053511847,-0.562443878,0.641156219,0.045112184,0.189050348,0.096866097,0.068376068,0.705882353,0.635608858,0.188733849,0.070268091,0.019554774,0.051282051,0.142450142,0.142450142,0.145299145,1,0,0.225071225,0.256410256,0.282051282,0.948717949,mahalanobis,euclidean
0.044580963,0.030387807,2.713574961,0.185151723,0.014534884,0.49443235,1.47E-05,0.306175274,0.22050031,0.005914537,0.003573466,0.0210483,0.016104825,68.8,0.15705088,0.078127927,7.183842155,5.118163952,0.106255393,0.054932879,0.224785972,0.113525458,0.195770223,0.119992689,5,0,0.3,344,5,0.144225069,0.017586557,2.087850587,0.948036845,0.021587935,0.021711429,0.014534884,0.011627907,0.8,0.196383945,0.120843376,0.0210483,0.005195491,0.049275362,0.130434783,0.142028986,0.150724638,0.339130435,0.092753623,0.226086957,0.244927536,0.269565217,0.446376812,euclidean,euclidean
0.329562317,0.239908799,2.32107539,0.001890267,0.053846154,0.297342461,0.322741371,0.656974338,0.296541782,0.022432275,0.012178294,0.034906756,0.068677461,18.57142857,0.196622896,0.03284122,3.959615448,2.018966728,0.137364109,0.021854927,0.209088392,0.058686642,0.160615044,0.058638752,7,0,0.714285714,130,7,0.183746808,0.036530964,1.685790192,0.283848743,0.004162223,0.005320179,0.053846154,0.023076923,0.428571429,0.169204702,0.061376552,0.034906756,0.014331985,0.176923077,0.2,0.2,0.2,0.223076923,0.007692308,0.3,0.353846154,0.384615385,0.407692308,mahalanobis,chebyshev
0.041072667,0.063537568,2.551394233,0.638576076,0.038461538,0.707603119,0.29334057,0.220602458,0.223023049,0.010176598,0.02492059,0.056011974,0.129067505,26,0.307457577,0.288428175,1.741782366,3.937818011,0.128550551,0.072485953,0.378129815,0.11705079,0.359552051,0.225584152,15,2,0.114285714,390,12,0.206299387,0.120055954,0.797528442,0.794337751,0.080153737,0.170311437,0.038461538,0.017948718,0.466666667,0.364359362,0.132874669,0.056011974,0.076669134,0.066666667,0.135897436,0.143589744,0.151282051,0.584615385,0,0.230769231,0.248717949,0.269230769,1,euclidean,chebyshev
0.085710996,0.204720817,0.997153794,0.379538358,0.059615385,0.754823621,0.29334057,0.219074305,0.185751999,0.049035417,0.044852208,0.221436912,0.373009887,16.77419355,0.782040105,0.412309705,-1.445901143,0.892918789,0.005816652,0.032385748,0.497832976,0.150547534,0.497602441,0.500178165,31,30,0.040860215,520,7,0.465942594,0.066924516,0.010563279,0.720611658,0.483510229,0.086447223,0.059615385,0.026923077,0.451612903,0.497606633,0.24317932,0.221436912,0.048667413,0.098076923,0.369230769,0.473076923,0.569230769,0.830769231,0,0.401923077,0.5,0.598076923,1,euclidean,euclidean
0.02990712,0.028741518,3.300779582,0.397405451,0.004,0.536030461,0.29334057,0.171503494,0.132085897,0.004157024,0.004022834,0.025023492,0.018764689,250,0.206489467,0.070212328,2.678029611,2.381614266,0.128484076,0.040051931,0.307557962,0.192325036,0.284843499,0.212870081,8,0,0.035714286,2000,8,0.155555229,0.030725756,0.548276464,1.23630998,0.016642702,0.018504787,0.004,0.0035,0.875,0.288220981,0.208621195,0.025023492,0.009435304,0.024,0.07675,0.083,0.088,0.478,0.067,0.14,0.153,0.168,0.548,mahalanobis,euclidean
0.388719643,0.301105942,2.583648664,0.001019613,0.025806452,0.123507322,0.352342204,0.709779453,0.360473861,0.048064711,0.025111809,0.071470162,0.153700865,38.75,0.461348004,0.091608572,-0.797941681,0.719676262,0.319560403,0.074124228,0.46790221,0.081688461,0.507172829,0.106024037,8,0,0.75,310,1,0.265711486,0.03148819,0.114565255,0.38037433,0.004556146,0.005797773,0.025806452,0.009677419,0.375,0.467433208,0.093459461,0.071470162,0.016660526,0.151612903,0.164516129,0.167741935,0.167741935,0.183870968,0,0.258064516,0.298387097,0.332258065,0.35483871,manhattan,euclidean
0.287140118,0.118707566,1.797568266,0.221119722,0.317647059,0.984669147,0.29334057,0.72254695,0.165156599,0.108468155,0.034807908,0.14817091,0.837697855,3.148148148,0.777777778,0.172841586,-1.316729151,1.038604668,0.404969444,0.200682808,0.445996732,0.112154097,0.365740741,0.212869894,54,0,0.890985325,170,2,0.382275582,0.04554898,0.152802105,0.446860609,0.195266272,5.60E-17,0.317647059,0.1,0.314814815,0.426334423,0.150625313,0.14817091,0.032080115,0.035294118,0.158823529,0.241176471,0.341176471,0.670588235,0.005882353,0.270588235,0.352941176,0.488235294,0.923529412,manhattan,manhattan
0.280711609,0.357051899,3.167636913,0.007512274,0.014666667,0.096701398,0.327642456,0.38378985,0.403956554,0.014011843,0.017140054,0.031050028,0.074440954,68.18181818,0.203959019,0.077184405,4.040417147,4.768591694,0.144814966,0.056784812,0.316794318,0.169479814,0.283650596,0.184619395,11,0,0.381818182,750,11,0.170568936,0.046388496,1.246325007,1.116721957,0.000786028,0.002459555,0.014666667,0.005333333,0.363636364,0.29441283,0.181071325,0.031050028,0.014455685,0.08,0.110666667,0.110666667,0.112,0.145333333,0.002666667,0.192,0.204,0.221333333,0.24,manhattan,euclidean
0.005814062,0.027246551,0.226614921,0.336826542,0.286,0.155449136,0.360528995,0.025821343,0.045078673,0.001177486,0.004387524,0.043005435,0.087588086,3.496503497,0.078461538,0.2675931,199.3358769,201.4932318,0.000414713,0.00495925,0.063186853,0.126718108,0.027412587,0.162267009,143,142,0.001477396,500,132,0.155136562,0.138099418,11.67428461,8.068649162,0.495906663,0.036966964,0.286,0.112,0.391608392,0.032218182,0.122417645,0.043005435,0.068708626,0.002,0.0085,0.426,0.9915,0.998,0.002,0.044,0.5,0.956,0.998,manhattan,chebyshev
0.212653244,0.212597601,2.874336734,0.454776855,0.024752475,0.712028666,0.196595917,0.406600348,0.401304605,0.019960288,0.027720248,0.049905149,0.135254174,40.4,0.360448656,0.183540097,-0.161237301,1.117432204,0.237509477,0.093856152,0.486837044,0.034080912,0.473965641,0.038918987,15,0,0.342857143,606,8,0.213823838,0.066958267,0.159191378,0.290635027,0.018549726,0.034310011,0.024752475,0.004950495,0.2,0.477196315,0.042956585,0.049905149,0.0300181,0.054455446,0.118811881,0.123762376,0.130363036,0.552805281,0.00660066,0.201320132,0.227722772,0.247524752,0.674917492,mahalanobis,manhattan
0.000154407,0.000789517,0.306338061,0.666779387,0.058770344,0.482083663,0.345925226,0.017750451,0.050166839,0.000766326,0.00406648,0.033117682,0.087170845,17.01538462,0.040631634,0.180689985,1219.284823,1617.182139,0.006544181,0.038282522,0.085049965,0.193662779,0.062280921,0.223178927,260,244,0.002316602,4424,249,0.124921007,0.132589742,25.27728977,24.1655047,0.472460983,0.107649795,0.058770344,0.014918626,0.253846154,0.064970248,0.211685103,0.033117682,0.056096084,0.00022604,0.011980108,0.115393309,0.98960217,1,0,0.071428571,0.363471971,0.928571429,1,manhattan,chebyshev
0.085692532,0.233652784,1.26424772,0.60050808,0.045,0.348874474,0.406045117,0.1536829,0.245160342,0.0326527,0.061143083,0.199901197,0.220123242,22.22222222,0.859669148,0.282002853,-1.471267257,0.758745607,0.05915162,0.122928005,0.422645482,0.095083252,0.305360977,0.429655404,9,7,0.111111111,200,1,0.435859064,0.105683876,0.35345074,0.439806101,0.388341079,0.216603336,0.045,0.025,0.555555556,0.380051361,0.148220033,0.199901197,0.078401413,0.19,0.2,0.3525,0.515,0.705,0,0.44,0.49,0.535,1,mahalanobis,chebyshev
0.000795408,9.76E-10,5.129283005,1.70E-08,4.37E-05,0.018718278,0.002615947,0.004509931,0.162324679,0.000376637,0.012319165,0.083513065,0.000596027,22890,0.499483414,3.72E-05,-1.200119363,0.000159654,0.370307982,0.000134145,0.500313735,0.000933875,0.500589467,0.000309802,2,0,0,45780,0,0.288986086,0.000462764,-0.004707428,0.004862632,9.54E-10,0,4.37E-05,4.37E-05,1,0.500696931,0.001337833,0.083513065,0.000267465,0.028548961,0.028570804,0.028570804,0.028570804,0.028592648,0.05456412,0.05532863,0.055525218,0.055699963,0.05631157,euclidean,manhattan
0.109757764,0.175350888,1.853058731,1.240368915,0.021406728,0.442368644,0.498748041,0.214537576,0.162324679,0.006109525,0.009381726,0.028834352,0.035176632,46.71428571,0.211736718,0.166910904,14.12120486,39.37013575,0.1355081,0.106111321,0.360972793,0.249234423,0.334822961,0.238310132,7,1,0.047619048,327,3,0.152099377,0.081548471,1.667383008,3.795824541,0.222119474,0.38810668,0.021406728,0.01529052,0.714285714,0.349703939,0.246868296,0.028834352,0.019731519,0.009174312,0.159021407,0.165137615,0.177370031,1,0.009174312,0.256116208,0.281345566,0.315749235,0.990825688,mahalanobis,euclidean
0.703193578,0.362779806,2.807889171,1.221643342,0.002942619,1,1.73E-15,0.616483742,0.372969992,0.075428291,0.0548658,0.122180561,0.234016088,339.8333333,0.625923823,0.324253605,-0.984360117,0.693001091,0.308429658,0.246412993,0.512594723,0.10964835,0.558866593,0.25131567,6,1,0.666666667,2039,1,0.341096319,0.083669793,0.033342459,0.661679315,0.138797472,0.221386283,0.002942619,0.001471309,0.5,0.521057218,0.168023262,0.122180561,0.061396524,0.077488965,0.083374203,0.083374203,0.083374203,0.661598823,0,0.166748406,0.166748406,0.167238843,1,manhattan,manhattan
0.003787474,0.00759381,0.750717611,1.349031706,0.02196436,0.54208015,0.29334057,0.036881406,0.051852027,0.000647705,0.00083071,0.019688445,0.017384151,45.52830189,0.016830408,0.041474827,96.95651793,158.6360177,0.012216775,0.030140851,0.067288934,0.133249588,0.046786541,0.137744052,53,44,0.001451379,2413,53,0.12945746,0.054640116,7.780643294,5.898633493,0.415124694,0.189000332,0.02196436,0.01533361,0.698113208,0.047073085,0.138032266,0.019688445,0.015602128,0.001243266,0.075010361,0.07708247,0.079569001,0.998756734,0.003315375,0.099461252,0.142561127,0.900538748,0.996684625,manhattan,chebyshev
0.04008693,0.151476405,0.704370389,0.58730219,0.006232538,0.523494237,0.29334057,0.073541034,0.125536176,0.011015299,0.022841033,0.130476146,0.151893706,160.4482759,0.148820327,0.351397505,39.96693375,139.9867248,0.005381488,0.028980201,0.254797268,0.235295908,0.148820327,0.351397505,29,28,0.014778325,4653,24,0.343128301,0.114865503,2.96612947,5.857755513,0.484371942,0.083580865,0.006232538,0.003653557,0.586206897,0.172189613,0.316422802,0.130476146,0.066787161,0.001719321,0.107135182,0.24339136,0.802546744,0.998280679,0,0.26756931,0.5,0.73243069,1,manhattan,chebyshev
0.016660743,0.122460304,0.441454374,0.737743972,0.021233569,0.351804193,0.29334057,0.059219486,0.140157093,0.00701779,0.027922674,0.067756901,0.164374435,47.0952381,0.206349206,0.401056805,293.4581467,379.6112096,0.01136092,0.052062274,0.167255243,0.254244172,0.166940339,0.365412749,21,20,0.028571429,989,16,0.188729374,0.183698206,12.54518475,12.02563885,0.476271423,0.106418882,0.021233569,0.006066734,0.285714286,0.159435728,0.286136736,0.067756901,0.098435233,0.001011122,0.016177958,0.195146613,0.983822042,0.998988878,0,0.120323559,0.5,0.879676441,1,euclidean,chebyshev
0.246489829,0.148242207,1.968904673,0.037796007,0.04040404,0.095469447,0.216721209,0.585992377,0.269340809,0.018238759,0.021838737,0.036348021,0.062732274,24.75,0.054815776,0.052627501,35.29926264,37.25326162,0.036841351,0.031726392,0.181749185,0.100979764,0.135318972,0.100968922,4,0,0.333333333,99,4,0.173058008,0.09236844,4.855411765,3.085148791,0.018063629,0.021305876,0.04040404,0.02020202,0.5,0.136415905,0.100919194,0.036348021,0.031858448,0.17,0.2175,0.25,0.25,0.4,0.08,0.34,0.4,0.4425,0.6,euclidean,chebyshev
0.546149691,0.178729929,2.321480756,0.000455504,0.037735849,0.207210326,0.384909595,0.849006736,0.12408027,0.038589245,0.004457344,0.046588749,0.095689148,26.5,0.301875822,0.041975928,0.029626643,0.563558321,0.205568053,0.018659427,0.373929758,0.077663592,0.333923577,0.092554945,6,0,1,159,4,0.214738764,0.023900108,0.494938497,0.351610008,0.002125952,0.001737211,0.037735849,0.012578616,0.333333333,0.357917984,0.089518882,0.046588749,0.010505894,0.188679245,0.196540881,0.201257862,0.201257862,0.213836478,0,0.308176101,0.377358491,0.396226415,0.421383648,mahalanobis,euclidean
0.088923724,0.185201312,0.457393912,0.415390682,0.618556701,0.158760119,0.303822879,0.082677692,0.097127156,0.008638149,0.015535228,0.099150925,0.210918635,1.616666667,0.162787693,0.366055957,41.80168508,67.49028786,0.000110246,0.000855634,0.217119439,0.267660967,0.158407693,0.366551963,120,118,0.007142857,194,100,0.279210975,0.146185642,4.284542599,5.02612408,0.489268918,0.062795979,0.618556701,0.226804124,0.366666667,0.171225831,0.327013172,0.099150925,0.081088945,0.005154639,0.108247423,0.489690722,0.917525773,1,0,0.226804124,0.5,0.773195876,1,euclidean,chebyshev
0.000518047,0.001843382,0.090978477,0.184347517,0.891358711,0.404999974,0.285205919,0.009236935,0.029527271,1.44E-05,5.06E-05,0.001244727,0.003274144,1.121882793,0.000411567,0.005574793,1300.945644,1186.211352,1.25E-05,0.000708079,0.003110506,0.005360164,8.43E-06,0.000477593,3208,1040,0.000444399,3599,3208,0.031884572,0.015105363,30.75021622,16.97853999,0.312962505,0.14757084,0.891358711,0.366490692,0.411159601,0.000102042,0.001310105,0.001244727,0.001358418,0.000277855,0.00277855,0.071408725,0.99722145,0.999722145,0,0.011669908,0.422895249,0.988330092,1,euclidean,manhattan
0.000615547,0.002926386,0.065033335,0.143791646,1.337315921,0.413867644,0.446637946,0.007327797,0.028731876,1.01E-05,3.91E-05,0.001110638,0.003075523,0.747766466,0.000167217,0.003224984,1479.94094,1250.242649,1.71E-05,0.000847096,0.002438572,0.004331736,1.16E-05,0.000571358,4813,1885,0.000517872,3599,4813,0.030125389,0.014252767,33.46671716,17.32076503,0.341557232,0.142883917,1.337315921,0.433175882,0.323914399,4.78E-05,0.00088956,0.001110638,0.001269095,0.000277855,0.001944985,0.073075854,0.998055015,0.999722145,0,0.007224229,0.438455126,0.992775771,1,euclidean,manhattan
0.032130315,0.014815222,2,0,0.1,0.750482014,0.322741371,0.079348222,0.048839214,0.007004865,0.004349775,0.088540219,0.026577177,10,0.511112392,0.037601522,-1.240437428,0.086740634,0.377278423,0.022634882,0.502415264,0.025351144,0.517263116,0.051214534,10,0,0,100,0,0.297426541,0.009289886,-0.078297374,0.145143234,0,0,0.1,0.1,1,0.508851324,0.035465575,0.088540219,0.005537521,0.25,0.25,0.25,0.25,0.25,0.26,0.34,0.38,0.4,0.48,mahalanobis,euclidean
0.027393885,0.010686042,2,0,0.25,0.784584686,0.322741371,0.079656372,0.060079693,0.006742225,0.005096861,0.084799492,0.042708971,4,0.486643036,0.044062789,-1.190943782,0.097672684,0.364537456,0.03342699,0.505150224,0.022898439,0.504892427,0.044853427,25,0,0,100,0,0.291003868,0.011003848,-0.016344084,0.124352939,0,0,0.25,0.22,0.88,0.506088066,0.031258528,0.084799492,0.006350691,0.25,0.25,0.25,0.25,0.25,0.22,0.36,0.38,0.4,0.48,mahalanobis,chebyshev
0.024959945,0.009571263,2,0,0.05,0.696655714,0.322741371,0.042724932,0.03253719,0.003499564,0.002715882,0.082350654,0.013392119,20,0.45629719,0.054160169,-1.111514224,0.157606866,0.343783116,0.04791161,0.49185077,0.03835597,0.493422695,0.066088955,5,0,0,100,0,0.286606163,0.016107515,0.015271867,0.196285379,0,0,0.05,0.05,1,0.491153877,0.052394248,0.082350654,0.009215315,0.25,0.25,0.25,0.25,0.25,0.28,0.355,0.38,0.4,0.46,euclidean,euclidean
